x_grid	y_grid	x_um	y_um	O2	glucose	VEGF	lactate	pH	ECM_density	vascular_density	is_occupied	occupant_cell_id	occupant_type
25	0	255.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
26	0	265.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5189	4
27	0	275.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4310	1
28	0	285.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4995	3
29	0	295.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
30	0	305.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
31	0	315.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4887	3
32	0	325.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	3599	1
33	0	335.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
34	0	345.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1750	5
35	0	355.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
36	0	365.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4133	1
37	0	375.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	704	4
38	0	385.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5633	3
39	0	395.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5008	4
40	0	405.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4896	3
41	0	415.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.6000	False	-1	-1
42	0	425.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
43	0	435.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	3695	1
44	0	445.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1128	4
45	0	455.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5561	4
46	0	465.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1131	4
47	0	475.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5285	4
48	0	485.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4987	3
49	0	495.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
50	0	505.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5602	3
51	0	515.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5672	4
52	0	525.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5273	4
53	0	535.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
54	0	545.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
55	0	555.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
56	0	565.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
57	0	575.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1289	4
58	0	585.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1130	4
59	0	595.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4372	2
60	0	605.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4800	3
61	0	615.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1377	4
62	0	625.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1271	4
63	0	635.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5413	4
64	0	645.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	3798	1
65	0	655.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1547	5
66	0	665.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1121	4
67	0	675.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5147	4
68	0	685.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
69	0	695.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4916	3
70	0	705.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5620	3
71	0	715.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
72	0	725.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
73	0	735.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	849	4
74	0	745.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	3664	1
75	0	755.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
76	0	765.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
77	0	775.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5534	3
78	0	785.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5480	3
79	0	795.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	923	4
80	0	805.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
81	0	815.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5260	4
82	0	825.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
83	0	835.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
84	0	845.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
85	0	855.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1739	5
86	0	865.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.6000	False	-1	-1
87	0	875.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
88	0	885.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4750	3
89	0	895.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	994	4
90	0	905.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5057	4
91	0	915.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4515	2
92	0	925.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	3688	1
93	0	935.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
94	0	945.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	5412	4
95	0	955.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
96	0	965.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	992	4
97	0	975.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	993	4
98	0	985.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4984	3
99	0	995.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	3807	1
0	1	5.0	15.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	4930	3
1	1	15.0	15.0	38.00	4.9943	0.0000	0.9998	7.3800	0.5000	0.0000	False	-1	-1
2	1	25.0	15.0	34.99	3.4888	0.0000	1.0001	7.3800	0.5000	0.0000	True	2504	0
3	1	35.0	15.0	37.09	4.3837	0.0000	1.0305	7.3794	0.5000	0.0000	True	4330	2
4	1	45.0	15.0	36.79	4.1788	0.0000	1.0508	7.3790	0.5000	0.0000	True	3907	1
5	1	55.0	15.0	37.99	4.9742	0.0000	1.0011	7.3800	0.5000	0.0000	False	-1	-1
6	1	65.0	15.0	37.98	4.9699	0.0000	1.0013	7.3800	0.5000	0.0000	False	-1	-1
7	1	75.0	15.0	36.78	4.1657	0.0000	1.0516	7.3790	0.5000	0.0000	True	3496	1
8	1	85.0	15.0	37.98	4.9615	0.0000	1.0018	7.3800	0.5000	0.0000	False	-1	-1
9	1	95.0	15.0	34.98	3.4574	0.0000	1.0020	7.3800	0.5000	0.0000	True	3373	0
10	1	105.0	15.0	37.98	4.9535	0.0000	1.0023	7.3800	0.5000	0.0000	False	-1	-1
11	1	115.0	15.0	34.97	3.4499	0.0000	1.0024	7.3800	0.5000	0.0000	True	2098	0
12	1	125.0	15.0	37.97	4.9465	0.0000	1.0026	7.3799	0.5000	0.0000	False	-1	-1
13	1	135.0	15.0	37.67	4.7433	0.0000	1.0128	7.3797	0.5000	0.0000	False	-1	-1
14	1	145.0	15.0	37.97	4.9403	0.0000	1.0030	7.3799	0.5000	0.0000	False	-1	-1
15	1	155.0	15.0	34.97	3.4372	0.0000	1.0031	7.3799	0.5000	0.0000	True	2511	0
16	1	165.0	15.0	34.97	3.4344	0.0000	1.0033	7.3799	0.5000	0.0000	True	2351	0
17	1	175.0	15.0	36.76	4.1320	0.0000	1.0535	7.3789	0.5000	0.0000	True	4313	1
18	1	185.0	15.0	37.66	4.7296	0.0000	1.0136	7.3797	0.5000	0.0000	True	20	4
19	1	195.0	15.0	37.96	4.9274	0.0000	1.0037	7.3799	0.5000	0.0000	False	-1	-1
20	1	205.0	15.0	37.06	4.3254	0.0000	1.0339	7.3793	0.5000	0.0000	True	4652	2
21	1	215.0	15.0	37.96	4.9235	0.0000	1.0040	7.3799	0.5000	0.0000	False	-1	-1
22	1	225.0	15.0	37.96	4.9217	0.0000	1.0041	7.3799	0.5000	0.0000	False	-1	-1
23	1	235.0	15.0	36.46	3.9197	0.0000	1.0642	7.3787	0.5000	0.0000	True	5458	4
24	1	245.0	15.0	37.96	4.9177	0.0000	1.0043	7.3799	0.5000	0.0000	False	-1	-1
25	1	255.0	15.0	37.95	4.9158	0.0000	1.0044	7.3799	0.5000	0.0000	False	-1	-1
26	1	265.0	15.0	37.95	4.9140	0.0000	1.0045	7.3799	0.5000	0.0000	False	-1	-1
27	1	275.0	15.0	37.95	4.9121	0.0000	1.0046	7.3799	0.5000	0.0000	False	-1	-1
28	1	285.0	15.0	34.95	3.4103	0.0000	1.0047	7.3799	0.5000	0.0000	True	3060	0
29	1	295.0	15.0	34.65	3.2087	0.0000	1.0148	7.3797	0.5000	0.0000	True	2301	0
30	1	305.0	15.0	37.95	4.9072	0.0000	1.0048	7.3799	0.5000	0.0000	False	-1	-1
31	1	315.0	15.0	34.95	3.4059	0.0000	1.0049	7.3799	0.5000	0.0000	True	2210	0
32	1	325.0	15.0	36.75	4.1046	0.0000	1.0550	7.3789	0.5000	0.0000	False	-1	-1
33	1	335.0	15.0	37.95	4.9036	0.0000	1.0050	7.3799	0.5000	0.0000	False	-1	-1
34	1	345.0	15.0	37.95	4.9026	0.0000	1.0051	7.3799	0.5000	0.0000	False	-1	-1
35	1	355.0	15.0	34.95	3.4015	0.0000	1.0051	7.3799	0.5000	0.0000	True	2695	0
36	1	365.0	15.0	34.95	3.4008	0.0000	1.0051	7.3799	0.5000	0.0000	True	2354	0
37	1	375.0	15.0	37.94	4.9000	0.0000	1.0051	7.3799	0.5000	0.0000	False	-1	-1
38	1	385.0	15.0	37.94	4.8992	0.0000	1.0051	7.3799	0.5000	0.0000	False	-1	-1
39	1	395.0	15.0	34.94	3.3983	0.0000	1.0051	7.3799	0.5000	0.0000	True	3365	0
40	1	405.0	15.0	37.64	4.6975	0.0000	1.0152	7.3797	0.5000	0.0000	True	5167	4
41	1	415.0	15.0	37.94	4.8969	0.0000	1.0052	7.3799	0.5000	0.0000	False	-1	-1
42	1	425.0	15.0	38.58	4.8983	0.0000	1.0052	7.3799	0.5000	0.6000	False	-1	-1
43	1	435.0	15.0	38.58	4.8980	0.0000	1.0052	7.3799	0.5000	0.6000	False	-1	-1
44	1	445.0	15.0	37.94	4.8957	0.0000	1.0052	7.3799	0.5000	0.0000	False	-1	-1
45	1	455.0	15.0	34.94	3.3953	0.0000	1.0052	7.3799	0.5000	0.0000	True	3143	0
46	1	465.0	15.0	37.94	4.8950	0.0000	1.0052	7.3799	0.5000	0.0000	False	-1	-1
47	1	475.0	15.0	34.94	3.3946	0.0000	1.0052	7.3799	0.5000	0.0000	True	2597	0
48	1	485.0	15.0	34.94	3.3945	0.0000	1.0052	7.3799	0.5000	0.0000	True	2595	0
49	1	495.0	15.0	37.94	4.8946	0.0000	1.0052	7.3799	0.5000	0.0000	False	-1	-1
50	1	505.0	15.0	34.94	3.3946	0.0000	1.0052	7.3799	0.5000	0.0000	True	2467	0
51	1	515.0	15.0	37.94	4.8949	0.0000	1.0052	7.3799	0.5000	0.0000	False	-1	-1
52	1	525.0	15.0	37.94	4.8951	0.0000	1.0052	7.3799	0.5000	0.0000	False	-1	-1
53	1	535.0	15.0	34.04	2.7951	0.0000	1.0352	7.3793	0.5000	0.0000	True	4425	2
54	1	545.0	15.0	37.44	4.5453	0.0000	1.0202	7.3796	0.5000	0.0000	True	1545	5
55	1	555.0	15.0	34.94	3.3954	0.0000	1.0051	7.3799	0.5000	0.0000	True	3324	0
56	1	565.0	15.0	37.94	4.8955	0.0000	1.0051	7.3799	0.5000	0.0000	False	-1	-1
57	1	575.0	15.0	37.94	4.8957	0.0000	1.0051	7.3799	0.5000	0.0000	False	-1	-1
58	1	585.0	15.0	34.94	3.3960	0.0000	1.0051	7.3799	0.5000	0.0000	True	2077	0
59	1	595.0	15.0	34.94	3.3965	0.0000	1.0050	7.3799	0.5000	0.0000	True	2469	0
60	1	605.0	15.0	37.94	4.8972	0.0000	1.0050	7.3799	0.5000	0.0000	False	-1	-1
61	1	615.0	15.0	37.94	4.8979	0.0000	1.0050	7.3799	0.5000	0.0000	False	-1	-1
62	1	625.0	15.0	34.94	3.3987	0.0000	1.0049	7.3799	0.5000	0.0000	True	2942	0
63	1	635.0	15.0	37.34	4.4995	0.0000	1.0249	7.3795	0.5000	0.0000	True	4947	3
64	1	645.0	15.0	37.64	4.7005	0.0000	1.0149	7.3797	0.5000	0.0000	True	5326	4
65	1	655.0	15.0	37.95	4.9015	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
66	1	665.0	15.0	33.75	2.6026	0.0000	1.0549	7.3789	0.5000	0.0000	True	3611	1
67	1	675.0	15.0	37.95	4.9038	0.0000	1.0048	7.3799	0.5000	0.0000	False	-1	-1
68	1	685.0	15.0	36.75	4.1049	0.0000	1.0548	7.3789	0.5000	0.0000	True	3429	1
69	1	695.0	15.0	37.95	4.9059	0.0000	1.0047	7.3799	0.5000	0.0000	False	-1	-1
70	1	705.0	15.0	37.95	4.9071	0.0000	1.0046	7.3799	0.5000	0.0000	False	-1	-1
71	1	715.0	15.0	34.95	3.4082	0.0000	1.0046	7.3799	0.5000	0.0000	True	2782	0
72	1	725.0	15.0	36.75	4.1096	0.0000	1.0545	7.3789	0.5000	0.0000	True	4138	1
73	1	735.0	15.0	34.95	3.4111	0.0000	1.0044	7.3799	0.5000	0.0000	True	1931	0
74	1	745.0	15.0	37.35	4.4630	0.0000	1.0193	7.3796	0.5000	0.0000	True	1727	5
75	1	755.0	15.0	34.95	3.4148	0.0000	1.0042	7.3799	0.5000	0.0000	True	2173	0
76	1	765.0	15.0	37.95	4.9167	0.0000	1.0041	7.3799	0.5000	0.0000	False	-1	-1
77	1	775.0	15.0	37.66	4.7187	0.0000	1.0140	7.3797	0.5000	0.0000	True	5496	4
78	1	785.0	15.0	37.96	4.9209	0.0000	1.0039	7.3799	0.5000	0.0000	False	-1	-1
79	1	795.0	15.0	34.96	3.4234	0.0000	1.0038	7.3799	0.5000	0.0000	True	3236	0
80	1	805.0	15.0	37.96	4.9260	0.0000	1.0036	7.3799	0.5000	0.0000	False	-1	-1
81	1	815.0	15.0	36.76	4.1287	0.0000	1.0535	7.3789	0.5000	0.0000	True	4232	1
82	1	825.0	15.0	37.96	4.9315	0.0000	1.0033	7.3799	0.5000	0.0000	False	-1	-1
83	1	835.0	15.0	37.96	4.9343	0.0000	1.0032	7.3799	0.5000	0.0000	False	-1	-1
84	1	845.0	15.0	37.97	4.9370	0.0000	1.0030	7.3799	0.5000	0.0000	False	-1	-1
85	1	855.0	15.0	37.37	4.5399	0.0000	1.0228	7.3795	0.5000	0.0000	True	4924	3
86	1	865.0	15.0	38.61	4.9440	0.0000	1.0026	7.3799	0.5000	0.6000	False	-1	-1
87	1	875.0	15.0	37.97	4.9461	0.0000	1.0024	7.3800	0.5000	0.0000	False	-1	-1
88	1	885.0	15.0	37.97	4.9495	0.0000	1.0022	7.3800	0.5000	0.0000	False	-1	-1
89	1	895.0	15.0	37.97	4.9530	0.0000	1.0020	7.3800	0.5000	0.0000	False	-1	-1
90	1	905.0	15.0	34.98	3.4567	0.0000	1.0018	7.3800	0.5000	0.0000	True	2758	0
91	1	915.0	15.0	37.08	4.3607	0.0000	1.0316	7.3794	0.5000	0.0000	True	4405	2
92	1	925.0	15.0	37.98	4.9650	0.0000	1.0013	7.3800	0.5000	0.0000	False	-1	-1
93	1	935.0	15.0	37.98	4.9694	0.0000	1.0011	7.3800	0.5000	0.0000	False	-1	-1
94	1	945.0	15.0	37.99	4.9741	0.0000	1.0008	7.3800	0.5000	0.0000	False	-1	-1
95	1	955.0	15.0	34.99	3.4789	0.0000	1.0006	7.3800	0.5000	0.0000	True	2587	0
96	1	965.0	15.0	37.99	4.9841	0.0000	1.0003	7.3800	0.5000	0.0000	False	-1	-1
97	1	975.0	15.0	37.99	4.9893	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
98	1	985.0	15.0	37.70	4.7946	0.0000	1.0097	7.3798	0.5000	0.0000	True	5550	4
99	1	995.0	15.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	True	1542	5
0	2	5.0	25.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
1	2	15.0	25.0	34.99	3.4889	0.0000	1.0001	7.3800	0.5000	0.0000	True	2764	0
2	2	25.0	25.0	36.79	4.1784	0.0000	1.0508	7.3790	0.5000	0.0000	True	4151	1
3	2	35.0	25.0	37.78	4.8185	0.0000	1.0065	7.3799	0.5000	0.0000	True	1582	5
4	2	45.0	25.0	37.98	4.9590	0.0000	1.0021	7.3800	0.5000	0.0000	False	-1	-1
5	2	55.0	25.0	37.67	4.7500	0.0000	1.0126	7.3797	0.5000	0.0000	True	563	4
6	2	65.0	25.0	37.97	4.9416	0.0000	1.0032	7.3799	0.5000	0.0000	False	-1	-1
7	2	75.0	25.0	38.81	4.9350	0.0000	1.0037	7.3799	0.5000	0.8000	False	-1	-1
8	2	85.0	25.0	37.96	4.9252	0.0000	1.0041	7.3799	0.5000	0.0000	False	-1	-1
9	2	95.0	25.0	37.96	4.9173	0.0000	1.0046	7.3799	0.5000	0.0000	False	-1	-1
10	2	105.0	25.0	33.75	2.6097	0.0000	1.0550	7.3789	0.5000	0.0000	True	3655	1
11	2	115.0	25.0	37.05	4.3026	0.0000	1.0354	7.3793	0.5000	0.0000	True	4430	2
12	2	125.0	25.0	37.95	4.8960	0.0000	1.0057	7.3799	0.5000	0.0000	False	-1	-1
13	2	135.0	25.0	37.34	4.4898	0.0000	1.0260	7.3795	0.5000	0.0000	False	-1	-1
14	2	145.0	25.0	37.94	4.8838	0.0000	1.0064	7.3799	0.5000	0.0000	True	5600	4
15	2	155.0	25.0	36.44	3.8779	0.0000	1.0667	7.3787	0.5000	0.0000	True	4072	1
16	2	165.0	25.0	37.93	4.8723	0.0000	1.0070	7.3799	0.5000	0.0000	False	-1	-1
17	2	175.0	25.0	36.73	4.0675	0.0000	1.0573	7.3789	0.5000	0.0000	True	3769	1
18	2	185.0	25.0	34.93	3.3627	0.0000	1.0076	7.3798	0.5000	0.0000	True	2598	0
19	2	195.0	25.0	36.72	4.0583	0.0000	1.0579	7.3788	0.5000	0.0000	True	4285	1
20	2	205.0	25.0	34.92	3.3543	0.0000	1.0081	7.3798	0.5000	0.0000	True	2672	0
21	2	215.0	25.0	37.92	4.8507	0.0000	1.0084	7.3798	0.5000	0.0000	False	-1	-1
22	2	225.0	25.0	38.77	4.8505	0.0000	1.0086	7.3798	0.5000	0.8000	False	-1	-1
23	2	235.0	25.0	34.92	3.3431	0.0000	1.0088	7.3798	0.5000	0.0000	True	2723	0
24	2	245.0	25.0	34.91	3.3392	0.0000	1.0090	7.3798	0.5000	0.0000	True	1849	0
25	2	255.0	25.0	37.91	4.8355	0.0000	1.0092	7.3798	0.5000	0.0000	False	-1	-1
26	2	265.0	25.0	37.71	4.6819	0.0000	1.0144	7.3797	0.5000	0.0000	True	1504	5
27	2	275.0	25.0	34.71	3.1783	0.0000	1.0146	7.3797	0.5000	0.0000	True	1850	0
28	2	285.0	25.0	34.90	3.3249	0.0000	1.0098	7.3798	0.5000	0.0000	True	2297	0
29	2	295.0	25.0	37.90	4.8218	0.0000	1.0100	7.3798	0.5000	0.0000	False	-1	-1
30	2	305.0	25.0	37.00	4.2190	0.0000	1.0402	7.3792	0.5000	0.0000	True	5378	4
31	2	315.0	25.0	37.90	4.8163	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
32	2	325.0	25.0	34.90	3.3138	0.0000	1.0104	7.3798	0.5000	0.0000	True	2839	0
33	2	335.0	25.0	37.90	4.8118	0.0000	1.0105	7.3798	0.5000	0.0000	False	-1	-1
34	2	345.0	25.0	37.60	4.6098	0.0000	1.0206	7.3796	0.5000	0.0000	True	5108	4
35	2	355.0	25.0	37.89	4.8078	0.0000	1.0107	7.3798	0.5000	0.0000	False	-1	-1
36	2	365.0	25.0	37.69	4.6562	0.0000	1.0157	7.3797	0.5000	0.0000	True	1600	5
37	2	375.0	25.0	38.74	4.8093	0.0000	1.0108	7.3798	0.5000	0.8000	False	-1	-1
38	2	385.0	25.0	37.89	4.8030	0.0000	1.0108	7.3798	0.5000	0.0000	False	-1	-1
39	2	395.0	25.0	37.89	4.8012	0.0000	1.0108	7.3798	0.5000	0.0000	False	-1	-1
40	2	405.0	25.0	33.99	2.6996	0.0000	1.0409	7.3792	0.5000	0.0000	True	4418	2
41	2	415.0	25.0	37.89	4.7984	0.0000	1.0109	7.3798	0.5000	0.0000	False	-1	-1
42	2	425.0	25.0	37.89	4.7975	0.0000	1.0109	7.3798	0.5000	0.0000	False	-1	-1
43	2	435.0	25.0	37.89	4.7969	0.0000	1.0109	7.3798	0.5000	0.0000	False	-1	-1
44	2	445.0	25.0	38.53	4.7998	0.0000	1.0109	7.3798	0.5000	0.6000	False	-1	-1
45	2	455.0	25.0	37.89	4.7955	0.0000	1.0109	7.3798	0.5000	0.0000	False	-1	-1
46	2	465.0	25.0	34.89	3.2949	0.0000	1.0109	7.3798	0.5000	0.0000	True	2245	0
47	2	475.0	25.0	35.79	3.3944	0.0000	1.0910	7.3782	0.5000	0.0000	True	4648	2
48	2	485.0	25.0	37.89	4.7943	0.0000	1.0110	7.3798	0.5000	0.0000	False	-1	-1
49	2	495.0	25.0	37.89	4.7944	0.0000	1.0110	7.3798	0.5000	0.0000	False	-1	-1
50	2	505.0	25.0	37.89	4.7945	0.0000	1.0110	7.3798	0.5000	0.0000	False	-1	-1
51	2	515.0	25.0	38.53	4.7986	0.0000	1.0110	7.3798	0.5000	0.6000	False	-1	-1
52	2	525.0	25.0	38.46	4.6096	0.0000	1.0209	7.3796	0.5000	0.8000	False	-1	-1
53	2	535.0	25.0	37.89	4.7956	0.0000	1.0109	7.3798	0.5000	0.0000	True	1378	4
54	2	545.0	25.0	37.89	4.7958	0.0000	1.0108	7.3798	0.5000	0.0000	False	-1	-1
55	2	555.0	25.0	37.89	4.7960	0.0000	1.0108	7.3798	0.5000	0.0000	False	-1	-1
56	2	565.0	25.0	37.89	4.7963	0.0000	1.0107	7.3798	0.5000	0.0000	False	-1	-1
57	2	575.0	25.0	34.89	3.2967	0.0000	1.0107	7.3798	0.5000	0.0000	True	1916	0
58	2	585.0	25.0	37.59	4.5973	0.0000	1.0206	7.3796	0.5000	0.0000	True	5484	4
