cell_id	parent_id	cell_type	cell_type_name	x	y	angle	shape_path	size_scale	cell_cycle_phase	ecDNA_count	ecDNA_cargo	O2_local	glucose_local	is_hypoxic	is_quiescent	generation	time_born_hr	migration_rate	VEGF_secretion
0	-1	4	Endothelial	0	43	2.7576	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0508	M	0		38.00	4.9905	False	False	0	0.0	10.00	0.00
1	-1	4	Endothelial	33	85	0.5917	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1568	S	0		38.60	4.7813	False	False	0	0.0	10.00	0.00
2	-1	4	Endothelial	112	75	4.9390	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0213	M	0		38.50	4.5842	False	False	0	0.0	10.00	0.00
3	-1	4	Endothelial	53	8	2.3298	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8578	G2	0		38.00	4.9929	False	False	0	0.0	10.00	0.00
4	-1	4	Endothelial	77	102	5.1696	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0110	G2	0		38.34	4.5982	False	False	0	0.0	10.00	0.00
5	-1	4	Endothelial	99	52	3.4846	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8568	G2	0		37.78	4.7347	False	False	0	0.0	10.00	0.00
6	-1	4	Endothelial	79	77	3.9689	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1464	M	0		37.87	4.5960	False	False	0	0.0	10.00	0.00
7	-1	4	Endothelial	104	31	6.0991	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8865	G2	0		34.96	3.3514	False	False	0	0.0	10.00	0.00
8	-1	4	Endothelial	71	75	1.2230	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9286	G2	0		37.88	4.5731	False	False	0	0.0	10.00	0.00
9	-1	4	Endothelial	190	83	0.9694	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0609	M	0		37.66	4.4148	False	False	0	0.0	10.00	0.00
10	-1	4	Endothelial	139	85	6.0790	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.3569	M	0		37.44	4.3768	False	False	0	0.0	10.00	0.00
11	-1	4	Endothelial	159	96	2.9503	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8644	G2	0		37.28	4.2676	False	False	0	0.0	10.00	0.00
12	-1	4	Endothelial	202	78	2.9889	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9810	S	0		37.69	4.2247	False	False	0	0.0	10.00	0.00
13	-1	4	Endothelial	195	72	2.7467	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1084	G1	0		36.67	3.9955	False	False	1	0.0	10.00	0.00
14	-1	4	Endothelial	228	0	1.9627	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8048	G2	0		37.84	4.8719	False	False	0	0.0	10.00	0.00
15	-1	4	Endothelial	220	73	2.4346	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0387	G2	0		38.21	4.4004	False	False	0	0.0	10.00	0.00
16	-1	4	Endothelial	218	83	0.8781	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1452	G2	0		37.71	4.3725	False	False	0	0.0	10.00	0.00
17	-1	4	Endothelial	269	80	4.9444	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0113	G2	0		38.04	4.3911	False	False	0	0.0	10.00	0.00
18	-1	4	Endothelial	284	91	4.9055	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7571	S	0		35.76	3.3624	False	False	0	0.0	10.00	0.00
19	-1	4	Endothelial	274	128	0.8784	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8935	G2	0		36.44	3.5495	False	False	0	0.0	10.00	0.00
20	-1	4	Endothelial	203	0	2.9600	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8557	G2	0		37.62	4.7240	False	False	0	0.0	10.00	0.00
21	-1	4	Endothelial	286	136	3.9881	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9442	G2	0		37.16	3.8993	False	False	0	0.0	10.00	0.00
22	-1	4	Endothelial	291	83	1.9098	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1185	G1	0		37.57	4.2174	False	False	1	0.0	10.00	0.00
23	-1	4	Endothelial	315	48	1.3483	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9229	S	0		37.50	4.4339	False	False	0	0.0	10.00	0.00
24	-1	4	Endothelial	302	84	1.4699	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7874	M	0		37.43	4.1673	False	False	0	0.0	10.00	0.00
25	-1	4	Endothelial	289	69	1.8447	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0829	G1	0		36.92	3.8145	False	False	1	0.0	10.00	0.00
26	-1	4	Endothelial	369	55	4.9254	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9288	M	0		37.92	4.4370	False	False	0	0.0	10.00	0.00
27	-1	4	Endothelial	344	75	5.1146	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9484	G2	0		38.16	4.1704	False	False	0	0.0	10.00	0.00
28	-1	4	Endothelial	363	47	0.5658	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9395	S	0		37.07	4.2208	False	False	0	0.0	10.00	0.00
29	-1	4	Endothelial	358	75	1.0133	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0812	S	0		38.33	4.2791	False	False	0	0.0	10.00	0.00
30	-1	4	Endothelial	373	103	4.3751	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0801	G2	0		37.86	3.9458	False	False	0	0.0	10.00	0.00
31	-1	4	Endothelial	392	65	1.8945	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9836	G0	0		37.34	4.2174	False	True	0	0.0	10.00	0.00
32	-1	4	Endothelial	428	137	0.5507	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7188	G2	0		36.67	3.4687	False	False	0	0.0	10.00	0.00
33	-1	4	Endothelial	385	53	5.7088	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8338	G2	0		37.46	4.3632	False	False	0	0.0	10.00	0.00
34	-1	4	Endothelial	405	46	6.0895	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9370	S	0		37.22	4.2848	False	False	0	0.0	10.00	0.00
35	-1	4	Endothelial	424	81	2.8234	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1229	S	0		37.58	4.0983	False	False	0	0.0	10.00	0.00
36	-1	4	Endothelial	374	114	5.6712	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8417	S	0		38.04	3.9223	False	False	0	0.0	10.00	0.00
37	-1	4	Endothelial	312	111	1.9224	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7121	G2	0		36.90	3.8119	False	False	0	0.0	10.00	0.00
38	-1	4	Endothelial	468	85	5.3823	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9010	S	0		38.06	4.1163	False	False	0	0.0	10.00	0.00
39	-1	4	Endothelial	491	67	2.7149	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9118	G2	0		37.57	4.3063	False	False	0	0.0	10.00	0.00
40	-1	4	Endothelial	491	58	4.0831	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2670	S	0		37.54	4.3797	False	False	0	0.0	10.00	0.00
41	-1	4	Endothelial	503	101	0.2615	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0299	G2	0		37.29	3.9889	False	False	0	0.0	10.00	0.00
42	-1	4	Endothelial	529	83	0.9081	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1392	G1	0		37.51	4.1135	False	False	0	0.0	10.00	0.00
43	-1	4	Endothelial	548	118	1.0719	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8019	G2	0		36.47	3.4706	False	False	0	0.0	10.00	0.00
44	-1	4	Endothelial	521	68	2.1794	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9350	S	0		37.42	4.0783	False	False	0	0.0	10.00	0.00
45	-1	4	Endothelial	517	125	6.0228	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9630	G2	0		37.30	3.7748	False	False	0	0.0	10.00	0.00
46	-1	4	Endothelial	567	68	0.5198	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0523	M	0		37.58	4.1798	False	False	0	0.0	10.00	0.00
47	-1	4	Endothelial	584	75	5.8925	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.4856	G1	0		38.25	4.2048	False	False	0	0.0	10.00	0.00
48	-1	4	Endothelial	517	184	1.6775	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.6447	S	0		37.01	3.3531	False	False	0	0.0	10.00	0.00
49	-1	4	Endothelial	622	60	2.7578	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9308	S	0		36.39	3.7852	False	False	0	0.0	10.00	0.00
50	-1	4	Endothelial	624	88	5.6307	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1777	M	0		37.32	4.1089	False	False	0	0.0	10.00	0.00
51	-1	4	Endothelial	648	45	0.6822	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8274	G2	0		37.59	4.4947	False	False	0	0.0	10.00	0.00
52	-1	4	Endothelial	663	59	4.5678	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9910	G2	0		37.41	4.1705	False	False	0	0.0	10.00	0.00
53	-1	4	Endothelial	666	77	5.7555	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1638	G2	0		38.02	4.2256	False	False	0	0.0	10.00	0.00
54	-1	4	Endothelial	668	98	3.4862	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8391	G2	0		36.15	3.3634	False	False	0	0.0	10.00	0.00
55	-1	4	Endothelial	656	74	5.0784	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8631	G2	0		38.19	4.2448	False	False	0	0.0	10.00	0.00
56	-1	4	Endothelial	692	75	1.8279	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1553	G1	0		38.25	4.2438	False	False	1	0.0	10.00	0.00
57	-1	4	Endothelial	704	75	5.8813	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9932	G2	0		38.26	4.2522	False	False	0	0.0	10.00	0.00
58	-1	4	Endothelial	707	67	2.7338	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9242	S	0		37.64	4.3290	False	False	0	0.0	10.00	0.00
60	-1	4	Endothelial	717	79	3.2601	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9802	S	0		37.09	3.8488	False	False	1	0.0	10.00	0.00
61	-1	4	Endothelial	781	77	4.1573	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0366	G1	0		37.85	4.1346	False	False	1	0.0	10.00	0.00
