step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	63364	3	0	0	19.7000	18.9529	2.1204	0.0000	1.2291
1	63357	3	0	0	19.7269	12.2169	4.0405	0.0827	1.2295
2	63350	3	0	0	19.7290	12.2226	3.3918	0.1573	1.2299
3	63342	3	0	0	19.7253	12.2150	3.6498	0.1548	1.2301
4	63338	3	0	0	19.7235	12.2114	3.5327	0.1548	1.2303
5	63330	3	0	0	19.7220	12.2088	3.5728	0.1578	1.2305
6	63326	3	0	0	19.7210	12.2052	3.5494	0.1596	1.2305
7	63323	3	0	0	19.7201	12.2015	3.5535	0.1703	1.2306
8	63315	3	0	0	19.7194	12.2031	3.5471	0.1640	1.2306
9	63314	3	0	0	19.7189	12.2019	3.5461	0.1630	1.2306
10	63310	3	0	0	19.7184	12.1998	3.5432	0.1645	1.2306
11	63306	3	0	0	19.7180	12.1988	3.5415	0.1718	1.2306
12	63303	3	0	0	19.7177	12.1990	3.5397	0.1579	1.2306
13	63295	3	0	0	19.7175	12.2002	3.5384	0.1598	1.2306
14	63287	3	0	0	19.7173	12.2016	3.5368	0.1522	1.2305
15	63282	4	0	0	19.7172	12.2031	3.5356	0.1506	1.2305
16	63281	4	0	0	19.7158	12.1953	3.5339	0.1563	1.2306
17	63271	4	0	0	19.7155	12.1950	3.5331	0.1559	1.2307
18	63262	4	0	0	19.7156	12.1941	3.5324	0.1607	1.2307
19	63260	4	0	0	19.7156	12.1951	3.5317	0.1620	1.2307
20	63258	5	0	0	19.7156	12.1952	3.5310	0.1560	1.2307
21	63254	5	0	0	19.7142	12.1895	3.5296	0.1664	1.2309
22	63247	5	0	0	19.7141	12.1901	3.5294	0.1645	1.2310
23	63242	5	0	0	19.7142	12.1910	3.5287	0.1657	1.2310
24	63231	5	0	0	19.7143	12.1913	3.5284	0.1612	1.2311
25	63226	6	0	0	19.7146	12.1930	3.5282	0.1584	1.2311
26	63219	6	0	0	19.7134	12.1855	3.5276	0.1562	1.2312
27	63212	6	0	0	19.7135	12.1855	3.5272	0.1830	1.2313
28	63206	7	0	0	19.7137	12.1862	3.5270	0.1834	1.2314
29	63202	8	0	0	19.7125	12.1728	3.5260	0.1804	1.2315
30	63196	9	0	0	19.7111	12.1587	3.5254	0.1657	1.2318
31	63184	9	0	0	19.7098	12.1512	3.5249	0.1865	1.2321
32	63182	10	0	0	19.7100	12.1540	3.5250	0.1884	1.2324
33	63178	11	0	0	19.7087	12.1421	3.5241	0.1763	1.2327
34	63174	11	0	0	19.7074	12.1299	3.5236	0.1970	1.2331
35	63163	11	0	0	19.7073	12.1319	3.5234	0.2010	1.2334
36	63158	11	0	0	19.7076	12.1323	3.5235	0.2022	1.2336
37	63150	11	0	0	19.7077	12.1325	3.5233	0.2028	1.2338
38	63144	11	0	0	19.7079	12.1337	3.5232	0.2034	1.2339
39	63140	13	0	0	19.7081	12.1340	3.5231	0.2026	1.2340
40	63133	15	0	0	19.7057	12.1249	3.5220	0.2043	1.2343
41	63123	15	0	0	19.7031	12.1180	3.5210	0.1867	1.2348
42	63113	15	0	0	19.7032	12.1223	3.5213	0.1894	1.2352
43	63110	16	0	0	19.7035	12.1255	3.5213	0.1947	1.2354
