step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	6868	3	0	0	19.9598	19.4277	4.5744	0.0000	1.0321
1	6867	3	0	0	19.9550	12.7047	4.6680	0.0827	1.0342
2	6866	3	0	0	19.9551	12.7051	4.6444	0.0274	1.0344
3	6866	3	0	0	19.9547	12.7042	4.6458	0.0268	1.0344
4	6866	3	0	0	19.9546	12.7038	4.6433	0.0261	1.0344
5	6865	3	0	0	19.9545	12.7036	4.6423	0.0264	1.0344
6	6865	3	0	0	19.9545	12.7034	4.6414	0.0269	1.0343
7	6864	3	0	0	19.9545	12.7033	4.6407	0.0262	1.0343
8	6862	3	0	0	19.9545	12.7029	4.6402	0.0269	1.0343
9	6862	3	0	0	19.9547	12.7031	4.6399	0.1454	1.0342
10	6861	3	0	0	19.9548	12.7029	4.6394	0.1478	1.0342
11	6861	3	0	0	19.9549	12.7031	4.6394	0.1477	1.0342
12	6861	3	0	0	19.9550	12.7030	4.6390	0.1480	1.0341
13	6861	3	0	0	19.9552	12.7041	4.6389	0.1562	1.0341
14	6859	3	0	0	19.9553	12.7042	4.6389	0.0275	1.0341
15	6858	3	0	0	19.9556	12.7049	4.6388	0.0267	1.0340
16	6858	3	0	0	19.9557	12.7051	4.6387	0.0262	1.0340
17	6858	3	0	0	19.9559	12.7050	4.6386	0.0257	1.0340
18	6857	3	0	0	19.9560	12.7049	4.6384	0.1398	1.0339
19	6856	3	0	0	19.9561	12.7049	4.6385	0.1461	1.0339
20	6856	3	0	0	19.9563	12.7051	4.6386	0.1474	1.0339
21	6855	3	0	0	19.9564	12.7052	4.6386	0.1455	1.0339
22	6855	3	0	0	19.9567	12.7054	4.6388	0.1499	1.0338
23	6855	3	0	0	19.9568	12.7054	4.6387	0.1491	1.0338
24	6854	3	0	0	19.9569	12.7053	4.6388	0.1476	1.0338
25	6854	3	0	0	19.9571	12.7056	4.6390	0.1475	1.0337
26	6853	4	0	0	19.9573	12.7056	4.6389	0.1534	1.0337
27	6852	4	0	0	19.9556	12.6951	4.6367	0.1475	1.0344
28	6852	4	0	0	19.9558	12.6952	4.6372	0.1500	1.0344
29	6853	5	0	0	19.9559	12.6952	4.6370	0.1486	1.0344
30	6853	6	0	0	19.9541	12.6886	4.6348	0.1510	1.0351
31	6853	8	0	0	19.9525	12.6831	4.6329	0.1567	1.0358
32	6851	8	0	0	19.9490	12.3664	4.6285	0.1708	1.0373
33	6850	8	0	0	19.9493	12.3667	4.6296	0.1817	1.0374
34	6850	8	0	0	19.9494	12.3669	4.6294	0.1901	1.0374
35	6849	8	0	0	19.9495	12.3669	4.6295	0.1849	1.0374
36	6849	8	0	0	19.9496	12.3670	4.6296	0.1861	1.0373
37	6848	8	0	0	19.9497	12.3684	4.6296	0.1857	1.0373
38	6847	8	0	0	19.9498	12.3671	4.6296	0.1859	1.0373
39	6847	8	0	0	19.9500	12.3674	4.6299	0.1923	1.0373
40	6847	8	0	0	19.9501	12.3673	4.6299	0.1938	1.0372
41	6848	9	0	0	19.9502	12.3674	4.6301	0.1927	1.0372
42	6848	9	0	0	19.9486	12.3630	4.6279	0.1862	1.0379
43	6849	10	0	0	19.9487	12.3646	4.6285	0.2048	1.0379
44	6847	10	0	0	19.9471	12.3613	4.6261	0.2034	1.0385
45	6845	10	0	0	19.9473	12.3617	4.6269	0.2084	1.0386
46	6843	10	0	0	19.9474	12.3618	4.6268	0.2104	1.0386
47	6842	10	0	0	19.9476	12.3634	4.6270	0.2022	1.0385
