time_hr	parent_id	parent_ecDNA_before	parent_ecDNA_after	daughter_id	daughter_ecDNA	x	y	generation
21.0	63387	20	21	63390	19	2890	3203	1
24.0	63387	21	19	63391	22	2890	3203	2
34.0	63387	19	16	63392	21	2802	3124	3
35.0	63389	20	20	63393	18	3192	3058	1
37.0	63390	19	17	63394	20	3024	3061	2
37.0	63387	16	16	63395	14	2802	3124	4
38.0	63390	17	16	63396	18	3024	3061	3
38.0	63389	20	19	63397	21	3192	3058	2
40.0	63387	16	12	63398	19	2802	3124	5
45.0	63388	20	21	63399	18	2743	3166	1
50.0	63396	18	18	63400	17	3068	3078	4
51.0	63396	18	21	63401	12	3068	3078	5
53.0	63394	20	17	63402	22	2906	3160	3
54.0	63388	21	19	63403	22	2845	3170	2
55.0	63388	19	14	63404	23	2845	3170	3
55.0	63393	18	17	63405	17	3309	3427	2
56.0	63394	17	21	63406	12	2906	3160	4
56.0	63388	14	18	63407	10	2845	3170	4
57.0	63394	21	21	63408	19	2906	3160	5
58.0	63390	16	13	63409	19	3081	3051	4
59.0	63395	14	19	63410	8	2770	3208	5
60.0	63389	19	22	63411	15	2987	3192	3
62.0	63395	19	21	63412	15	2770	3208	6
62.0	63401	12	12	63413	12	3141	2919	6
63.0	63408	19	20	63414	18	2918	3147	6
63.0	63398	19	14	63415	24	2800	3212	6
64.0	63390	13	15	63416	11	3081	3051	5
64.0	63399	18	19	63417	16	2763	3166	2
65.0	63391	22	10	63418	33	2641	3170	3
65.0	63392	21	22	63419	18	2802	3080	4
65.0	63402	22	27	63420	17	3045	3172	4
65.0	63410	8	6	63421	10	2794	3177	6
66.0	63397	21	17	63422	23	3103	3138	3
66.0	63394	21	25	63423	17	2891	3364	6
67.0	63401	12	14	63424	10	3141	2919	7
70.0	63408	20	16	63425	22	2856	3140	7
71.0	63398	14	10	63426	15	2800	3212	7
71.0	63388	18	19	63427	17	2845	3191	5
72.0	63402	27	23	63428	30	3253	3189	5
73.0	63393	17	13	63429	21	3486	3303	3
74.0	63389	22	24	63430	20	2963	3252	4
74.0	63396	21	19	63431	23	3157	3143	6
74.0	63406	12	8	63432	15	2817	3108	5
75.0	63392	22	18	63433	23	2802	3080	5
76.0	63397	17	14	63434	19	3054	3150	4
76.0	63390	15	11	63435	19	3129	3067	6
78.0	63399	19	21	63436	15	2763	3166	3
78.0	63389	24	25	63437	21	2978	3321	5
78.0	63400	17	17	63438	17	3402	3046	5
81.0	63394	25	25	63439	23	3015	3532	7
81.0	63402	23	25	63440	21	3313	3219	6
82.0	63429	21	18	63441	23	3503	3303	4
82.0	63404	23	21	63442	25	2814	3302	4
83.0	63408	16	15	63443	16	2856	3140	8
83.0	63389	25	24	63444	26	2909	3327	6
84.0	63398	10	13	63445	7	2800	3212	8
84.0	63405	17	18	63446	15	3292	3427	3
84.0	63425	22	21	63447	23	2856	3161	8
