step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	63390	3	0	0	19.6944	18.9798	2.1173	0.0000	1.2308
1	63383	3	0	0	19.7222	12.2073	4.0427	0.0827	1.2312
2	63376	3	0	0	19.7243	12.2136	3.3858	0.1377	1.2315
3	63367	3	0	0	19.7207	12.2073	3.6489	0.1413	1.2318
4	63361	3	0	0	19.7188	12.2034	3.5287	0.1423	1.2320
5	63357	3	0	0	19.7175	12.2003	3.5707	0.1446	1.2321
6	63348	3	0	0	19.7164	12.1978	3.5466	0.1411	1.2322
7	63344	3	0	0	19.7156	12.1961	3.5513	0.1389	1.2322
8	63335	3	0	0	19.7150	12.1943	3.5447	0.1402	1.2322
9	63328	3	0	0	19.7145	12.1939	3.5439	0.1396	1.2322
10	63319	3	0	0	19.7142	12.1920	3.5411	0.1400	1.2322
11	63312	3	0	0	19.7139	12.1912	3.5393	0.1416	1.2322
12	63305	3	0	0	19.7137	12.1906	3.5378	0.1407	1.2322
13	63296	3	0	0	19.7136	12.1901	3.5364	0.1379	1.2321
14	63294	3	0	0	19.7136	12.1896	3.5351	0.1423	1.2321
15	63290	3	0	0	19.7134	12.1893	3.5340	0.1411	1.2320
16	63283	3	0	0	19.7133	12.1887	3.5327	0.1370	1.2320
17	63275	3	0	0	19.7132	12.1903	3.5319	0.1370	1.2319
18	63267	3	0	0	19.7133	12.1901	3.5311	0.1357	1.2319
19	63259	3	0	0	19.7133	12.1902	3.5303	0.1356	1.2318
20	63250	3	0	0	19.7134	12.1907	3.5299	0.1406	1.2318
21	63245	4	0	0	19.7135	12.1906	3.5292	0.1367	1.2317
22	63240	4	0	0	19.7123	12.1789	3.5281	0.1415	1.2318
23	63236	4	0	0	19.7122	12.1790	3.5277	0.1538	1.2318
24	63231	5	0	0	19.7122	12.1781	3.5270	0.1530	1.2319
25	63226	5	0	0	19.7110	12.1629	3.5264	0.1443	1.2321
26	63222	5	0	0	19.7109	12.1626	3.5261	0.1715	1.2322
27	63215	5	0	0	19.7110	12.1638	3.5257	0.1607	1.2323
28	63208	5	0	0	19.7112	12.1637	3.5255	0.1575	1.2323
29	63192	5	0	0	19.7113	12.1651	3.5254	0.1586	1.2324
30	63185	5	0	0	19.7116	12.1669	3.5251	0.1613	1.2324
31	63180	5	0	0	19.7117	12.1675	3.5249	0.1573	1.2323
32	63174	5	0	0	19.7119	12.1676	3.5248	0.1555	1.2323
33	63170	5	0	0	19.7120	12.1682	3.5248	0.1596	1.2323
34	63162	6	0	0	19.7121	12.1683	3.5246	0.1584	1.2323
35	63156	7	0	0	19.7110	12.1546	3.5239	0.1586	1.2324
36	63151	7	0	0	19.7096	12.1485	3.5233	0.1634	1.2326
37	63146	9	0	0	19.7097	12.1486	3.5235	0.1637	1.2328
38	63142	11	0	0	19.7071	12.1248	3.5222	0.1682	1.2332
39	63139	11	0	0	19.7042	12.1080	3.5212	0.1713	1.2338
40	63133	12	0	0	19.7040	12.1071	3.5213	0.1781	1.2343
41	63126	12	0	0	19.7029	12.0942	3.5207	0.1765	1.2348
42	63123	12	0	0	19.7029	12.0942	3.5206	0.2008	1.2351
43	63116	12	0	0	19.7030	12.0944	3.5205	0.2006	1.2354
44	63107	12	0	0	19.7033	12.0966	3.5205	0.1943	1.2356
45	63103	13	0	0	19.7036	12.0969	3.5207	0.1898	1.2358
46	63097	13	0	0	19.7024	12.0854	3.5200	0.2004	1.2360
47	63086	13	0	0	19.7025	12.0866	3.5203	0.2064	1.2361
48	63078	13	0	0	19.7028	12.0870	3.5202	0.2048	1.2363
49	63073	13	0	0	19.7030	12.0875	3.5203	0.2058	1.2363
50	63071	14	0	0	19.7031	12.0868	3.5203	0.2074	1.2364
51	63068	15	0	0	19.7018	12.0785	3.5196	0.2080	1.2365
52	63062	15	0	0	19.7004	12.0698	3.5193	0.2071	1.2368
53	63054	16	0	0	19.7005	12.0686	3.5195	0.2146	1.2370
54	63044	17	0	0	19.6994	12.0569	3.5190	0.2154	1.2373
55	63037	19	0	0	19.6982	12.0441	3.5186	0.2181	1.2377
56	63032	21	0	0	19.6957	12.0259	3.5178	0.2316	1.2382
57	63026	22	0	0	19.6929	11.9978	3.5169	0.2486	1.2389
58	63017	23	0	0	19.6914	11.9861	3.5168	0.2733	1.2396
59	63012	24	0	0	19.6901	11.9787	3.5162	0.2801	1.2403
60	63008	25	0	0	19.6888	11.9669	3.5158	0.2883	1.2410
61	63005	25	0	0	19.6873	11.9554	3.5153	0.2951	1.2416
62	63000	27	0	0	19.6874	11.9552	3.5157	0.2994	1.2421
63	62991	29	0	0	19.6848	11.9372	3.5145	0.2982	1.2428
64	62985	31	0	0	19.6820	11.9141	3.5140	0.2932	1.2435
65	62985	35	0	0	19.6792	11.6206	3.5134	0.3232	1.2444
66	62981	37	0	0	19.6734	11.8525	3.5113	0.3288	1.2457
67	62977	38	0	0	19.6702	11.8338	3.5108	0.3519	1.2470
68	62970	38	0	0	19.6686	11.8242	3.5103	0.3670	1.2481
69	62961	38	0	0	19.6686	11.8255	3.5106	0.3659	1.2490
70	62955	39	0	0	19.6690	11.8277	3.5108	0.3583	1.2497
71	62952	41	0	0	19.6679	11.7742	3.5106	0.3501	1.2503
72	62947	42	0	0	19.6651	11.7954	3.5095	0.3420	1.2510
73	62941	43	0	0	19.6636	11.7889	3.5095	0.3736	1.2518
74	62939	46	0	0	19.6623	11.7845	3.5088	0.3783	1.2524
75	62937	47	0	0	19.6581	11.7536	3.5075	0.3828	1.2534
76	62934	49	0	0	19.6564	11.7439	3.5076	0.3842	1.2543
77	62930	49	0	0	19.6536	11.7260	3.5064	0.3962	1.2552
78	62925	52	0	0	19.6534	11.7264	3.5066	0.4011	1.2560
79	62919	52	0	0	19.6494	11.7012	3.5050	0.3970	1.2570
80	62914	52	0	0	19.6492	11.6998	3.5056	0.4089	1.2578
81	62909	54	0	0	19.6493	11.6999	3.5053	0.4106	1.2584
82	62899	56	0	0	19.6468	11.6876	3.5044	0.4066	1.2591
83	62893	58	0	0	19.6442	11.6733	3.5039	0.4038	1.2599
84	62891	64	0	0	19.6414	11.6495	3.5031	0.4130	1.2608
85	62891	67	0	0	19.6332	11.5986	3.5006	0.3914	1.2623
86	62891	71	0	0	19.6282	11.2831	3.4997	0.4300	1.2640
87	62892	75	0	0	19.6223	11.2409	3.4980	0.4247	1.2659
88	62889	76	0	0	19.6163	11.2021	3.4967	0.4695	1.2679
89	62893	81	0	0	19.6144	11.2973	3.4965	0.4950	1.2697
90	62885	84	0	0	19.6075	11.2449	3.4943	0.5049	1.2717
91	62886	88	0	0	19.6030	11.2287	3.4933	0.5511	1.2737
92	62885	91	0	0	19.5972	11.2014	3.4919	0.5589	1.2759
93	62883	94	0	0	19.5925	11.1819	3.4907	0.5695	1.2779
94	62884	101	0	0	19.5880	11.1576	3.4896	0.5642	1.2800
95	62890	112	0	0	19.5780	11.0033	3.4870	0.5549	1.2825
96	62889	117	0	0	19.5620	10.8512	3.4834	0.6115	1.2860
97	62889	120	0	0	19.5536	10.8237	3.4817	0.6244	1.2896
98	62891	130	0	0	19.5487	10.7916	3.4810	0.6381	1.2929
99	62887	133	0	0	19.5346	10.6771	3.4777	0.6161	1.2967
100	62885	138	0	0	19.5292	10.6464	3.4774	0.6762	1.3002
101	62886	146	0	0	19.5220	10.5930	3.4755	0.6924	1.3036
102	62884	150	0	0	19.5104	10.5113	3.4733	0.6980	1.3074
103	62884	157	0	0	19.5039	10.4737	3.4721	0.7422	1.3109
104	62880	163	0	0	19.4939	10.4182	3.4696	0.7574	1.3146
105	62882	171	0	0	19.4849	10.3725	3.4682	0.7679	1.3183
106	62883	178	0	0	19.4731	10.3001	3.4656	0.7728	1.3223
107	62885	188	0	0	19.4624	10.2363	3.4637	0.7850	1.3264
108	62886	194	0	0	19.4478	10.1331	3.4610	0.8154	1.3310
109	62887	202	0	0	19.4382	10.0827	3.4593	0.8596	1.3355
110	62893	212	0	0	19.4266	10.0222	3.4566	0.8739	1.3401
111	62893	218	0	0	19.4117	9.9242	3.4537	0.8923	1.3451
112	62891	227	0	0	19.4023	9.8757	3.4525	0.9234	1.3498
113	62896	238	0	0	19.3893	9.7947	3.4500	0.9430	1.3547
114	62898	247	0	0	19.3732	9.6999	3.4471	0.9638	1.3601
115	62899	254	0	0	19.3595	9.6262	3.4445	1.0017	1.3656
116	62900	262	0	0	19.3488	9.5684	3.4427	1.0204	1.3708
117	62909	276	0	0	19.3370	9.5160	3.4402	1.0327	1.3760
118	62911	282	0	0	19.3166	9.3768	3.4371	1.0521	1.3820
119	62912	291	0	0	19.3066	9.3487	3.4358	1.0952	1.3875
120	62915	301	0	0	19.2933	9.2707	3.4333	1.1251	1.3931
121	62924	315	0	0	19.2783	9.1729	3.4311	1.1548	1.3988
122	62931	328	0	0	19.2577	9.0387	3.4281	1.1872	1.4052
123	62935	338	0	0	19.2380	8.9356	3.4252	1.2231	1.4120
124	62949	357	0	0	19.2225	8.8356	3.4232	1.2359	1.4188
125	62954	369	0	0	19.1950	8.6715	3.4189	1.2721	1.4267
126	62957	382	0	0	19.1758	8.5555	3.4171	1.3211	1.4347
127	62963	399	0	0	19.1562	2.5692	3.4146	1.3721	1.4427
128	62967	413	0	0	19.1313	2.4553	3.4112	1.4095	1.4514
129	62977	432	0	0	19.1100	2.3726	3.4087	1.4407	1.4601
130	62983	450	0	0	19.0822	8.0300	3.4047	1.4346	1.4695
131	62986	459	0	0	19.0552	7.8845	3.4020	1.4726	1.4794
132	62999	479	0	0	19.0403	7.8184	3.4003	1.4997	1.4885
