cell_id	parent_id	cell_type	cell_type_name	x	y	angle	shape_path	size_scale	cell_cycle_phase	ecDNA_count	ecDNA_cargo	O2_local	glucose_local	is_hypoxic	is_quiescent	generation	time_born_hr	migration_rate	VEGF_secretion
0	-1	4	Endothelial	9	13	2.7576	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0508	S	0		38.00	4.9980	False	False	1	0.0	10.00	0.00
1	-1	4	Endothelial	31	148	0.5917	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1568	G1	0		36.83	4.0722	False	False	0	0.0	10.00	0.00
2	-1	4	Endothelial	131	91	4.9390	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0213	S	0		36.21	3.7015	False	False	1	0.0	10.00	0.00
3	-1	4	Endothelial	71	8	2.3298	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8578	M	0		37.85	4.8934	False	False	1	0.0	10.00	0.00
4	-1	4	Endothelial	96	65	5.1696	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0110	S	0		37.60	4.5703	False	False	2	0.0	10.00	0.00
5	-1	4	Endothelial	102	82	3.4846	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8568	G1	0		37.19	4.0686	False	False	2	0.0	10.00	0.00
6	-1	4	Endothelial	39	63	3.9689	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1464	G1	0		37.67	4.7155	False	False	2	0.0	10.00	0.00
7	-1	4	Endothelial	49	49	6.0991	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8865	G1	0		36.83	4.2757	False	False	1	0.0	10.00	0.00
8	-1	4	Endothelial	85	178	1.2230	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9286	M	0		37.51	4.3392	False	False	1	0.0	10.00	0.00
9	-1	4	Endothelial	200	81	0.9694	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0609	S	0		37.28	4.0565	False	False	1	0.0	10.00	0.00
10	-1	4	Endothelial	139	83	6.0790	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.3569	S	0		37.61	4.4116	False	False	1	0.0	10.00	0.00
11	-1	4	Endothelial	212	79	2.9503	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8644	G1	0		37.81	4.1842	False	False	1	0.0	10.00	0.00
12	-1	4	Endothelial	206	69	2.9889	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9810	M	0		37.88	4.3921	False	False	1	0.0	10.00	0.00
