cell_id	parent_id	cell_type	cell_type_name	x	y	angle	shape_path	size_scale	cell_cycle_phase	ecDNA_count	ecDNA_cargo	O2_local	glucose_local	is_hypoxic	is_quiescent	generation	time_born_hr	migration_rate	VEGF_secretion
0	-1	4	Endothelial	0	47	2.7576	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0508	G1	0		37.99	4.9892	False	False	1	0.0	10.00	0.00
1	-1	4	Endothelial	40	124	0.5917	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1568	M	0		37.73	4.7080	False	False	0	0.0	10.00	0.00
2	-1	4	Endothelial	120	81	4.9390	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0213	G1	0		36.99	4.0366	False	False	1	0.0	10.00	0.00
3	-1	4	Endothelial	77	0	2.3298	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8578	G1	0		37.45	4.6224	False	False	1	0.0	10.00	0.00
4	-1	4	Endothelial	127	65	5.1696	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0110	G1	0		37.57	4.5238	False	False	1	0.0	10.00	0.00
5	-1	4	Endothelial	96	43	3.4846	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8568	G1	0		37.55	4.6114	False	False	1	0.0	10.00	0.00
6	-1	4	Endothelial	79	77	3.9689	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1464	G1	0		37.87	4.5897	False	False	1	0.0	10.00	0.00
7	-1	4	Endothelial	59	47	6.0991	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8865	G1	0		36.22	3.9827	False	False	1	0.0	10.00	0.00
8	-1	4	Endothelial	71	75	1.2230	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9286	G1	0		37.76	4.4879	False	False	1	0.0	10.00	0.00
9	-1	4	Endothelial	190	83	0.9694	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0609	G1	0		37.56	4.3391	False	False	1	0.0	10.00	0.00
10	-1	4	Endothelial	129	84	6.0790	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.3569	G1	0		37.53	4.4156	False	False	0	0.0	10.00	0.00
11	-1	4	Endothelial	215	121	2.9503	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8644	G1	0		37.39	4.1582	False	False	1	0.0	10.00	0.00
12	-1	4	Endothelial	202	78	2.9889	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9810	G2	0		37.68	4.2101	False	False	0	0.0	10.00	0.00
13	-1	4	Endothelial	195	72	2.7467	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1084	S	0		36.66	3.9820	False	False	1	0.0	10.00	0.00
14	-1	4	Endothelial	249	0	1.9627	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8048	G1	0		37.98	4.9585	False	False	1	0.0	10.00	0.00
15	-1	4	Endothelial	220	73	2.4346	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0387	G0	0		38.20	4.3862	False	True	0	0.0	10.00	0.00
16	-1	4	Endothelial	234	93	0.8781	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1452	G1	0		37.53	4.2520	False	False	0	0.0	10.00	0.00
17	-1	4	Endothelial	269	80	4.9444	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0113	G1	0		37.91	4.2947	False	False	1	0.0	10.00	0.00
18	-1	4	Endothelial	278	67	4.9055	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7571	G2	0		36.97	4.0107	False	False	0	0.0	10.00	0.00
19	-1	4	Endothelial	182	156	0.8784	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8935	G1	0		37.28	4.0186	False	False	1	0.0	10.00	0.00
20	-1	4	Endothelial	187	12	2.9600	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8557	G1	0		37.64	4.7264	False	False	1	0.0	10.00	0.00
21	-1	4	Endothelial	286	136	3.9881	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9442	G1	0		36.91	3.7135	False	False	1	0.0	10.00	0.00
22	-1	4	Endothelial	291	83	1.9098	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1185	G1	0		37.65	4.2640	False	False	1	0.0	10.00	0.00
23	-1	4	Endothelial	296	46	1.3483	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9229	G2	0		38.11	4.4589	False	False	0	0.0	10.00	0.00
24	-1	4	Endothelial	302	84	1.4699	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7874	G1	0		37.44	4.1629	False	False	1	0.0	10.00	0.00
25	-1	4	Endothelial	311	54	1.8447	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0829	G1	0		37.68	4.3461	False	False	1	0.0	10.00	0.00
26	-1	4	Endothelial	369	55	4.9254	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9288	G1	0		37.91	4.4261	False	False	0	0.0	10.00	0.00
27	-1	4	Endothelial	342	65	5.1146	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9484	G1	0		37.50	4.3318	False	False	1	0.0	10.00	0.00
28	-1	4	Endothelial	356	54	0.5658	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9395	M	0		37.21	4.2364	False	False	0	0.0	10.00	0.00
29	-1	4	Endothelial	338	76	1.0133	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0812	G2	0		38.05	4.1304	False	False	0	0.0	10.00	0.00
30	-1	4	Endothelial	382	121	4.3751	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0801	G1	0		37.59	3.9439	False	False	1	0.0	10.00	0.00
31	-1	4	Endothelial	383	61	1.8945	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9836	G1	0		37.71	4.3680	False	False	0	0.0	10.00	0.00
32	-1	4	Endothelial	428	137	0.5507	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7188	G1	0		36.63	3.4269	False	False	1	0.0	10.00	0.00
33	-1	4	Endothelial	368	62	5.7088	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8338	G1	0		37.70	4.3059	False	False	1	0.0	10.00	0.00
34	-1	4	Endothelial	405	46	6.0895	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9370	M	0		37.21	4.2743	False	False	0	0.0	10.00	0.00
35	-1	4	Endothelial	392	115	2.8234	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1229	M	0		37.26	3.9157	False	False	0	0.0	10.00	0.00
36	-1	4	Endothelial	384	80	5.6712	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8417	M	0		37.75	4.1589	False	False	0	0.0	10.00	0.00
37	-1	4	Endothelial	312	111	1.9224	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7121	G1	0		36.69	3.6570	False	False	1	0.0	10.00	0.00
38	-1	4	Endothelial	411	108	5.3823	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9010	G2	0		37.22	3.7309	False	False	0	0.0	10.00	0.00
39	-1	4	Endothelial	500	64	2.7149	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9118	G1	0		37.40	4.2438	False	False	1	0.0	10.00	0.00
40	-1	4	Endothelial	491	58	4.0831	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2670	G2	0		37.53	4.3660	False	False	0	0.0	10.00	0.00
41	-1	4	Endothelial	523	101	0.2615	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0299	G1	0		37.97	3.9871	False	False	1	0.0	10.00	0.00
42	-1	4	Endothelial	529	83	0.9081	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1392	G1	0		37.33	3.9830	False	False	0	0.0	10.00	0.00
43	-1	4	Endothelial	566	122	1.0719	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8019	G1	0		36.36	3.3975	False	False	0	0.0	10.00	0.00
44	-1	4	Endothelial	521	68	2.1794	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9350	M	0		37.30	3.9901	False	False	0	0.0	10.00	0.00
45	-1	4	Endothelial	517	125	6.0228	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9630	G1	0		37.28	3.7473	False	False	0	0.0	10.00	0.00
