cell_id	parent_id	cell_type	cell_type_name	x	y	angle	shape_path	size_scale	cell_cycle_phase	ecDNA_count	ecDNA_cargo	O2_local	glucose_local	is_hypoxic	is_quiescent	generation	time_born_hr	migration_rate	VEGF_secretion
0	-1	4	Endothelial	0	43	2.7576	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0508	G2	0		38.00	4.9904	False	False	0	0.0	10.00	0.00
1	-1	4	Endothelial	32	75	0.5917	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1568	S	0		38.60	4.7814	False	False	0	0.0	10.00	0.00
2	-1	4	Endothelial	76	90	4.9390	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0213	G2	0		38.12	4.6750	False	False	0	0.0	10.00	0.00
3	-1	4	Endothelial	45	13	2.3298	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8578	S	0		37.86	4.8795	False	False	0	0.0	10.00	0.00
4	-1	4	Endothelial	77	102	5.1696	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0110	S	0		38.27	4.5505	False	False	0	0.0	10.00	0.00
5	-1	4	Endothelial	126	65	3.4846	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8568	S	0		37.59	4.5448	False	False	0	0.0	10.00	0.00
6	-1	4	Endothelial	85	69	3.9689	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1464	G2	0		38.05	4.6758	False	False	0	0.0	10.00	0.00
7	-1	4	Endothelial	104	31	6.0991	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8865	S	0		35.01	3.3836	False	False	0	0.0	10.00	0.00
8	-1	4	Endothelial	57	85	1.2230	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9286	S	0		36.33	3.9342	False	False	0	0.0	10.00	0.00
9	-1	4	Endothelial	190	83	0.9694	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0609	S	0		37.69	4.4352	False	False	0	0.0	10.00	0.00
10	-1	4	Endothelial	139	85	6.0790	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.3569	S	0		37.44	4.3772	False	False	0	0.0	10.00	0.00
11	-1	4	Endothelial	159	96	2.9503	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8644	S	0		37.28	4.2682	False	False	0	0.0	10.00	0.00
12	-1	4	Endothelial	202	78	2.9889	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9810	S	0		37.69	4.2259	False	False	0	0.0	10.00	0.00
13	-1	4	Endothelial	195	72	2.7467	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1084	M	0		36.67	3.9965	False	False	0	0.0	10.00	0.00
14	-1	4	Endothelial	216	0	1.9627	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8048	S	0		37.58	4.6930	False	False	0	0.0	10.00	0.00
15	-1	4	Endothelial	210	74	2.4346	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0387	S	0		38.23	4.3607	False	False	0	0.0	10.00	0.00
16	-1	4	Endothelial	218	83	0.8781	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1452	S	0		37.64	4.3223	False	False	0	0.0	10.00	0.00
17	-1	4	Endothelial	259	81	4.9444	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0113	S	0		37.30	4.0952	False	False	0	0.0	10.00	0.00
18	-1	4	Endothelial	284	91	4.9055	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7571	S	0		35.54	3.2511	False	False	0	0.0	10.00	0.00
19	-1	4	Endothelial	274	128	0.8784	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8935	S	0		36.44	3.5535	False	False	0	0.0	10.00	0.00
20	-1	4	Endothelial	208	2	2.9600	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8557	S	0		37.78	4.8232	False	False	0	0.0	10.00	0.00
21	-1	4	Endothelial	276	108	3.9881	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9442	S	0		37.44	4.0178	False	False	0	0.0	10.00	0.00
22	-1	4	Endothelial	291	83	1.9098	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1185	M	0		37.60	4.2437	False	False	0	0.0	10.00	0.00
23	-1	4	Endothelial	315	48	1.3483	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9229	S	0		37.50	4.4357	False	False	0	0.0	10.00	0.00
