step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	6930	3	0	0	19.9604	19.5353	4.5766	0.0000	1.0318
1	6929	3	0	0	19.9556	12.7038	4.6694	0.0827	1.0339
2	6929	3	0	0	19.9557	12.7045	4.6461	0.0264	1.0341
3	6928	3	0	0	19.9552	12.7038	4.6471	0.1479	1.0341
4	6927	3	0	0	19.9551	12.7043	4.6444	0.1492	1.0341
5	6927	3	0	0	19.9551	12.7045	4.6437	0.1461	1.0341
6	6927	3	0	0	19.9550	12.7047	4.6427	0.1524	1.0340
7	6927	3	0	0	19.9550	12.7043	4.6418	0.1477	1.0340
8	6926	3	0	0	19.9550	12.7040	4.6413	0.1523	1.0340
9	6926	3	0	0	19.9551	12.7038	4.6410	0.1495	1.0340
10	6926	3	0	0	19.9552	12.7036	4.6406	0.1472	1.0339
11	6925	3	0	0	19.9552	12.7034	4.6403	0.1483	1.0339
12	6925	3	0	0	19.9554	12.7032	4.6400	0.1497	1.0339
13	6925	4	0	0	19.9555	12.7058	4.6399	0.1487	1.0339
14	6925	5	0	0	19.9541	12.7042	4.6376	0.1486	1.0344
15	6925	6	0	0	19.9526	12.6995	4.6356	0.1691	1.0351
16	6926	7	0	0	19.9510	12.6956	4.6335	0.1829	1.0358
17	6926	8	0	0	19.9494	12.6862	4.6315	0.1808	1.0365
18	6926	8	0	0	19.9479	12.6768	4.6296	0.1983	1.0372
19	6924	8	0	0	19.9480	12.6768	4.6299	0.2253	1.0373
20	6923	8	0	0	19.9482	12.6769	4.6298	0.2317	1.0372
21	6923	8	0	0	19.9483	12.6770	4.6299	0.2351	1.0372
22	6924	9	0	0	19.9483	12.6787	4.6298	0.2275	1.0372
23	6923	9	0	0	19.9467	12.6690	4.6274	0.2264	1.0379
24	6921	9	0	0	19.9470	12.6697	4.6281	0.2412	1.0379
25	6921	9	0	0	19.9471	12.6705	4.6280	0.2460	1.0379
26	6921	9	0	0	19.9474	12.6714	4.6283	0.2395	1.0378
27	6919	9	0	0	19.9476	12.6715	4.6285	0.2457	1.0377
28	6918	9	0	0	19.9477	12.6715	4.6286	0.2418	1.0377
29	6918	9	0	0	19.9478	12.6778	4.6288	0.2051	1.0377
30	6917	10	0	0	19.9479	12.6797	4.6287	0.1916	1.0376
31	6917	10	0	0	19.9470	12.6797	4.6275	0.2011	1.0380
32	6917	10	0	0	19.9472	12.6818	4.6277	0.1808	1.0379
33	6916	11	0	0	19.9474	12.6838	4.6279	0.1793	1.0379
34	6916	11	0	0	19.9459	12.3774	4.6257	0.1766	1.0385
35	6919	14	0	0	19.9461	12.3788	4.6262	0.1775	1.0384
36	6921	16	0	0	19.9415	12.6579	4.6200	0.1906	1.0402
37	6922	17	0	0	19.9387	12.6505	4.6177	0.2092	1.0414
38	6922	17	0	0	19.9380	12.6505	4.6170	0.2181	1.0419
39	6923	19	0	0	19.9381	12.6466	4.6174	0.2181	1.0419
40	6924	20	0	0	19.9349	12.6399	4.6127	0.2109	1.0431
41	6924	20	0	0	19.9335	12.6386	4.6119	0.2185	1.0438
42	6924	20	0	0	19.9340	12.6383	4.6125	0.2211	1.0437
43	6927	23	0	0	19.9343	12.6420	4.6126	0.2132	1.0436
44	6926	23	0	0	19.9303	12.6320	4.6073	0.2146	1.0450
45	6927	25	0	0	19.9307	12.6330	4.6087	0.2165	1.0451
46	6926	25	0	0	19.9279	12.6235	4.6047	0.2167	1.0461
47	6924	25	0	0	19.9285	12.6286	4.6062	0.2200	1.0461
48	6924	25	0	0	19.9288	12.6364	4.6064	0.2202	1.0459
49	6925	26	0	0	19.9289	12.6357	4.6064	0.2170	1.0459
