step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	63390	3	0	0	19.6944	18.9798	2.1173	0.0000	1.2308
1	63383	3	0	0	19.7222	12.2073	4.0427	0.0827	1.2312
2	63376	3	0	0	19.7243	12.2135	3.3858	0.1277	1.2315
3	63367	3	0	0	19.7207	12.2067	3.6489	0.1297	1.2318
4	63361	3	0	0	19.7188	12.2027	3.5287	0.1305	1.2320
5	63357	3	0	0	19.7175	12.1999	3.5707	0.1315	1.2321
6	63348	3	0	0	19.7164	12.1980	3.5465	0.1314	1.2322
7	63344	3	0	0	19.7157	12.1966	3.5513	0.1296	1.2322
8	63335	3	0	0	19.7150	12.1948	3.5446	0.1312	1.2322
9	63328	3	0	0	19.7146	12.1937	3.5439	0.1303	1.2322
10	63319	3	0	0	19.7142	12.1926	3.5410	0.1309	1.2322
11	63312	3	0	0	19.7139	12.1917	3.5393	0.1323	1.2322
12	63306	3	0	0	19.7137	12.1912	3.5378	0.1322	1.2322
13	63297	3	0	0	19.7136	12.1907	3.5364	0.1314	1.2321
14	63294	3	0	0	19.7135	12.1902	3.5351	0.1293	1.2321
15	63293	3	0	0	19.7133	12.1898	3.5340	0.1331	1.2320
16	63288	4	0	0	19.7131	12.1892	3.5327	0.1364	1.2320
17	63284	4	0	0	19.7117	11.8754	3.5316	0.1329	1.2321
18	63278	4	0	0	19.7115	12.1750	3.5306	0.1410	1.2322
19	63271	4	0	0	19.7115	12.1750	3.5299	0.1479	1.2322
20	63264	4	0	0	19.7115	12.1751	3.5292	0.1426	1.2323
21	63260	5	0	0	19.7116	12.1754	3.5287	0.1476	1.2323
22	63256	5	0	0	19.7103	12.1614	3.5276	0.1477	1.2324
23	63252	5	0	0	19.7101	12.1609	3.5274	0.1588	1.2325
24	63250	6	0	0	19.7101	12.1611	3.5268	0.1578	1.2326
25	63241	6	0	0	19.7088	12.1500	3.5257	0.1572	1.2328
26	63237	6	0	0	19.7088	12.1508	3.5256	0.1600	1.2329
27	63233	6	0	0	19.7089	12.1510	3.5251	0.1574	1.2330
28	63225	6	0	0	19.7091	12.1512	3.5251	0.1615	1.2331
29	63213	6	0	0	19.7092	12.1512	3.5248	0.1636	1.2331
30	63202	6	0	0	19.7095	12.1515	3.5249	0.1588	1.2331
31	63197	6	0	0	19.7098	12.1516	3.5245	0.1577	1.2331
32	63190	6	0	0	19.7099	12.1515	3.5243	0.1613	1.2331
33	63182	6	0	0	19.7101	12.1527	3.5243	0.1617	1.2331
34	63176	6	0	0	19.7103	12.1531	3.5242	0.1623	1.2330
35	63172	7	0	0	19.7104	12.1536	3.5240	0.1575	1.2330
36	63163	8	0	0	19.7092	12.1414	3.5233	0.1559	1.2331
37	63151	8	0	0	19.7080	12.1306	3.5229	0.1675	1.2333
38	63145	9	0	0	19.7081	12.1336	3.5230	0.1716	1.2335
39	63143	9	0	0	19.7068	12.1248	3.5222	0.1724	1.2337
40	63138	9	0	0	19.7067	12.1246	3.5222	0.1767	1.2339
41	63133	9	0	0	19.7068	12.1248	3.5220	0.1780	1.2341
42	63127	9	0	0	19.7071	12.1266	3.5221	0.1730	1.2342
43	63121	9	0	0	19.7073	12.1275	3.5220	0.1732	1.2342
44	63112	9	0	0	19.7075	12.1278	3.5221	0.1756	1.2343
45	63108	9	0	0	19.7078	12.1292	3.5221	0.1682	1.2343
46	63099	9	0	0	19.7079	12.1293	3.5220	0.1678	1.2343
47	63089	9	0	0	19.7081	12.1309	3.5220	0.1646	1.2343
48	63084	12	0	0	19.7084	12.1318	3.5223	0.1649	1.2342
49	63080	14	0	0	19.7044	12.1058	3.5204	0.1617	1.2346
50	63074	14	0	0	19.7014	12.0905	3.5198	0.1741	1.2352
51	63070	14	0	0	19.7012	12.0930	3.5198	0.1633	1.2357
52	63064	14	0	0	19.7013	12.0932	3.5196	0.1647	1.2361
53	63053	14	0	0	19.7015	12.0923	3.5198	0.1643	1.2364
54	63047	14	0	0	19.7017	12.0931	3.5197	0.1636	1.2366
55	63040	16	0	0	19.7020	12.0939	3.5200	0.1636	1.2367
56	63038	18	0	0	19.6995	12.0770	3.5189	0.1631	1.2370
57	63034	18	0	0	19.6966	12.0588	3.5181	0.1683	1.2376
58	63025	19	0	0	19.6964	12.0588	3.5180	0.1896	1.2381
59	63021	20	0	0	19.6953	12.0458	3.5178	0.1837	1.2385
60	63015	20	0	0	19.6940	12.0370	3.5174	0.1880	1.2390
61	63016	23	0	0	19.6940	12.0375	3.5175	0.1867	1.2394
62	63012	24	0	0	19.6899	12.0141	3.5158	0.1883	1.2401
63	63005	24	0	0	19.6883	12.0058	3.5155	0.1985	1.2408
64	63000	25	0	0	19.6884	12.0066	3.5156	0.2011	1.2414
65	62996	27	0	0	19.6872	11.9980	3.5152	0.2041	1.2419
66	62991	27	0	0	19.6845	11.9783	3.5143	0.2201	1.2426
67	62986	28	0	0	19.6843	11.9782	3.5145	0.2166	1.2432
68	62982	30	0	0	19.6831	11.9685	3.5140	0.2088	1.2437
69	62972	30	0	0	19.6804	11.9555	3.5129	0.2046	1.2444
70	62966	32	0	0	19.6804	11.9578	3.5133	0.2056	1.2450
71	62962	32	0	0	19.6779	11.9446	3.5123	0.2038	1.2456
72	62957	32	0	0	19.6777	11.9466	3.5125	0.1983	1.2462
73	62959	36	0	0	19.6778	11.9492	3.5124	0.1949	1.2466
74	62957	38	0	0	19.6724	11.9196	3.5100	0.1972	1.2474
75	62956	40	0	0	19.6692	11.9000	3.5098	0.2085	1.2484
76	62952	41	0	0	19.6663	11.8825	3.5088	0.2119	1.2494
77	62951	43	0	0	19.6649	11.8742	3.5087	0.2153	1.2504
78	62945	43	0	0	19.6621	11.8561	3.5075	0.2167	1.2514
79	62940	44	0	0	19.6620	11.8537	3.5080	0.2276	1.2522
80	62940	48	0	0	19.6608	11.8445	3.5074	0.2284	1.2529
81	62941	52	0	0	19.6553	11.6071	3.5056	0.2257	1.2540
82	62935	55	0	0	19.6493	11.5657	3.5041	0.2536	1.2554
83	62930	56	0	0	19.6448	11.5436	3.5029	0.2662	1.2570
84	62922	59	0	0	19.6431	11.5367	3.5028	0.2730	1.2584
85	62922	63	0	0	19.6391	11.5136	3.5013	0.2744	1.2599
86	62920	67	0	0	19.6333	11.4203	3.5000	0.2794	1.2616
87	62915	70	0	0	19.6272	11.3887	3.4982	0.3006	1.2635
88	62908	70	0	0	19.6227	11.3638	3.4972	0.2964	1.2654
89	62903	71	0	0	19.6224	11.3607	3.4977	0.3127	1.2669
90	62893	73	0	0	19.6211	11.3466	3.4971	0.3110	1.2682
91	62891	73	0	0	19.6186	11.3325	3.4965	0.3137	1.2694
92	62888	76	0	0	19.6184	11.3314	3.4967	0.3199	1.2703
93	62884	78	0	0	19.6144	11.3094	3.4953	0.3206	1.2714
94	62883	82	0	0	19.6114	11.3495	3.4947	0.3174	1.2726
95	62884	87	0	0	19.6056	11.3134	3.4927	0.3235	1.2740
96	62885	93	0	0	19.5984	11.2734	3.4912	0.3323	1.2759
97	62883	95	0	0	19.5895	11.2191	3.4888	0.3461	1.2782
98	62876	96	0	0	19.5859	11.2046	3.4882	0.3600	1.2803
99	62875	101	0	0	19.5844	11.1956	3.4876	0.3634	1.2821
100	62875	105	0	0	19.5775	11.1541	3.4858	0.3670	1.2842
101	62876	111	0	0	19.5713	11.0891	3.4845	0.3897	1.2863
102	62879	117	0	0	19.5626	11.0439	3.4821	0.3962	1.2889
103	62875	120	0	0	19.5535	11.0005	3.4801	0.4033	1.2917
104	62873	125	0	0	19.5487	10.9753	3.4793	0.4086	1.2944
105	62868	128	0	0	19.5414	10.9294	3.4775	0.4215	1.2971
106	62868	135	0	0	19.5368	10.9076	3.4770	0.4433	1.2997
107	62865	142	0	0	19.5268	10.8533	3.4741	0.4503	1.3027
108	62871	152	0	0	19.5164	10.7247	3.4723	0.4714	1.3060
109	62876	162	0	0	19.5016	10.6458	3.4688	0.4773	1.3100
110	62875	166	0	0	19.4863	10.5439	3.4659	0.4958	1.3145
111	62877	175	0	0	19.4794	10.5015	3.4652	0.5367	1.3187
112	62869	182	0	0	19.4666	10.4262	3.4621	0.5713	1.3233
113	62868	191	0	0	19.4562	10.3555	3.4612	0.6113	1.3278
114	62867	194	0	0	19.4428	10.2746	3.4580	0.6341	1.3325
115	62864	198	0	0	19.4375	10.2514	3.4579	0.6599	1.3367
116	62871	208	0	0	19.4317	10.2177	3.4564	0.6707	1.3405
117	62871	217	0	0	19.4175	10.1360	3.4530	0.6802	1.3447
118	62876	223	0	0	19.4040	10.0639	3.4513	0.6974	1.3493
119	62874	231	0	0	19.3943	10.0070	3.4494	0.7131	1.3538
120	62877	240	0	0	19.3827	9.9372	3.4477	0.7336	1.3584
121	62880	248	0	0	19.3693	9.8580	3.4455	0.7506	1.3632
122	62882	254	0	0	19.3570	9.7840	3.4436	0.7710	1.3681
123	62881	261	0	0	19.3477	9.7361	3.4422	0.7985	1.3728
124	62892	275	0	0	19.3373	9.6782	3.4405	0.8080	1.3774
125	62903	291	0	0	19.3171	9.5706	3.4364	0.8234	1.3829
126	62911	305	0	0	19.2934	9.4052	3.4333	0.8354	1.3895
127	62912	319	0	0	19.2719	9.2814	3.4301	0.8973	1.3967
128	62910	325	0	0	19.2509	9.1685	3.4271	0.9352	1.4043
129	62922	339	0	0	19.2409	9.1240	3.4265	0.9567	1.4112
130	62922	353	0	0	19.2208	8.9992	3.4234	0.9814	1.4184
131	62929	367	0	0	19.1998	8.8789	3.4209	1.0066	1.4260
132	62933	377	0	0	19.1787	8.7563	3.4177	1.0300	1.4339
