time_hr	parent_id	parent_ecDNA_before	parent_ecDNA_after	daughter_id	daughter_ecDNA	x	y	generation
16.0	63387	20	19	63390	20	2987	3075	1
21.0	63387	19	18	63391	20	2954	3110	2
24.0	63389	20	16	63392	23	3070	3133	1
35.0	63387	18	19	63393	17	2954	3110	3
36.0	63387	19	16	63394	21	2954	3110	4
38.0	63388	20	25	63395	13	2900	2900	1
48.0	63390	20	25	63396	13	2905	2970	2
48.0	63392	23	20	63397	23	3258	3088	2
48.0	63389	16	21	63398	11	3237	3224	2
49.0	63392	20	15	63399	23	3276	3132	3
49.0	63398	11	9	63400	12	3222	3209	3
55.0	63391	20	18	63401	20	2817	3302	3
55.0	63395	13	12	63402	14	2901	2829	2
56.0	63388	25	24	63403	25	2953	2926	2
56.0	63389	21	16	63404	22	3190	3343	3
58.0	63387	16	11	63405	21	2996	3118	5
59.0	63389	16	15	63406	17	3190	3343	4
61.0	63391	18	17	63407	19	2781	3328	4
61.0	63388	24	30	63408	18	2953	2926	3
61.0	63398	9	11	63409	7	3348	3241	4
62.0	63388	30	27	63410	32	2953	2926	4
64.0	63388	27	29	63411	24	2953	2926	5
65.0	63397	23	19	63412	27	3352	2993	3
65.0	63394	21	21	63413	19	2938	3125	5
67.0	63393	17	12	63414	21	2879	3189	4
68.0	63392	15	16	63415	13	3321	3192	4
68.0	63407	19	15	63416	23	2799	3328	5
70.0	63389	15	15	63417	14	3190	3343	5
70.0	63398	11	11	63418	10	3376	3263	5
73.0	63391	17	17	63419	16	2781	3328	5
73.0	63407	15	9	63420	19	2799	3328	6
73.0	63389	15	16	63421	14	3190	3343	6
73.0	63397	19	16	63422	20	3352	2993	4
74.0	63392	16	11	63423	21	3395	3382	5
74.0	63400	12	9	63424	12	3122	3189	4
75.0	63394	21	14	63425	28	2938	3125	6
75.0	63401	20	20	63426	20	2978	3569	4
76.0	63396	13	14	63427	12	2887	2987	3
77.0	63393	12	12	63428	11	2813	3228	5
77.0	63401	20	17	63429	21	2978	3569	5
79.0	63408	18	15	63430	20	2895	2950	4
80.0	63405	21	17	63431	25	3063	3127	6
80.0	63388	29	27	63432	28	3073	2926	6
80.0	63394	14	16	63433	12	2938	3125	7
80.0	63411	24	25	63434	22	3119	3012	6
81.0	63394	16	18	63435	14	2938	3125	8
81.0	63391	17	21	63436	12	2781	3328	6
81.0	63411	25	26	63437	24	3119	3012	7
81.0	63405	17	15	63438	19	3063	3127	7
82.0	63434	22	22	63439	20	3131	3024	7
82.0	63409	7	9	63440	4	3380	3285	5
82.0	63391	21	21	63441	20	2781	3328	7
83.0	63415	13	11	63442	15	3244	3190	5
84.0	63395	12	13	63443	11	2920	2722	3
84.0	63404	22	21	63444	22	3224	3239	4
84.0	63396	14	13	63445	14	2887	2987	4
85.0	63389	16	17	63446	15	3190	3343	7
85.0	63419	16	15	63447	17	2727	3341	6
85.0	63398	11	9	63448	13	3450	3278	6
85.0	63411	26	26	63449	25	3111	3065	8
86.0	63398	9	7	63450	11	3450	3278	7
86.0	63407	9	10	63451	8	2812	3315	7
86.0	63387	11	12	63452	9	2995	3082	6
86.0	63390	25	26	63453	24	2733	3133	3
87.0	63411	26	22	63454	29	3111	3065	9
87.0	63413	19	21	63455	16	2911	3226	6
87.0	63397	16	14	63456	18	3352	2993	5
