time_hr	parent_id	parent_ecDNA_before	parent_ecDNA_after	daughter_id	daughter_ecDNA	x	y	generation
13.0	6928	20	18	6930	22	879	896	1
14.0	6928	18	17	6931	18	879	896	2
15.0	6927	20	21	6932	18	992	1082	1
29.0	6927	21	20	6933	21	761	1013	2
31.0	6928	17	15	6934	17	856	945	3
33.0	6932	18	16	6935	19	1019	1500	2
33.0	6930	22	22	6936	20	956	894	2
34.0	6930	22	18	6937	25	956	894	3
35.0	6929	20	20	6938	20	1138	1029	1
39.0	6931	18	22	6939	14	869	886	3
39.0	6929	20	17	6940	22	1221	1117	2
40.0	6931	22	24	6941	18	869	886	4
41.0	6931	24	25	6942	23	866	950	5
42.0	6932	16	14	6943	16	1019	1500	3
43.0	6932	14	14	6944	12	1019	1500	4
43.0	6928	15	12	6945	17	840	1036	4
45.0	6935	19	15	6946	23	1102	1512	3
45.0	6930	18	14	6947	20	956	894	4
47.0	6928	12	9	6948	15	840	1036	5
47.0	6932	14	14	6949	13	1019	1500	5
48.0	6927	20	23	6950	17	761	1013	3
49.0	6927	23	21	6951	24	761	1013	4
52.0	6927	21	13	6952	26	761	1013	5
54.0	6929	17	22	6953	12	1221	1117	3
55.0	6934	17	13	6954	20	882	1004	4
55.0	6941	18	17	6955	16	853	870	5
56.0	6934	13	10	6956	16	882	1004	5
57.0	6934	10	9	6957	11	882	1004	6
58.0	6943	16	13	6958	18	1016	1472	4
58.0	6937	25	24	6959	25	981	894	4
59.0	6937	24	31	6960	16	981	894	5
59.0	6947	20	18	6961	19	938	876	5
60.0	6935	15	14	6962	14	1085	1354	4
61.0	6940	22	21	6963	22	1221	1071	3
62.0	6940	21	24	6964	18	1287	1062	4
63.0	6943	13	15	6965	11	1016	1472	5
64.0	6932	14	13	6966	14	1019	1500	6
64.0	6950	17	17	6967	16	761	1045	4
65.0	6933	21	21	6968	21	726	1484	3
65.0	6932	13	12	6969	14	1019	1500	7
65.0	6945	17	14	6970	18	738	1161	5
65.0	6936	20	21	6971	18	789	962	3
66.0	6934	9	7	6972	10	882	1004	7
68.0	6930	14	12	6973	16	956	894	5
68.0	6941	17	18	6974	15	799	886	6
69.0	6927	13	12	6975	13	374	1148	6
69.0	6946	23	21	6976	25	1175	1449	4
69.0	6948	15	19	6977	10	840	929	6
69.0	6937	31	24	6978	36	981	894	6
69.0	6941	18	14	6979	22	799	886	7
70.0	6931	25	22	6980	27	828	1152	6
70.0	6928	9	4	6981	13	862	1108	6
70.0	6941	14	17	6982	11	799	886	8
70.0	6943	15	17	6983	13	1016	1424	6
70.0	6930	12	14	6984	10	940	910	6
71.0	6948	19	22	6985	16	840	929	7
72.0	6946	21	21	6986	21	1175	1449	5
72.0	6932	12	13	6987	10	1019	1500	8
72.0	6929	22	18	6988	24	1221	1117	4
72.0	6949	13	9	6989	16	1036	1541	6
72.0	6947	18	18	6990	18	920	858	6
73.0	6928	4	6	6991	2	862	1108	7
74.0	6942	23	24	6992	21	962	863	6
74.0	6950	17	15	6993	18	761	1045	5
74.0	6940	24	20	6994	28	1346	1081	5
75.0	6940	20	14	6995	26	1346	1081	6
75.0	6944	12	6	6996	18	1067	1500	5
75.0	6950	15	19	6997	11	761	1045	6
75.0	6942	24	20	6998	24	962	863	7
76.0	6935	14	13	6999	13	1097	1306	5
77.0	6951	24	23	7000	24	703	821	5
77.0	6929	18	10	7001	26	1221	1117	5
78.0	6937	24	22	7002	23	981	894	7
78.0	6938	20	20	7003	19	1097	1027	2
78.0	6941	17	19	7004	14	799	886	9
79.0	6942	20	21	7005	19	962	863	8
