cell_id	parent_id	cell_type	cell_type_name	x	y	angle	shape_path	size_scale	cell_cycle_phase	ecDNA_count	ecDNA_cargo	egfr_expression	O2_local	glucose_local	is_hypoxic	is_quiescent	generation	time_born_hr	migration_rate	VEGF_secretion	activation_level	exhaustion_level	kills_performed
58726	48863	6	Tumor	4128	103	5.9550	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2032	G1	20	EGFR	67.5497	14.58	2.3978	True	False	18	239.0	87.55	1093.13	0.0000	0.0000	0
58727	48601	6	Tumor	135	2906	2.7613	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.8475	S	18	EGFR	65.9874	8.65	0.4627	True	False	22	239.0	85.99	1087.40	0.0000	0.0000	0
58728	48820	8	Necrotic	5503	4100	2.5066	M -0.5 -0.5 L 0.5 -0.5 L 0.5 0.5 L -0.5 0.5 Z	1.0460	G0	14	EGFR	37.7491	7.04	0.4821	True	True	18	239.0	0.00	0.00	0.0000	0.0000	0
58729	54222	6	Tumor	838	1577	2.3538	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9867	S	25	EGFR	79.1922	5.14	0.4901	True	False	18	239.0	99.19	1133.94	0.0000	0.0000	0
58730	52499	6	Tumor	2105	5883	0.2510	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9661	G1	38	EGFR	130.8278	11.74	1.2965	True	False	25	239.0	150.83	1286.28	0.0000	0.0000	0
58731	54130	6	Tumor	4107	475	0.0850	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9650	S	13	EGFR	54.5837	6.31	0.4728	True	False	20	239.0	74.58	1043.28	0.0000	0.0000	0
58732	47800	6	Tumor	5750	3469	0.2573	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0911	G1	13	EGFR	42.8757	10.33	1.2133	True	False	19	239.0	62.88	992.88	0.0000	0.0000	0
58733	50620	6	Tumor	5936	1231	1.9904	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0718	G1	15	EGFR	45.1643	14.61	2.1813	True	False	21	239.0	65.16	1003.23	0.0000	0.0000	0
58734	51953	6	Tumor	4698	5626	1.9563	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9981	M	38	EGFR	111.9336	9.69	1.0646	True	False	15	239.0	131.93	1234.79	0.0000	0.0000	0
58735	44544	6	Tumor	1462	727	3.2196	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2687	S	18	EGFR	57.7396	4.30	0.3199	True	False	15	239.0	77.74	1055.92	0.0000	0.0000	0
58736	56859	8	Necrotic	1390	992	0.2503	M -0.5 -0.5 L 0.5 -0.5 L 0.5 0.5 L -0.5 0.5 Z	1.0806	G0	21	EGFR	74.4547	5.13	0.4527	True	True	22	239.0	0.00	0.00	0.0000	0.0000	0
58737	45477	6	Tumor	5358	5772	1.2858	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9158	G2	21	EGFR	78.9091	14.09	2.0204	True	False	32	239.0	98.91	1132.98	0.0000	0.0000	0
58738	49528	6	Tumor	3999	5321	0.3537	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2040	G0	16	EGFR	60.1275	5.89	0.7305	True	True	19	239.0	80.13	1065.25	0.0000	0.0000	0
58739	51477	6	Tumor	1130	80	2.9010	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.3400	G0	33	EGFR	118.7481	9.33	0.0000	True	True	19	239.0	138.75	1253.83	0.0000	0.0000	0
58740	49748	6	Tumor	2980	5714	1.6348	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.6563	G0	14	EGFR	60.3474	5.90	0.4767	True	True	22	239.0	80.35	1066.10	0.0000	0.0000	0
58742	46439	6	Tumor	3665	253	1.7652	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9312	G0	29	EGFR	87.8006	4.62	0.1813	True	True	18	239.0	107.80	1162.21	0.0000	0.0000	0
58743	48412	6	Tumor	3173	161	4.5973	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.1063	G1	22	EGFR	71.8987	8.22	0.6482	True	False	17	239.0	91.90	1108.76	0.0000	0.0000	0
58744	51213	6	Tumor	3835	206	4.2869	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2039	G1	21	EGFR	62.8137	10.60	1.2521	True	False	21	239.0	82.81	1075.53	0.0000	0.0000	0
58745	55661	6	Tumor	315	2820	4.6612	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2259	S	27	EGFR	86.1951	6.04	0.5049	True	False	24	239.0	106.20	1157.05	0.0000	0.0000	0
58746	49391	6	Tumor	4926	1011	1.8640	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9327	S	49	EGFR	129.3090	3.42	0.2628	True	False	22	239.0	149.31	1282.28	0.0000	0.0000	0
58747	52320	6	Tumor	75	1811	2.7434	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0578	G2	39	EGFR	139.2298	13.06	1.5850	True	False	26	239.0	159.23	1307.97	0.0000	0.0000	0
58748	46314	6	Tumor	5134	3914	3.1871	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2105	G0	14	EGFR	51.4616	3.27	0.2821	True	True	13	239.0	71.46	1030.42	0.0000	0.0000	0
58749	50882	6	Tumor	576	142	0.2160	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.1115	M	38	EGFR	128.2356	12.12	1.3711	True	False	23	239.0	148.24	1279.45	0.0000	0.0000	0
58750	43808	6	Tumor	4585	106	2.4597	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9695	M	16	EGFR	55.8648	14.21	2.2060	True	False	23	239.0	75.86	1048.46	0.0000	0.0000	0
58751	53537	6	Tumor	5868	1483	3.0963	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.1468	G1	23	EGFR	75.9678	13.52	2.0406	True	False	22	239.0	95.97	1122.96	0.0000	0.0000	0
58752	48393	6	Tumor	2332	5670	-1.7186	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.1473	M	43	EGFR	121.4752	3.71	0.1996	True	False	21	239.0	141.48	1261.29	0.0000	0.0000	0
58753	48268	6	Tumor	5222	3509	0.8400	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0445	G0	13	EGFR	41.0492	4.84	0.4168	True	True	14	239.0	61.05	984.42	0.0000	0.0000	0
58754	46957	6	Tumor	4277	107	0.4691	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2799	S	12	EGFR	47.8447	14.91	2.5198	True	False	16	239.0	67.84	1015.02	0.0000	0.0000	0
58755	51330	6	Tumor	3811	122	6.2808	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9447	S	39	EGFR	126.5273	8.28	0.2595	True	False	17	239.0	146.53	1274.91	0.0000	0.0000	0
58756	49795	6	Tumor	4439	5795	2.1385	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0278	S	14	EGFR	48.9156	13.06	1.9117	True	False	12	239.0	68.92	1019.64	0.0000	0.0000	0
58757	45198	6	Tumor	5444	4151	-1.6469	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.1108	G0	21	EGFR	77.5809	2.85	0.2370	True	True	25	239.0	97.58	1128.48	0.0000	0.0000	0
58758	51000	6	Tumor	180	961	0.0196	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.1966	S	33	EGFR	115.5938	11.98	1.5233	True	False	22	239.0	135.59	1245.09	0.0000	0.0000	0
58759	51904	8	Necrotic	3410	5611	5.5465	M -0.5 -0.5 L 0.5 -0.5 L 0.5 0.5 L -0.5 0.5 Z	1.0904	G0	14	EGFR	45.4102	8.25	0.7972	True	True	24	239.0	0.00	0.00	0.0000	0.0000	0
58760	52646	6	Tumor	1108	163	5.8092	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.6766	M	21	EGFR	70.3122	12.15	1.6186	True	False	28	239.0	90.31	1103.11	0.0000	0.0000	0
58761	47816	6	Tumor	113	1380	5.0555	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9313	G1	16	EGFR	57.1901	10.20	0.7622	True	False	20	239.0	77.19	1053.74	0.0000	0.0000	0
58762	51596	6	Tumor	2137	92	5.4734	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9367	S	36	EGFR	116.5811	13.07	1.8116	True	False	22	239.0	136.58	1247.84	0.0000	0.0000	0
58763	46378	6	Tumor	2585	5926	6.0263	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.6198	G1	18	EGFR	53.8982	12.14	1.0607	True	False	22	239.0	73.90	1040.49	0.0000	0.0000	0
58764	45508	6	Tumor	3408	458	5.2411	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9374	S	34	EGFR	104.7113	6.96	0.5868	True	False	18	239.0	124.71	1213.97	0.0000	0.0000	0
58765	52654	6	Tumor	702	3627	0.2413	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9042	S	4	EGFR	17.4095	4.61	0.3886	True	False	23	239.0	37.41	850.35	0.0000	0.0000	0
58767	50779	6	Tumor	2006	94	2.8619	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.8050	G1	17	EGFR	60.4335	12.21	1.5012	True	False	25	239.0	80.43	1066.43	0.0000	0.0000	0
58768	43238	6	Tumor	2767	575	4.5612	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.7777	G0	24	EGFR	71.4838	5.64	0.6267	True	True	16	239.0	91.48	1107.29	0.0000	0.0000	0
58769	53014	6	Tumor	540	1327	-0.0043	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0421	G0	32	EGFR	107.7866	4.90	0.3929	True	True	18	239.0	127.79	1222.92	0.0000	0.0000	0
58770	51018	6	Tumor	5785	2046	4.1595	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2582	G1	17	EGFR	64.0667	8.51	0.8192	True	False	20	239.0	84.07	1080.25	0.0000	0.0000	0
58771	52308	6	Tumor	3022	433	3.0173	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2405	G0	24	EGFR	89.0318	3.45	0.2730	True	True	23	239.0	109.03	1166.14	0.0000	0.0000	0
58772	48516	6	Tumor	5624	1387	-2.3842	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.7095	G0	17	EGFR	56.0002	5.71	0.4638	True	True	18	239.0	76.00	1049.00	0.0000	0.0000	0
58773	50096	6	Tumor	4816	967	-1.8518	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9283	G0	35	EGFR	118.6903	4.94	0.5043	True	True	24	239.0	138.69	1253.67	0.0000	0.0000	0
58774	48851	6	Tumor	488	1229	1.0442	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2049	M	35	EGFR	113.5252	7.40	0.6055	True	False	20	239.0	133.53	1239.29	0.0000	0.0000	0
58775	48757	6	Tumor	5696	2695	5.0901	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.8349	S	15	EGFR	49.1120	8.32	0.8376	True	False	26	239.0	69.11	1020.48	0.0000	0.0000	0
58776	53490	8	Necrotic	5380	3474	1.4488	M -0.5 -0.5 L 0.5 -0.5 L 0.5 0.5 L -0.5 0.5 Z	1.0026	G0	16	EGFR	49.9057	6.02	0.5009	True	True	19	239.0	0.00	0.00	0.0000	0.0000	0
58777	48734	6	Tumor	1488	225	2.9674	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.6522	M	23	EGFR	74.2049	8.19	0.8430	True	False	22	239.0	94.20	1116.85	0.0000	0.0000	0
58778	51393	6	Tumor	5807	2543	2.2751	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.8925	G2	22	EGFR	76.1285	9.64	1.0463	True	False	22	239.0	96.13	1123.51	0.0000	0.0000	0
58779	49239	6	Tumor	4453	5929	1.8911	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.1572	G1	32	EGFR	114.4990	15.12	2.4180	True	False	19	239.0	134.50	1242.03	0.0000	0.0000	0
58780	51356	6	Tumor	4624	5566	1.5917	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0172	G0	29	EGFR	83.7962	7.27	0.5892	True	True	26	239.0	103.80	1149.24	0.0000	0.0000	0
58781	50000	6	Tumor	359	4287	2.0284	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.8989	G2	12	EGFR	41.2562	9.59	1.0322	True	False	24	239.0	61.26	985.39	0.0000	0.0000	0
58782	48669	6	Tumor	4579	5652	2.6497	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.8795	S	21	EGFR	65.4745	9.75	1.0108	True	False	22	239.0	85.47	1085.50	0.0000	0.0000	0
58783	53545	6	Tumor	1295	16	0.9948	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.8925	G1	27	EGFR	87.1431	15.64	2.5636	True	False	27	239.0	107.14	1160.10	0.0000	0.0000	0
58784	46459	6	Tumor	22	1665	3.6464	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.8650	S	38	EGFR	96.2174	14.60	1.9883	True	False	28	239.0	116.22	1188.54	0.0000	0.0000	0
58785	50181	6	Tumor	2666	80	1.3573	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2616	G2	12	EGFR	41.6813	13.44	1.8839	True	False	28	239.0	61.68	987.37	0.0000	0.0000	0
58786	51360	8	Necrotic	5561	3312	5.7209	M -0.5 -0.5 L 0.5 -0.5 L 0.5 0.5 L -0.5 0.5 Z	1.1237	G0	19	EGFR	59.8077	7.54	0.6666	True	True	16	239.0	0.00	0.00	0.0000	0.0000	0
58787	51580	6	Tumor	2956	5957	0.5007	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.1710	S	32	EGFR	123.7039	17.47	3.5836	True	False	23	239.0	143.70	1267.33	0.0000	0.0000	0
58788	48756	6	Tumor	56	1231	4.3951	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.2862	G1	33	EGFR	122.1320	14.21	1.9272	True	False	24	239.0	142.13	1263.08	0.0000	0.0000	0
58789	49405	6	Tumor	5930	3085	0.7574	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0131	G1	17	EGFR	56.0491	13.56	1.7467	True	False	19	239.0	76.05	1049.20	0.0000	0.0000	0
58790	48984	6	Tumor	2240	5609	3.3956	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.8422	G0	18	EGFR	78.0277	7.74	0.7235	True	True	20	239.0	98.03	1130.00	0.0000	0.0000	0
58791	49368	6	Tumor	2835	5502	0.3678	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9898	G0	16	EGFR	50.5162	4.19	0.3416	True	True	18	239.0	70.52	1026.45	0.0000	0.0000	0
58792	51188	6	Tumor	3363	5685	0.0987	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.9253	G0	11	EGFR	36.7739	7.04	0.6998	True	True	22	239.0	56.77	963.85	0.0000	0.0000	0
58793	44277	8	Necrotic	4140	3632	1.9474	M -0.5 -0.5 L 0.5 -0.5 L 0.5 0.5 L -0.5 0.5 Z	0.9450	G0	27	EGFR	98.1873	4.00	0.6339	True	True	16	239.0	0.00	0.00	0.0000	0.0000	0
58794	47938	6	Tumor	2872	402	1.4242	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.7574	G2	28	EGFR	87.4833	3.27	0.2452	True	False	18	239.0	107.48	1161.20	0.0000	0.0000	0
58795	53149	6	Tumor	3407	211	1.1695	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	0.7168	M	21	EGFR	73.9662	9.53	1.0370	True	False	26	239.0	93.97	1116.02	0.0000	0.0000	0
58796	47444	6	Tumor	4407	385	0.6048	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0520	G0	19	EGFR	63.8778	7.69	0.7043	True	True	25	239.0	83.88	1079.54	0.0000	0.0000	0
58797	50287	6	Tumor	264	2150	5.6300	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.0229	M	16	EGFR	46.2939	6.32	0.4860	True	False	22	239.0	66.29	1008.24	0.0000	0.0000	0
58798	48694	6	Tumor	4544	220	-1.5891	M 0 -0.9 C 0.6 -0.9 0.9 -0.4 0.9 0 C 0.9 0.5 0.5 0.9 0 0.9 C -0.5 0.9 -0.9 0.5 -0.9 0 C -0.9 -0.4 -0.6 -0.9 0 -0.9 Z	1.1939	S	23	EGFR	67.5479	8.31	0.7315	True	False	22	239.0	87.55	1093.13	0.0000	0.0000	0
