cell_id	parent_id	cell_type	cell_type_name	x	y	angle	shape_path	size_scale	cell_cycle_phase	ecDNA_count	ecDNA_cargo	egfr_expression	O2_local	glucose_local	is_hypoxic	is_quiescent	generation	time_born_hr	migration_rate	VEGF_secretion	activation_level	exhaustion_level	kills_performed
0	-1	4	Endothelial	24	436	-2.6057	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0508	G0	0		7.5225	16.55	2.9607	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
1	-1	4	Endothelial	138	147	2.5484	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.6748	G0	0		6.3544	11.86	0.4875	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
2	-1	4	Endothelial	254	296	-2.9837	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9972	G0	0		6.8916	14.86	1.9962	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
3	-1	4	Endothelial	119	296	1.1736	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0110	G0	0		7.8876	13.29	1.4141	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
4	-1	4	Endothelial	364	0	-1.6143	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0615	G0	0		2.7245	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
5	-1	4	Endothelial	11	0	-1.8519	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9692	G0	0		2.9665	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
6	-1	4	Endothelial	402	683	-0.8388	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9286	G0	0		6.8345	5.58	0.3770	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
7	-1	4	Endothelial	157	37	-0.3358	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0688	G0	0		2.7877	18.01	3.5935	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
8	-1	4	Endothelial	0	473	-3.1391	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9146	G0	0		2.7976	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
9	-1	4	Endothelial	144	209	-1.9583	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9810	G0	0		7.4600	10.90	0.3002	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
10	-1	4	Endothelial	67	61	0.5899	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1239	G0	0		7.7113	14.90	1.9362	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
11	-1	4	Endothelial	468	70	1.1516	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0194	G0	0		2.9929	18.03	3.6075	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
12	-1	4	Endothelial	177	0	-1.7060	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1132	G0	0		2.7316	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
13	-1	4	Endothelial	21	0	-1.3411	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7571	G0	0		2.5130	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
14	-1	4	Endothelial	252	285	1.7548	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9541	G0	0		7.0755	14.12	1.7274	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
15	-1	4	Endothelial	30	65	-0.1290	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7195	G0	0		3.1823	19.76	4.6520	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
16	-1	4	Endothelial	46	127	0.5534	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1185	G0	0		7.1552	15.13	2.0399	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
17	-1	4	Endothelial	118	165	-0.7112	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1430	G0	0		6.5519	17.39	3.1246	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
18	-1	4	Endothelial	265	15	2.1694	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8468	G0	0		7.8449	17.67	3.5898	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
19	-1	4	Endothelial	141	126	-0.8802	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9288	G0	0		6.7638	15.13	2.0562	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
20	-1	4	Endothelial	527	120	0.6743	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0761	G0	0		7.6801	16.02	2.7045	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
21	-1	4	Endothelial	485	267	0.1907	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8007	G0	0		6.8608	10.46	0.9799	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
22	-1	4	Endothelial	384	154	0.8387	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0801	G0	0		7.4346	14.69	2.0892	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
23	-1	4	Endothelial	0	135	-3.0549	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9295	G0	0		2.4863	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
24	-1	4	Endothelial	231	0	-1.4858	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7796	G0	0		3.2733	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
25	-1	4	Endothelial	306	249	-2.1995	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9370	G0	0		6.9567	14.59	1.9552	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
26	-1	4	Endothelial	544	179	-1.6960	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8444	G0	0		6.3594	14.04	1.9572	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
27	-1	4	Endothelial	300	325	1.5729	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1401	G0	0		8.7030	10.23	0.7790	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
28	-1	4	Endothelial	573	35	-0.4773	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9010	G0	0		6.7496	17.51	3.4896	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
29	-1	4	Endothelial	324	0	-1.0833	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0388	G0	0		3.1783	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
30	-1	4	Endothelial	335	0	-0.7770	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8294	G0	0		3.1533	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
31	-1	4	Endothelial	273	426	1.8837	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1392	G0	0		7.8061	10.39	0.9336	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
32	-1	4	Endothelial	432	92	-1.9156	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8934	G0	0		7.3215	17.03	3.1180	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
33	-1	4	Endothelial	412	252	2.6903	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1059	G0	0		8.3467	12.51	1.3583	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
34	-1	4	Endothelial	773	139	-2.2885	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0523	G0	0		7.5478	14.58	2.2501	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
35	-1	4	Endothelial	509	492	1.7177	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0691	G0	0		5.7964	4.48	0.1783	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
36	-1	4	Endothelial	1221	166	-0.7849	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8645	G0	0		6.5795	13.03	1.8367	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
37	-1	4	Endothelial	458	0	-1.5742	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1777	G0	0		2.8388	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
38	-1	4	Endothelial	655	40	0.2458	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7209	G0	0		6.9302	11.07	0.0073	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
39	-1	4	Endothelial	307	169	-2.9421	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2947	G0	0		7.5186	15.95	2.4912	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
40	-1	4	Endothelial	410	0	-1.6021	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8025	G0	0		2.9332	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
41	-1	4	Endothelial	251	14	-2.1549	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8631	G0	0		5.9999	16.88	3.1480	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
42	-1	4	Endothelial	392	54	-0.0424	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0642	G0	0		6.7735	17.66	3.4872	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
43	-1	4	Endothelial	812	131	2.2656	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0743	G0	0		7.5811	8.14	0.1850	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
44	-1	4	Endothelial	627	3	2.8736	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0288	G0	0		2.8219	19.23	4.5602	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
45	-1	4	Endothelial	496	17	2.3164	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0476	G0	0		7.8544	16.39	2.9066	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
46	-1	4	Endothelial	597	14	0.2859	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1844	G0	0		7.9142	15.08	2.2030	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
47	-1	4	Endothelial	873	143	1.5006	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7959	G0	0		7.3105	9.31	0.6525	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
48	-1	4	Endothelial	793	277	-2.2222	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9701	G0	0		6.5155	9.65	0.9158	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
49	-1	4	Endothelial	561	133	1.4553	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2342	G0	0		8.6534	15.22	2.3674	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
50	-1	4	Endothelial	711	126	-1.5738	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9991	G0	0		7.6218	11.07	1.0170	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
51	-1	4	Endothelial	375	25	-3.0656	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0151	G0	0		7.7416	15.65	2.3683	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
52	-1	4	Endothelial	947	47	0.1892	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8595	G0	0		8.9873	14.17	1.8342	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
53	-1	4	Endothelial	791	221	2.9011	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1527	G0	0		7.8464	11.54	1.2629	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
54	-1	4	Endothelial	1005	264	0.3975	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0814	G0	0		6.4514	7.26	0.5133	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
55	-1	4	Endothelial	569	286	-2.0225	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0897	G0	0		6.1131	12.12	1.3441	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
56	-1	4	Endothelial	1179	53	3.1220	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9627	G0	0		8.0681	17.10	3.4364	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
57	-1	4	Endothelial	829	53	-0.2005	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0151	G0	0		6.3420	15.33	2.4774	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
58	-1	4	Endothelial	931	0	-1.3982	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8578	G0	0		2.6557	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
59	-1	4	Endothelial	784	0	-1.6387	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0526	G0	0		2.6846	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
60	-1	4	Endothelial	978	103	-0.3146	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.6421	G0	0		6.3983	14.78	2.3981	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
61	-1	4	Endothelial	885	128	1.4612	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.3685	G0	0		7.9685	14.22	2.1662	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
62	-1	4	Endothelial	254	0	-1.5965	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9843	G0	0		2.6633	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
64	-1	4	Endothelial	785	94	2.2616	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8047	G0	0		7.8644	12.59	1.4224	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
65	-1	4	Endothelial	755	360	2.9895	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8355	G0	0		9.0160	6.13	0.3479	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
66	-1	4	Endothelial	957	450	-1.1233	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9373	G0	0		7.5054	5.87	0.4471	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
67	-1	4	Endothelial	387	38	2.9496	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9556	G0	0		3.1594	18.39	3.9291	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
68	-1	4	Endothelial	985	16	-2.5008	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1688	G0	0		7.6220	11.28	1.1818	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
69	-1	4	Endothelial	811	164	-0.0919	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0000	G0	0		7.4984	10.79	1.0749	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
70	-1	4	Endothelial	680	10	1.5442	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.4690	G0	0		7.9352	12.08	0.5279	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
71	-1	4	Endothelial	793	0	-1.6377	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8728	G0	0		3.0989	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
72	-1	4	Endothelial	960	171	-2.5115	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0800	G0	0		8.4593	12.51	1.5656	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
74	-1	4	Endothelial	1007	24	0.1089	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9513	G0	0		8.0173	15.74	2.5789	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
75	-1	4	Endothelial	924	340	2.2150	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2452	G0	0		7.0504	9.49	0.7827	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
76	-1	4	Endothelial	618	39	1.9791	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0493	G0	0		6.9883	13.31	1.1704	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
77	-1	4	Endothelial	611	91	-1.8201	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2879	G0	0		6.9081	10.58	0.5474	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
78	-1	4	Endothelial	811	191	1.9063	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9898	G0	0		7.0886	12.87	1.5833	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
80	-1	4	Endothelial	848	103	0.5274	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2907	G0	0		7.3726	14.40	2.2460	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
81	-1	4	Endothelial	862	180	0.5001	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0111	G0	0		7.6735	7.40	0.3722	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
82	-1	4	Endothelial	1235	227	1.1075	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1304	G0	0		6.8036	11.77	1.5161	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
83	-1	4	Endothelial	918	107	2.4325	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.3034	G0	0		8.0117	12.90	1.6603	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
84	-1	4	Endothelial	1106	413	0.7401	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8047	G0	0		7.0687	6.93	0.5218	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
85	-1	4	Endothelial	1112	209	1.9900	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8835	G0	0		7.1280	11.67	1.4749	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
86	-1	4	Endothelial	1188	0	-1.9088	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8881	G0	0		3.4383	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
87	-1	4	Endothelial	1615	10	1.5334	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.6181	G0	0		6.5858	15.61	2.5100	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
88	-1	4	Endothelial	1025	280	1.9338	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2694	G0	0		6.4450	10.65	1.1549	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
89	-1	4	Endothelial	1011	402	-3.0625	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7364	G0	0		7.0093	1.88	0.0722	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
90	-1	4	Endothelial	1244	20	-2.0572	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9048	G0	0		7.1996	14.56	1.9427	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
91	-1	4	Endothelial	1160	161	-1.2210	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0391	G0	0		6.3341	13.37	1.8681	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
92	-1	4	Endothelial	720	215	0.0266	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9746	G0	0		7.6320	9.33	0.9228	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
93	-1	4	Endothelial	1631	467	0.8686	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9792	G0	0		5.9983	6.65	0.4994	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
94	-1	4	Endothelial	1505	534	-0.5935	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0337	G0	0		6.8672	6.57	0.4080	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
95	-1	4	Endothelial	1205	0	-3.1325	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1428	G0	0		3.0364	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
96	-1	4	Endothelial	1171	405	-0.6986	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9658	G0	0		7.2649	4.97	0.3123	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
97	-1	4	Endothelial	978	0	-1.7817	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0180	G0	0		2.9515	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
98	-1	4	Endothelial	1106	4	-0.7652	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7331	G0	0		2.8897	18.66	4.2478	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
100	-1	4	Endothelial	1280	155	0.1146	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9214	G0	0		8.2939	10.01	0.9794	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
101	-1	4	Endothelial	1709	19	1.4910	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8896	G0	0		6.9803	11.93	0.4992	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
102	-1	4	Endothelial	1432	525	-2.1116	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0883	G0	0		7.3422	7.04	0.6371	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
103	-1	4	Endothelial	1487	413	1.8300	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1368	G0	0		7.6290	7.25	0.5937	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
104	-1	4	Endothelial	1397	163	1.4005	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9804	G0	0		6.5712	6.82	0.1740	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
105	-1	4	Endothelial	1654	75	-0.2946	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7530	G0	0		7.2827	9.52	0.0000	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
106	-1	4	Endothelial	1311	34	2.9883	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9525	G0	0		7.0101	14.37	1.8474	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
107	-1	4	Endothelial	1258	102	-0.0459	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9885	G0	0		9.1536	9.83	0.5295	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
108	-1	4	Endothelial	854	67	1.8704	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9009	G0	0		7.4545	17.19	3.3794	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
109	-1	4	Endothelial	1216	216	-1.5225	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1339	G0	0		8.3451	12.10	1.6100	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
