step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	6881	3	0	0	19.9604	19.4984	4.5775	0.0000	1.0317
1	6881	3	0	0	19.9555	12.7066	4.6699	0.0827	1.0338
2	6879	3	0	0	19.9557	12.7066	4.6467	0.0279	1.0340
3	6879	3	0	0	19.9552	12.7039	4.6475	0.1509	1.0340
4	6879	3	0	0	19.9550	12.7035	4.6450	0.1528	1.0340
5	6877	3	0	0	19.9549	12.7041	4.6440	0.1534	1.0340
6	6876	3	0	0	19.9550	12.7042	4.6431	0.1639	1.0340
7	6874	3	0	0	19.9550	12.7042	4.6425	0.1578	1.0339
8	6874	3	0	0	19.9551	12.7057	4.6420	0.1524	1.0339
9	6872	3	0	0	19.9552	12.7056	4.6417	0.1517	1.0338
10	6872	3	0	0	19.9554	12.7059	4.6416	0.1611	1.0338
11	6870	3	0	0	19.9555	12.7060	4.6413	0.1539	1.0338
12	6870	3	0	0	19.9557	12.7060	4.6412	0.1500	1.0337
13	6870	3	0	0	19.9558	12.7044	4.6409	0.1524	1.0337
14	6870	3	0	0	19.9559	12.7050	4.6407	0.1524	1.0337
15	6870	3	0	0	19.9561	12.7085	4.6406	0.1489	1.0336
16	6869	3	0	0	19.9562	12.7086	4.6407	0.1485	1.0336
17	6869	3	0	0	19.9565	12.7097	4.6408	0.1504	1.0335
18	6868	3	0	0	19.9566	12.7097	4.6406	0.1444	1.0335
19	6868	3	0	0	19.9568	12.7106	4.6407	0.1497	1.0334
20	6868	3	0	0	19.9570	12.7107	4.6406	0.1508	1.0334
21	6868	3	0	0	19.9571	12.7107	4.6405	0.1493	1.0334
22	6867	3	0	0	19.9571	12.7107	4.6405	0.1433	1.0334
23	6868	4	0	0	19.9573	12.7123	4.6407	0.1460	1.0333
24	6868	4	0	0	19.9558	12.7092	4.6385	0.1360	1.0339
