x_grid	y_grid	x_um	y_um	O2	glucose	VEGF	lactate	pH	ECM_density	vascular_density	is_occupied	occupant_cell_id	occupant_type
17	0	175.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
18	0	185.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
19	0	195.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
20	0	205.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
21	0	215.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
22	0	225.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
23	0	235.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
24	0	245.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
25	0	255.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
26	0	265.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
27	0	275.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
28	0	285.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
29	0	295.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
30	0	305.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
31	0	315.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
32	0	325.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
33	0	335.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
34	0	345.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
35	0	355.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
36	0	365.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
37	0	375.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
38	0	385.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
39	0	395.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
40	0	405.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
41	0	415.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.6000	False	-1	-1
42	0	425.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
43	0	435.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
44	0	445.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
45	0	455.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
46	0	465.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
47	0	475.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
48	0	485.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
49	0	495.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
50	0	505.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
51	0	515.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
52	0	525.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
53	0	535.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
54	0	545.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
55	0	555.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
56	0	565.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
57	0	575.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
58	0	585.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
59	0	595.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
60	0	605.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
61	0	615.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
62	0	625.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
63	0	635.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
64	0	645.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
65	0	655.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
66	0	665.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
67	0	675.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
68	0	685.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
69	0	695.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
70	0	705.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
71	0	715.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
72	0	725.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
73	0	735.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
74	0	745.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
75	0	755.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
76	0	765.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
77	0	775.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
78	0	785.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
79	0	795.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
80	0	805.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
81	0	815.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
82	0	825.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
83	0	835.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
84	0	845.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
85	0	855.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
86	0	865.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.6000	False	-1	-1
87	0	875.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
88	0	885.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
89	0	895.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
90	0	905.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
91	0	915.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
92	0	925.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
93	0	935.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
94	0	945.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
95	0	955.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
96	0	965.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
97	0	975.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
98	0	985.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
99	0	995.0	5.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
0	1	5.0	15.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
1	1	15.0	15.0	38.00	4.9941	0.0000	0.9998	7.3800	0.5000	0.0000	False	-1	-1
2	1	25.0	15.0	34.99	3.4887	0.0000	1.0002	7.3800	0.5000	0.0000	False	-1	-1
3	1	35.0	15.0	36.79	4.1835	0.0000	1.0505	7.3790	0.5000	0.0000	False	-1	-1
4	1	45.0	15.0	35.89	3.5786	0.0000	1.0808	7.3784	0.5000	0.0000	False	-1	-1
5	1	55.0	15.0	37.09	4.3741	0.0000	1.0311	7.3794	0.5000	0.0000	False	-1	-1
6	1	65.0	15.0	37.98	4.9699	0.0000	1.0013	7.3800	0.5000	0.0000	False	-1	-1
7	1	75.0	15.0	36.78	4.1657	0.0000	1.0515	7.3790	0.5000	0.0000	False	-1	-1
8	1	85.0	15.0	37.98	4.9616	0.0000	1.0017	7.3800	0.5000	0.0000	False	-1	-1
9	1	95.0	15.0	34.98	3.4576	0.0000	1.0019	7.3800	0.5000	0.0000	False	-1	-1
10	1	105.0	15.0	37.98	4.9538	0.0000	1.0021	7.3800	0.5000	0.0000	False	-1	-1
11	1	115.0	15.0	34.97	3.4502	0.0000	1.0023	7.3800	0.5000	0.0000	False	-1	-1
12	1	125.0	15.0	37.37	4.5468	0.0000	1.0225	7.3796	0.5000	0.0000	False	-1	-1
13	1	135.0	15.0	37.97	4.9437	0.0000	1.0026	7.3799	0.5000	0.0000	False	-1	-1
14	1	145.0	15.0	37.97	4.9406	0.0000	1.0028	7.3799	0.5000	0.0000	False	-1	-1
15	1	155.0	15.0	34.97	3.4376	0.0000	1.0029	7.3799	0.5000	0.0000	False	-1	-1
16	1	165.0	15.0	34.97	3.4349	0.0000	1.0031	7.3799	0.5000	0.0000	False	-1	-1
17	1	175.0	15.0	37.96	4.9325	0.0000	1.0032	7.3799	0.5000	0.0000	False	-1	-1
18	1	185.0	15.0	36.76	4.1301	0.0000	1.0533	7.3789	0.5000	0.0000	False	-1	-1
19	1	195.0	15.0	37.06	4.3280	0.0000	1.0335	7.3793	0.5000	0.0000	False	-1	-1
20	1	205.0	15.0	37.96	4.9259	0.0000	1.0036	7.3799	0.5000	0.0000	False	-1	-1
21	1	215.0	15.0	37.96	4.9240	0.0000	1.0037	7.3799	0.5000	0.0000	False	-1	-1
22	1	225.0	15.0	37.96	4.9221	0.0000	1.0038	7.3799	0.5000	0.0000	False	-1	-1
23	1	235.0	15.0	37.96	4.9200	0.0000	1.0039	7.3799	0.5000	0.0000	False	-1	-1
24	1	245.0	15.0	37.96	4.9180	0.0000	1.0040	7.3799	0.5000	0.0000	False	-1	-1
25	1	255.0	15.0	37.95	4.9161	0.0000	1.0041	7.3799	0.5000	0.0000	False	-1	-1
26	1	265.0	15.0	37.95	4.9143	0.0000	1.0042	7.3799	0.5000	0.0000	False	-1	-1
27	1	275.0	15.0	37.95	4.9124	0.0000	1.0043	7.3799	0.5000	0.0000	False	-1	-1
28	1	285.0	15.0	34.95	3.4107	0.0000	1.0043	7.3799	0.5000	0.0000	False	-1	-1
29	1	295.0	15.0	34.95	3.4092	0.0000	1.0044	7.3799	0.5000	0.0000	False	-1	-1
30	1	305.0	15.0	37.95	4.9077	0.0000	1.0045	7.3799	0.5000	0.0000	False	-1	-1
31	1	315.0	15.0	34.95	3.4064	0.0000	1.0046	7.3799	0.5000	0.0000	False	-1	-1
32	1	325.0	15.0	37.95	4.9050	0.0000	1.0047	7.3799	0.5000	0.0000	False	-1	-1
33	1	335.0	15.0	36.75	4.1038	0.0000	1.0548	7.3789	0.5000	0.0000	False	-1	-1
34	1	345.0	15.0	37.05	4.3028	0.0000	1.0348	7.3793	0.5000	0.0000	False	-1	-1
35	1	355.0	15.0	34.95	3.4018	0.0000	1.0048	7.3799	0.5000	0.0000	False	-1	-1
36	1	365.0	15.0	34.95	3.4010	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
37	1	375.0	15.0	37.95	4.9002	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
38	1	385.0	15.0	36.74	4.0993	0.0000	1.0549	7.3789	0.5000	0.0000	False	-1	-1
39	1	395.0	15.0	34.94	3.3984	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
40	1	405.0	15.0	37.94	4.8977	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
41	1	415.0	15.0	37.94	4.8971	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
42	1	425.0	15.0	38.30	4.6966	0.0000	1.0149	7.3797	0.5000	0.6000	False	-1	-1
43	1	435.0	15.0	38.30	4.6961	0.0000	1.0149	7.3797	0.5000	0.6000	False	-1	-1
44	1	445.0	15.0	36.74	4.0956	0.0000	1.0550	7.3789	0.5000	0.0000	False	-1	-1
45	1	455.0	15.0	34.94	3.3952	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
46	1	465.0	15.0	37.94	4.8950	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
47	1	475.0	15.0	34.94	3.3947	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
48	1	485.0	15.0	34.94	3.3947	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
49	1	495.0	15.0	37.94	4.8948	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
50	1	505.0	15.0	34.94	3.3949	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
51	1	515.0	15.0	37.94	4.8951	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
52	1	525.0	15.0	37.94	4.8953	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
53	1	535.0	15.0	34.94	3.3953	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
54	1	545.0	15.0	37.94	4.8954	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
55	1	555.0	15.0	34.94	3.3954	0.0000	1.0049	7.3799	0.5000	0.0000	False	-1	-1
56	1	565.0	15.0	37.04	4.2956	0.0000	1.0349	7.3793	0.5000	0.0000	False	-1	-1
57	1	575.0	15.0	37.94	4.8958	0.0000	1.0048	7.3799	0.5000	0.0000	False	-1	-1
58	1	585.0	15.0	34.94	3.3961	0.0000	1.0048	7.3799	0.5000	0.0000	False	-1	-1
59	1	595.0	15.0	34.94	3.3966	0.0000	1.0048	7.3799	0.5000	0.0000	False	-1	-1
60	1	605.0	15.0	37.94	4.8973	0.0000	1.0048	7.3799	0.5000	0.0000	False	-1	-1
61	1	615.0	15.0	36.74	4.0980	0.0000	1.0547	7.3789	0.5000	0.0000	False	-1	-1
62	1	625.0	15.0	34.94	3.3988	0.0000	1.0047	7.3799	0.5000	0.0000	False	-1	-1
63	1	635.0	15.0	37.94	4.8997	0.0000	1.0047	7.3799	0.5000	0.0000	False	-1	-1
64	1	645.0	15.0	36.75	4.1007	0.0000	1.0546	7.3789	0.5000	0.0000	False	-1	-1
65	1	655.0	15.0	37.95	4.9018	0.0000	1.0046	7.3799	0.5000	0.0000	False	-1	-1
66	1	665.0	15.0	34.95	3.4028	0.0000	1.0045	7.3799	0.5000	0.0000	False	-1	-1
67	1	675.0	15.0	37.95	4.9041	0.0000	1.0045	7.3799	0.5000	0.0000	False	-1	-1
68	1	685.0	15.0	37.95	4.9052	0.0000	1.0044	7.3799	0.5000	0.0000	False	-1	-1
69	1	695.0	15.0	37.95	4.9062	0.0000	1.0044	7.3799	0.5000	0.0000	False	-1	-1
70	1	705.0	15.0	37.05	4.3073	0.0000	1.0343	7.3793	0.5000	0.0000	False	-1	-1
71	1	715.0	15.0	34.95	3.4085	0.0000	1.0043	7.3799	0.5000	0.0000	False	-1	-1
72	1	725.0	15.0	36.75	4.1098	0.0000	1.0542	7.3789	0.5000	0.0000	False	-1	-1
73	1	735.0	15.0	34.95	3.4113	0.0000	1.0041	7.3799	0.5000	0.0000	False	-1	-1
74	1	745.0	15.0	37.95	4.9131	0.0000	1.0041	7.3799	0.5000	0.0000	False	-1	-1
75	1	755.0	15.0	34.95	3.4148	0.0000	1.0040	7.3799	0.5000	0.0000	False	-1	-1
76	1	765.0	15.0	36.75	4.1167	0.0000	1.0539	7.3789	0.5000	0.0000	False	-1	-1
77	1	775.0	15.0	37.96	4.9188	0.0000	1.0038	7.3799	0.5000	0.0000	False	-1	-1
78	1	785.0	15.0	36.76	4.1210	0.0000	1.0537	7.3789	0.5000	0.0000	False	-1	-1
79	1	795.0	15.0	34.96	3.4234	0.0000	1.0035	7.3799	0.5000	0.0000	False	-1	-1
80	1	805.0	15.0	37.96	4.9260	0.0000	1.0034	7.3799	0.5000	0.0000	False	-1	-1
81	1	815.0	15.0	37.96	4.9286	0.0000	1.0033	7.3799	0.5000	0.0000	False	-1	-1
82	1	825.0	15.0	37.96	4.9313	0.0000	1.0032	7.3799	0.5000	0.0000	False	-1	-1
83	1	835.0	15.0	37.96	4.9339	0.0000	1.0030	7.3799	0.5000	0.0000	False	-1	-1
84	1	845.0	15.0	34.97	3.4366	0.0000	1.0029	7.3799	0.5000	0.0000	False	-1	-1
85	1	855.0	15.0	36.77	4.1395	0.0000	1.0527	7.3789	0.5000	0.0000	False	-1	-1
86	1	865.0	15.0	38.33	4.7426	0.0000	1.0125	7.3797	0.5000	0.6000	False	-1	-1
87	1	875.0	15.0	37.97	4.9457	0.0000	1.0024	7.3800	0.5000	0.0000	False	-1	-1
88	1	885.0	15.0	37.97	4.9492	0.0000	1.0022	7.3800	0.5000	0.0000	False	-1	-1
89	1	895.0	15.0	37.97	4.9526	0.0000	1.0020	7.3800	0.5000	0.0000	False	-1	-1
90	1	905.0	15.0	34.08	2.8563	0.0000	1.0318	7.3794	0.5000	0.0000	False	-1	-1
91	1	915.0	15.0	37.08	4.3604	0.0000	1.0315	7.3794	0.5000	0.0000	False	-1	-1
92	1	925.0	15.0	37.98	4.9646	0.0000	1.0013	7.3800	0.5000	0.0000	False	-1	-1
93	1	935.0	15.0	37.98	4.9691	0.0000	1.0011	7.3800	0.5000	0.0000	False	-1	-1
94	1	945.0	15.0	37.99	4.9738	0.0000	1.0008	7.3800	0.5000	0.0000	False	-1	-1
95	1	955.0	15.0	34.99	3.4786	0.0000	1.0006	7.3800	0.5000	0.0000	False	-1	-1
96	1	965.0	15.0	37.99	4.9838	0.0000	1.0003	7.3800	0.5000	0.0000	False	-1	-1
97	1	975.0	15.0	37.99	4.9890	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
98	1	985.0	15.0	38.00	4.9944	0.0000	0.9997	7.3800	0.5000	0.0000	False	-1	-1
99	1	995.0	15.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
0	2	5.0	25.0	38.00	5.0000	0.0000	1.0000	7.3800	0.5000	0.0000	False	-1	-1
1	2	15.0	25.0	34.99	3.4887	0.0000	1.0001	7.3800	0.5000	0.0000	False	-1	-1
2	2	25.0	25.0	37.99	4.9782	0.0000	1.0008	7.3800	0.5000	0.0000	False	-1	-1
3	2	35.0	25.0	37.98	4.9683	0.0000	1.0014	7.3800	0.5000	0.0000	False	-1	-1
4	2	45.0	25.0	37.98	4.9589	0.0000	1.0020	7.3800	0.5000	0.0000	False	-1	-1
5	2	55.0	25.0	36.78	4.1500	0.0000	1.0526	7.3789	0.5000	0.0000	False	-1	-1
6	2	65.0	25.0	37.97	4.9418	0.0000	1.0030	7.3799	0.5000	0.0000	False	-1	-1
7	2	75.0	25.0	38.55	4.7337	0.0000	1.0135	7.3797	0.5000	0.8000	False	-1	-1
8	2	85.0	25.0	37.96	4.9257	0.0000	1.0039	7.3799	0.5000	0.0000	False	-1	-1
9	2	95.0	25.0	37.96	4.9178	0.0000	1.0043	7.3799	0.5000	0.0000	False	-1	-1
10	2	105.0	25.0	34.95	3.4104	0.0000	1.0046	7.3799	0.5000	0.0000	False	-1	-1
11	2	115.0	25.0	37.95	4.9033	0.0000	1.0050	7.3799	0.5000	0.0000	False	-1	-1
12	2	125.0	25.0	37.95	4.8967	0.0000	1.0053	7.3799	0.5000	0.0000	False	-1	-1
13	2	135.0	25.0	37.94	4.8905	0.0000	1.0057	7.3799	0.5000	0.0000	False	-1	-1
14	2	145.0	25.0	37.94	4.8845	0.0000	1.0060	7.3799	0.5000	0.0000	False	-1	-1
15	2	155.0	25.0	36.74	4.0786	0.0000	1.0563	7.3789	0.5000	0.0000	False	-1	-1
16	2	165.0	25.0	37.93	4.8732	0.0000	1.0066	7.3799	0.5000	0.0000	False	-1	-1
17	2	175.0	25.0	37.93	4.8685	0.0000	1.0069	7.3799	0.5000	0.0000	False	-1	-1
18	2	185.0	25.0	34.93	3.3637	0.0000	1.0071	7.3799	0.5000	0.0000	False	-1	-1
19	2	195.0	25.0	37.93	4.8594	0.0000	1.0074	7.3799	0.5000	0.0000	False	-1	-1
20	2	205.0	25.0	34.92	3.3553	0.0000	1.0076	7.3798	0.5000	0.0000	False	-1	-1
21	2	215.0	25.0	37.32	4.4514	0.0000	1.0279	7.3794	0.5000	0.0000	False	-1	-1
22	2	225.0	25.0	38.50	4.6476	0.0000	1.0181	7.3796	0.5000	0.8000	False	-1	-1
23	2	235.0	25.0	34.92	3.3436	0.0000	1.0083	7.3798	0.5000	0.0000	False	-1	-1
24	2	245.0	25.0	34.91	3.3397	0.0000	1.0085	7.3798	0.5000	0.0000	False	-1	-1
25	2	255.0	25.0	37.91	4.8360	0.0000	1.0087	7.3798	0.5000	0.0000	False	-1	-1
26	2	265.0	25.0	37.91	4.8325	0.0000	1.0089	7.3798	0.5000	0.0000	False	-1	-1
27	2	275.0	25.0	34.91	3.3290	0.0000	1.0090	7.3798	0.5000	0.0000	False	-1	-1
28	2	285.0	25.0	34.91	3.3258	0.0000	1.0092	7.3798	0.5000	0.0000	False	-1	-1
29	2	295.0	25.0	37.90	4.8228	0.0000	1.0093	7.3798	0.5000	0.0000	False	-1	-1
30	2	305.0	25.0	37.90	4.8201	0.0000	1.0095	7.3798	0.5000	0.0000	False	-1	-1
31	2	315.0	25.0	37.90	4.8175	0.0000	1.0096	7.3798	0.5000	0.0000	False	-1	-1
32	2	325.0	25.0	34.90	3.3148	0.0000	1.0098	7.3798	0.5000	0.0000	False	-1	-1
33	2	335.0	25.0	37.90	4.8126	0.0000	1.0099	7.3798	0.5000	0.0000	False	-1	-1
34	2	345.0	25.0	37.30	4.4107	0.0000	1.0300	7.3794	0.5000	0.0000	False	-1	-1
35	2	355.0	25.0	37.90	4.8086	0.0000	1.0101	7.3798	0.5000	0.0000	False	-1	-1
36	2	365.0	25.0	37.89	4.8071	0.0000	1.0101	7.3798	0.5000	0.0000	False	-1	-1
37	2	375.0	25.0	38.27	4.4555	0.0000	1.0252	7.3795	0.5000	0.8000	False	-1	-1
38	2	385.0	25.0	37.89	4.8038	0.0000	1.0102	7.3798	0.5000	0.0000	False	-1	-1
39	2	395.0	25.0	37.89	4.8020	0.0000	1.0102	7.3798	0.5000	0.0000	False	-1	-1
40	2	405.0	25.0	34.89	3.3005	0.0000	1.0102	7.3798	0.5000	0.0000	False	-1	-1
41	2	415.0	25.0	37.89	4.7993	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
42	2	425.0	25.0	37.89	4.7983	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
43	2	435.0	25.0	37.89	4.7975	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
44	2	445.0	25.0	38.25	4.5966	0.0000	1.0203	7.3796	0.5000	0.6000	False	-1	-1
45	2	455.0	25.0	37.89	4.7959	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
46	2	465.0	25.0	34.89	3.2955	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
47	2	475.0	25.0	37.89	4.7950	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
48	2	485.0	25.0	37.89	4.7950	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
49	2	495.0	25.0	37.89	4.7951	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
50	2	505.0	25.0	37.89	4.7953	0.0000	1.0103	7.3798	0.5000	0.0000	False	-1	-1
51	2	515.0	25.0	38.25	4.5957	0.0000	1.0203	7.3796	0.5000	0.6000	False	-1	-1
52	2	525.0	25.0	38.47	4.5960	0.0000	1.0202	7.3796	0.5000	0.8000	False	-1	-1
53	2	535.0	25.0	37.89	4.7961	0.0000	1.0102	7.3798	0.5000	0.0000	False	-1	-1
54	2	545.0	25.0	37.29	4.3963	0.0000	1.0302	7.3794	0.5000	0.0000	False	-1	-1
55	2	555.0	25.0	37.89	4.7964	0.0000	1.0102	7.3798	0.5000	0.0000	False	-1	-1
