step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	6868	3	0	0	19.9598	19.4277	4.5744	0.0000	1.0321
1	6867	3	0	0	19.9550	12.7047	4.6680	0.0827	1.0342
2	6866	3	0	0	19.9551	12.7051	4.6444	0.0274	1.0344
3	6866	3	0	0	19.9547	12.7042	4.6458	0.0268	1.0344
4	6866	3	0	0	19.9546	12.7038	4.6433	0.0261	1.0344
5	6865	3	0	0	19.9545	12.7036	4.6423	0.0264	1.0344
6	6865	3	0	0	19.9545	12.7034	4.6414	0.0269	1.0343
7	6864	3	0	0	19.9545	12.7033	4.6407	0.0262	1.0343
8	6862	3	0	0	19.9545	12.7029	4.6402	0.0269	1.0343
9	6862	3	0	0	19.9547	12.7031	4.6399	0.1308	1.0342
10	6861	3	0	0	19.9548	12.7029	4.6394	0.1328	1.0342
11	6861	3	0	0	19.9549	12.7031	4.6394	0.1327	1.0342
12	6861	3	0	0	19.9550	12.7030	4.6390	0.1330	1.0341
13	6861	3	0	0	19.9552	12.7031	4.6389	0.1401	1.0341
14	6859	3	0	0	19.9553	12.7031	4.6387	0.1339	1.0341
15	6858	3	0	0	19.9555	12.7038	4.6386	0.1364	1.0340
16	6858	3	0	0	19.9557	12.7038	4.6386	0.1325	1.0340
17	6858	3	0	0	19.9558	12.7037	4.6385	0.1336	1.0340
18	6857	3	0	0	19.9559	12.7037	4.6384	0.1284	1.0340
19	6856	3	0	0	19.9561	12.7038	4.6385	0.1324	1.0339
20	6856	3	0	0	19.9563	12.7040	4.6386	0.1331	1.0339
21	6855	3	0	0	19.9564	12.7041	4.6386	0.1315	1.0339
22	6855	3	0	0	19.9567	12.7044	4.6388	0.1349	1.0338
23	6855	3	0	0	19.9568	12.7044	4.6386	0.1342	1.0338
24	6854	3	0	0	19.9569	12.7045	4.6387	0.1331	1.0338
25	6854	3	0	0	19.9571	12.7047	4.6390	0.1330	1.0337
26	6853	4	0	0	19.9572	12.7048	4.6389	0.1375	1.0337
27	6852	4	0	0	19.9556	12.6953	4.6367	0.1330	1.0344
28	6852	4	0	0	19.9558	12.6954	4.6371	0.1354	1.0344
29	6853	5	0	0	19.9558	12.6954	4.6370	0.1341	1.0344
30	6853	6	0	0	19.9541	12.6873	4.6347	0.1364	1.0351
31	6853	8	0	0	19.9524	12.6800	4.6327	0.1418	1.0359
32	6852	9	0	0	19.9489	12.3624	4.6284	0.1539	1.0373
33	6853	11	0	0	19.9473	12.3539	4.6268	0.1678	1.0381
34	6853	11	0	0	19.9438	12.3392	4.6224	0.1818	1.0396
35	6852	11	0	0	19.9440	12.3395	4.6233	0.2069	1.0397
36	6852	11	0	0	19.9441	12.3396	4.6232	0.2129	1.0397
37	6852	11	0	0	19.9442	12.3396	4.6233	0.2102	1.0397
38	6852	12	0	0	19.9443	12.3399	4.6234	0.1897	1.0397
39	6853	13	0	0	19.9426	12.3344	4.6210	0.1976	1.0404
40	6852	13	0	0	19.9409	12.3288	4.6191	0.1982	1.0411
41	6849	13	0	0	19.9412	12.3307	4.6199	0.2034	1.0411
42	6849	14	0	0	19.9414	12.3337	4.6200	0.1959	1.0411
43	6849	14	0	0	19.9397	12.3224	4.6178	0.1888	1.0418
44	6849	14	0	0	19.9398	12.3221	4.6182	0.1948	1.0418
45	6847	14	0	0	19.9399	12.3413	4.6183	0.1969	1.0418
46	6847	16	0	0	19.9400	12.3430	4.6183	0.1990	1.0418
47	6846	17	0	0	19.9365	12.3295	4.6135	0.1993	1.0432
