time_hr	parent_id	parent_ecDNA_before	parent_ecDNA_after	daughter_id	daughter_ecDNA	x	y	generation
28.0	63355	20	24	63356	15	3196	3202	1
31.0	63353	20	20	63357	19	3092	3288	1
31.0	63355	24	27	63358	19	3196	3202	2
37.0	63354	20	12	63359	27	2872	3024	1
43.0	63359	27	21	63360	33	2811	2859	2
44.0	63354	12	12	63361	12	2872	3024	2
48.0	63353	20	21	63362	18	3137	3269	2
51.0	63358	19	19	63363	19	3224	3120	3
52.0	63353	21	23	63364	18	3137	3269	3
53.0	63361	12	14	63365	8	2809	2908	3
55.0	63358	19	19	63366	17	3224	3120	4
56.0	63354	12	10	63367	12	2833	3027	3
58.0	63359	21	19	63368	23	2811	2859	3
60.0	63355	27	29	63369	24	2906	3083	3
64.0	63357	19	18	63370	19	2951	3202	2
65.0	63364	18	15	63371	20	3123	3269	4
65.0	63356	15	13	63372	17	3133	3194	2
65.0	63358	19	19	63373	19	3224	3120	5
66.0	63366	17	18	63374	14	3186	3158	5
67.0	63366	18	18	63375	18	3186	3158	6
67.0	63357	18	13	63376	21	2951	3202	3
69.0	63353	23	24	63377	21	3209	3203	4
69.0	63355	29	26	63378	29	2852	2921	4
70.0	63360	33	32	63379	33	2856	2893	3
70.0	63354	10	11	63380	9	2833	3027	4
70.0	63359	19	17	63381	20	2852	2824	4
70.0	63368	23	24	63382	22	2827	2811	4
71.0	63362	18	20	63383	15	3137	3283	3
73.0	63361	14	18	63384	10	2672	2874	4
73.0	63356	13	10	63385	15	3133	3194	3
75.0	63363	19	14	63386	22	3211	3150	4
75.0	63366	18	19	63387	17	3222	3182	7
76.0	63363	14	14	63388	13	3211	3150	5
76.0	63359	17	17	63389	16	2852	2824	5
77.0	63363	14	8	63390	19	3211	3150	6
77.0	63355	26	24	63391	28	2778	2855	5
77.0	63354	11	11	63392	11	2833	3027	5
78.0	63365	8	8	63393	8	2773	3012	4
79.0	63357	13	8	63394	17	2951	3202	4
80.0	63353	24	26	63395	21	3209	3203	5
80.0	63363	8	10	63396	6	3211	3150	7
80.0	63364	15	16	63397	13	3123	3269	5
82.0	63360	32	30	63398	31	2856	2893	4
84.0	63360	30	28	63399	30	2856	2893	5
84.0	63371	20	18	63400	20	3134	3242	5
86.0	63364	16	15	63401	17	3123	3269	6
87.0	63367	12	13	63402	10	2813	3027	4
87.0	63372	17	20	63403	14	3133	3176	3
87.0	63382	22	19	63404	23	2814	2798	5
88.0	63371	18	20	63405	15	3134	3242	6
88.0	63372	20	22	63406	18	3133	3176	4
88.0	63392	11	9	63407	13	2889	2990	6
89.0	63356	10	13	63408	7	3133	3194	4
89.0	63359	17	9	63409	24	2820	2654	6
89.0	63355	24	24	63410	23	2778	2855	6
89.0	63354	11	12	63411	10	2833	3027	6
89.0	63365	8	7	63412	9	2773	3012	5
90.0	63363	10	10	63413	10	3211	3150	8
90.0	63354	12	13	63414	11	2833	3027	7
90.0	63385	15	14	63415	15	3107	3219	4
90.0	63370	19	27	63416	11	2900	3278	3
90.0	63358	19	12	63417	25	3090	3102	6
90.0	63389	16	17	63418	14	2861	2833	6
90.0	63380	9	5	63419	12	2853	3027	5
91.0	63403	14	10	63420	17	3119	3162	4
91.0	63389	17	20	63421	13	2861	2833	7
91.0	63376	21	20	63422	21	3035	3192	4
91.0	63357	8	9	63423	6	2951	3202	5
91.0	63372	22	24	63424	20	3133	3176	5
92.0	63403	10	11	63425	9	3119	3162	5
93.0	63356	13	11	63426	13	3133	3194	5
93.0	63368	24	23	63427	23	2838	2412	5
93.0	63361	18	17	63428	19	2634	2860	5
94.0	63371	20	19	63429	20	3134	3242	7
94.0	63374	14	16	63430	12	3190	3206	6
94.0	63373	19	17	63431	21	3242	3120	6
94.0	63396	6	8	63432	4	3181	3120	8
95.0	63374	16	13	63433	18	3190	3206	7
95.0	63358	12	14	63434	10	3077	3070	7
95.0	63353	26	26	63435	22	3209	3203	6
96.0	63396	8	6	63436	8	3181	3120	9
96.0	63376	20	19	63437	18	3035	3192	5
96.0	63390	19	15	63438	22	3079	3092	7
96.0	63382	19	17	63439	20	2814	2798	6
96.0	63399	30	34	63440	26	2899	2842	6
97.0	63406	18	17	63441	19	3171	3176	5
97.0	63370	27	26	63442	27	2900	3278	4
97.0	63379	33	27	63443	38	2856	2912	4
97.0	63359	9	10	63444	8	2793	2632	7
98.0	63378	29	28	63445	29	2851	3046	5
98.0	63366	19	20	63446	17	3222	3182	8
99.0	63397	13	16	63447	10	3134	3257	6
99.0	63357	9	9	63448	9	2951	3202	6
99.0	63390	15	15	63449	13	3079	3092	8
100.0	63365	7	4	63450	10	2773	3012	6
100.0	63381	20	13	63451	26	2870	2867	5
100.0	63402	10	12	63452	8	2839	2987	5
100.0	63422	21	24	63453	18	3048	3253	5
100.0	63448	9	9	63454	9	2966	3217	7
100.0	63375	18	20	63455	16	3132	3060	7
100.0	63356	11	8	63456	14	3133	3194	6
100.0	63360	28	29	63457	26	2981	2969	6
101.0	63422	24	23	63458	22	3048	3253	6
101.0	63372	24	19	63459	25	3083	3161	6
101.0	63383	15	14	63460	13	3153	3299	4
101.0	63402	12	10	63461	13	2839	2987	6
101.0	63392	9	6	63462	11	2993	2990	7
101.0	63395	21	24	63463	16	3199	3227	6
101.0	63416	11	8	63464	13	2900	3257	4
101.0	63394	17	16	63465	18	2980	3296	5
102.0	63368	23	18	63466	24	2912	2349	6
102.0	63373	17	12	63467	20	3242	3120	7
102.0	63353	26	24	63468	26	3209	3203	7
102.0	63358	14	15	63469	13	3077	3070	8
102.0	63364	15	15	63470	14	3123	3269	7
103.0	63373	12	16	63471	8	3242	3120	8
103.0	63380	5	4	63472	6	2918	3014	6
103.0	63402	10	13	63473	7	2839	2987	7
103.0	63467	20	19	63474	20	3228	3106	8
104.0	63417	25	23	63475	27	3125	3102	7
104.0	63360	29	27	63476	31	3040	3001	7
104.0	63377	21	17	63477	24	3245	3231	5
104.0	63409	24	22	63478	23	2820	2641	7
104.0	63378	28	23	63479	32	2851	3046	6
105.0	63401	17	17	63480	16	3134	3280	7
105.0	63355	24	28	63481	19	2680	2808	7
105.0	63391	28	27	63482	28	2789	2866	6
105.0	63403	11	9	63483	13	3119	3144	6
105.0	63386	22	23	63484	20	3151	3090	5
106.0	63362	20	16	63485	23	3203	3244	4
106.0	63358	15	13	63486	17	3077	3070	9
106.0	63418	14	11	63487	16	2861	2858	7
107.0	63389	20	25	63488	14	2861	2833	8
107.0	63385	14	11	63489	15	3107	3219	5
107.0	63358	13	15	63490	11	3077	3070	10
107.0	63419	12	11	63491	13	3001	3049	6
107.0	63378	23	21	63492	24	2851	3046	7
108.0	63383	14	13	63493	15	3153	3299	5
108.0	63389	25	24	63494	25	2861	2833	9
