step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	63356	3	0	0	19.6987	18.9291	2.1181	0.0000	1.2294
1	63351	3	0	0	19.7258	12.2170	4.0421	0.0827	1.2298
2	63346	3	0	0	19.7279	12.2228	3.3904	0.1302	1.2301
3	63334	3	0	0	19.7241	12.2166	3.6500	0.1276	1.2304
4	63328	3	0	0	19.7224	12.2137	3.5320	0.1279	1.2306
5	63319	3	0	0	19.7209	12.2120	3.5725	0.1257	1.2307
6	63307	3	0	0	19.7200	12.2103	3.5493	0.1295	1.2308
7	63300	3	0	0	19.7193	12.2089	3.5536	0.1271	1.2308
8	63296	3	0	0	19.7187	12.2084	3.5474	0.1262	1.2308
9	63291	3	0	0	19.7182	12.2077	3.5462	0.1272	1.2308
10	63284	3	0	0	19.7178	12.2071	3.5436	0.1234	1.2308
11	63281	3	0	0	19.7175	12.2061	3.5418	0.1222	1.2308
12	63276	3	0	0	19.7172	12.2054	3.5402	0.1262	1.2308
13	63271	3	0	0	19.7170	12.2050	3.5388	0.1287	1.2307
14	63267	3	0	0	19.7169	12.2050	3.5375	0.1272	1.2307
15	63259	3	0	0	19.7166	12.2043	3.5361	0.1265	1.2307
16	63251	3	0	0	19.7165	12.2039	3.5351	0.1277	1.2306
17	63243	3	0	0	19.7165	12.2049	3.5343	0.1262	1.2306
18	63239	3	0	0	19.7166	12.2053	3.5337	0.1265	1.2305
19	63232	3	0	0	19.7165	12.2049	3.5326	0.1256	1.2305
20	63221	3	0	0	19.7165	12.2048	3.5321	0.1275	1.2304
21	63215	3	0	0	19.7166	12.2041	3.5314	0.1271	1.2304
22	63212	3	0	0	19.7167	12.2041	3.5313	0.1279	1.2303
23	63207	3	0	0	19.7167	12.2039	3.5305	0.1271	1.2303
24	63200	3	0	0	19.7167	12.2038	3.5302	0.1274	1.2303
25	63195	3	0	0	19.7168	12.2039	3.5297	0.1288	1.2302
26	63190	3	0	0	19.7169	12.2034	3.5295	0.1258	1.2302
27	63182	3	0	0	19.7170	12.2030	3.5291	0.1294	1.2301
28	63175	4	0	0	19.7172	12.2028	3.5288	0.1268	1.2301
29	63161	4	0	0	19.7159	12.1880	3.5281	0.1384	1.2302
30	63155	4	0	0	19.7161	12.1882	3.5281	0.1511	1.2302
31	63153	6	0	0	19.7162	12.1883	3.5276	0.1508	1.2303
32	63148	6	0	0	19.7134	12.1624	3.5261	0.1434	1.2306
33	63143	6	0	0	19.7133	12.1644	3.5264	0.1544	1.2308
34	63141	6	0	0	19.7134	12.1657	3.5260	0.1582	1.2310
35	63132	6	0	0	19.7134	12.1667	3.5258	0.1573	1.2312
36	63122	6	0	0	19.7136	12.1670	3.5258	0.1575	1.2312
37	63117	7	0	0	19.7138	12.1672	3.5258	0.1583	1.2313
38	63115	7	0	0	19.7126	12.1603	3.5251	0.1612	1.2315
39	63110	7	0	0	19.7125	12.1596	3.5250	0.1531	1.2316
40	63105	7	0	0	19.7126	12.1599	3.5248	0.1510	1.2317
41	63099	7	0	0	19.7127	12.1602	3.5247	0.1559	1.2318
42	63094	7	0	0	19.7128	12.1605	3.5249	0.1564	1.2318
43	63092	8	0	0	19.7129	12.1617	3.5246	0.1465	1.2318
44	63088	9	0	0	19.7116	12.1555	3.5240	0.1488	1.2320
45	63085	9	0	0	19.7102	12.1473	3.5236	0.1520	1.2322
46	63077	9	0	0	19.7100	12.1469	3.5235	0.1535	1.2324
47	63066	9	0	0	19.7101	12.1456	3.5233	0.1516	1.2326
48	63063	10	0	0	19.7104	12.1461	3.5234	0.1570	1.2327
49	63059	10	0	0	19.7092	12.1375	3.5226	0.1610	1.2329
50	63053	10	0	0	19.7091	12.1389	3.5229	0.1667	1.2331
51	63048	11	0	0	19.7093	12.1397	3.5227	0.1700	1.2332
52	63045	12	0	0	19.7080	12.1291	3.5222	0.1690	1.2334
53	63037	13	0	0	19.7067	12.1152	3.5217	0.1749	1.2337
54	63032	13	0	0	19.7053	12.1089	3.5212	0.1939	1.2341
55	63028	14	0	0	19.7053	12.1082	3.5213	0.1916	1.2344
56	63024	15	0	0	19.7040	12.0974	3.5207	0.1910	1.2348
57	63021	15	0	0	19.7027	12.0912	3.5204	0.1940	1.2352
58	63011	16	0	0	19.7026	12.0915	3.5205	0.1932	1.2355
59	63004	16	0	0	19.7015	12.0841	3.5200	0.1911	1.2359
60	62998	17	0	0	19.7017	12.0824	3.5203	0.1965	1.2362
61	62994	17	0	0	19.7005	11.8726	3.5198	0.1867	1.2365
62	62988	17	0	0	19.7005	11.8726	3.5201	0.1860	1.2368
63	62977	17	0	0	19.7005	11.8716	3.5199	0.1897	1.2370
64	62967	18	0	0	19.7010	11.8746	3.5202	0.1913	1.2371
65	62963	21	0	0	19.6999	11.8655	3.5198	0.1907	1.2373
66	62960	22	0	0	19.6958	11.8399	3.5184	0.1914	1.2379
67	62953	24	0	0	19.6942	11.8319	3.5183	0.2117	1.2385
68	62950	24	0	0	19.6914	11.9912	3.5171	0.2307	1.2393
69	62948	26	0	0	19.6912	11.9909	3.5173	0.2460	1.2399
70	62943	30	0	0	19.6884	11.9715	3.5160	0.2480	1.2406
71	62937	31	0	0	19.6828	11.9444	3.5143	0.2532	1.2418
72	62933	31	0	0	19.6810	11.9329	3.5141	0.2568	1.2428
73	62931	33	0	0	19.6810	11.9335	3.5141	0.2622	1.2436
74	62925	33	0	0	19.6784	11.9141	3.5131	0.2643	1.2445
75	62917	35	0	0	19.6783	11.9133	3.5135	0.2694	1.2452
76	62914	37	0	0	19.6758	11.6012	3.5125	0.2651	1.2460
77	62910	40	0	0	19.6730	11.5809	3.5120	0.2874	1.2469
78	62906	41	0	0	19.6687	11.5546	3.5106	0.2967	1.2480
79	62900	42	0	0	19.6670	11.5477	3.5104	0.3014	1.2490
80	62895	45	0	0	19.6657	11.8242	3.5101	0.3093	1.2500
81	62888	45	0	0	19.6616	11.5032	3.5089	0.2952	1.2511
82	62886	46	0	0	19.6615	11.5011	3.5094	0.3357	1.2520
83	62882	46	0	0	19.6602	11.4947	3.5088	0.3446	1.2528
84	62878	48	0	0	19.6601	11.4948	3.5088	0.3410	1.2534
85	62874	48	0	0	19.6576	11.4775	3.5080	0.3433	1.2541
86	62869	49	0	0	19.6574	11.4767	3.5083	0.3523	1.2547
87	62865	52	0	0	19.6562	11.4684	3.5077	0.3521	1.2553
88	62860	55	0	0	19.6522	11.4431	3.5065	0.3567	1.2561
89	62859	60	0	0	19.6479	11.4117	3.5056	0.3674	1.2572
90	62861	67	0	0	19.6408	11.3580	3.5035	0.3867	1.2587
91	62853	72	0	0	19.6306	11.2890	3.5010	0.3969	1.2609
92	62846	73	0	0	19.6228	11.2335	3.4994	0.4242	1.2634
93	62844	76	0	0	19.6208	11.2219	3.4991	0.4515	1.2656
94	62847	80	0	0	19.6166	11.2021	3.4976	0.4411	1.2677
95	62844	83	0	0	19.6107	11.1591	3.4962	0.4613	1.2698
96	62841	88	0	0	19.6062	11.1232	3.4954	0.4801	1.2719
