time_hr	parent_id	parent_ecDNA_before	parent_ecDNA_after	daughter_id	daughter_ecDNA	x	y	generation
17.0	6868	20	19	6870	19	922	904	1
18.0	6868	19	16	6871	21	922	904	2
19.0	6868	16	23	6872	9	922	904	3
26.0	6867	20	22	6873	18	1000	1000	1
33.0	6872	9	12	6874	6	959	1009	4
38.0	6869	20	20	6875	19	1100	1100	1
43.0	6872	12	10	6876	12	1105	1211	5
44.0	6871	21	23	6877	17	867	593	3
44.0	6868	23	25	6878	20	1111	1019	4
44.0	6870	19	18	6879	17	1185	1134	2
47.0	6869	20	20	6880	18	1100	1100	2
47.0	6871	23	21	6881	25	856	507	4
49.0	6874	6	9	6882	2	1129	1058	5
54.0	6870	18	14	6883	21	1229	1387	3
56.0	6869	20	16	6884	23	1100	1100	3
56.0	6867	22	25	6885	18	1000	1000	2
56.0	6872	10	11	6886	8	1381	1391	6
56.0	6873	18	14	6887	19	1039	782	2
57.0	6868	25	30	6888	20	1322	1076	5
58.0	6876	12	8	6889	15	1074	1172	6
59.0	6876	8	10	6890	6	1066	1126	7
63.0	6870	14	11	6891	16	1234	1529	4
64.0	6870	11	15	6892	7	1234	1529	5
65.0	6876	10	11	6893	9	1029	1070	8
66.0	6877	17	22	6894	11	413	692	4
66.0	6874	9	6	6895	10	1152	1105	6
66.0	6882	2	3	6896	1	813	1014	6
67.0	6874	6	3	6897	9	1152	1105	7
67.0	6875	19	22	6898	15	1000	1464	2
67.0	6868	30	33	6899	26	1568	1046	6
67.0	6877	22	20	6900	22	413	692	5
68.0	6869	16	12	6901	20	1100	1100	4
68.0	6877	20	16	6902	24	413	692	6
68.0	6867	25	31	6903	18	879	1048	3
68.0	6878	20	15	6904	23	1115	787	5
69.0	6882	3	3	6905	3	813	1014	7
70.0	6871	21	17	6906	25	995	420	5
71.0	6875	22	22	6907	21	1000	1464	3
71.0	6879	17	14	6908	19	1128	1059	3
71.0	6870	15	15	6909	15	1234	1529	6
71.0	6874	3	2	6910	4	1152	1105	8
72.0	6873	14	11	6911	17	1010	724	3
73.0	6887	19	23	6912	15	861	766	3
73.0	6872	11	11	6913	11	1381	1391	7
74.0	6871	17	21	6914	12	995	420	6
74.0	6880	18	19	6915	16	979	710	3
75.0	6886	8	6	6916	9	1328	1410	7
75.0	6884	23	28	6917	17	1075	780	4
76.0	6870	15	15	6918	14	1202	1601	7
76.0	6869	12	16	6919	8	1042	1132	5
76.0	6886	6	6	6920	6	1328	1410	8
76.0	6889	15	12	6921	18	1352	1079	7
77.0	6892	7	11	6922	3	1305	1654	6
77.0	6883	21	25	6923	16	1351	1389	4
77.0	6876	11	12	6924	10	961	973	9
77.0	6886	6	5	6925	6	1328	1410	9
78.0	6877	16	13	6926	17	270	706	7
78.0	6874	2	2	6927	2	1152	1105	9
79.0	6867	31	40	6928	22	641	1051	4
80.0	6899	26	25	6929	24	1492	1075	7
80.0	6875	22	21	6930	22	1000	1464	4
81.0	6882	3	4	6931	2	777	1007	8
81.0	6915	16	13	6932	19	968	720	4
81.0	6870	15	12	6933	18	1186	1669	8
82.0	6882	4	4	6934	4	777	1007	9
82.0	6885	18	17	6935	18	1017	1017	3
82.0	6881	25	23	6936	27	799	751	5
83.0	6868	33	30	6937	35	1568	1046	7
83.0	6879	14	16	6938	12	1267	1033	4
84.0	6888	20	19	6939	18	1594	1257	6
85.0	6886	5	5	6940	5	1328	1410	10
85.0	6889	12	9	6941	15	1424	1062	8
85.0	6878	15	13	6942	16	1115	787	6
86.0	6920	6	3	6943	8	1378	1345	9
86.0	6895	10	7	6944	13	1192	1105	7
86.0	6889	9	7	6945	11	1476	1055	9
86.0	6886	5	4	6946	6	1328	1410	11
86.0	6870	12	12	6947	12	1104	1827	9
86.0	6876	12	14	6948	10	961	973	10
86.0	6892	11	10	6949	12	1305	1654	7
87.0	6881	23	23	6950	22	619	821	6
88.0	6869	16	18	6951	14	1059	1055	6
88.0	6873	11	11	6952	11	953	690	4
88.0	6899	25	28	6953	21	1492	1075	8
88.0	6871	21	21	6954	21	995	420	7
88.0	6897	9	10	6955	8	1172	1105	8
89.0	6899	28	22	6956	31	1492	1075	9
89.0	6869	18	20	6957	16	1059	1055	7
89.0	6880	19	18	6958	18	925	558	4
89.0	6883	25	24	6959	24	1663	1337	5
90.0	6901	20	16	6960	23	950	1011	5
90.0	6884	28	28	6961	27	995	529	5
90.0	6880	18	17	6962	18	868	513	5
91.0	6891	16	16	6963	15	1162	1398	5
91.0	6931	2	1	6964	3	767	1016	9
91.0	6879	16	18	6965	14	1332	1036	5
91.0	6869	20	22	6966	17	1059	1055	8
91.0	6908	19	18	6967	17	1128	1041	4
92.0	6867	40	35	6968	42	209	1065	5
92.0	6921	18	19	6969	17	1297	1053	8
92.0	6875	21	18	6970	23	913	1485	5
93.0	6906	25	28	6971	20	442	474	6
93.0	6877	13	14	6972	10	0	667	8
93.0	6883	24	26	6973	21	1698	1236	6
94.0	6896	1	1	6974	1	826	1014	7
94.0	6903	18	16	6975	20	752	1080	4
94.0	6968	42	46	6976	38	191	1082	6
94.0	6894	11	10	6977	12	426	747	5
94.0	6887	23	23	6978	23	584	897	4
94.0	6946	6	7	6979	5	1351	1410	12
94.0	6908	18	20	6980	16	1128	1041	5
95.0	6932	19	19	6981	18	767	869	5
95.0	6873	11	10	6982	11	947	508	5
95.0	6917	17	16	6983	18	1127	759	5
95.0	6956	31	26	6984	34	1507	1059	10
96.0	6956	26	24	6985	28	1507	1059	11
96.0	6891	16	12	6986	19	1162	1398	6
96.0	6884	28	20	6987	36	969	412	6
96.0	6868	30	28	6988	29	1568	1046	8
97.0	6885	17	19	6989	15	1079	818	4
97.0	6876	14	16	6990	12	708	942	11
97.0	6872	11	7	6991	14	1447	1482	8
97.0	6956	24	25	6992	23	1507	1059	12
97.0	6907	21	22	6993	18	929	1200	4
98.0	6899	22	19	6994	22	1390	1046	10
98.0	6904	23	25	6995	21	1100	840	6
98.0	6867	35	33	6996	36	209	1065	6
98.0	6892	10	12	6997	8	1325	1598	8
98.0	6942	16	15	6998	17	1048	757	7
99.0	6914	12	11	6999	12	942	613	7
99.0	6911	17	17	7000	16	1195	913	4
99.0	6890	6	5	7001	7	1081	839	8
100.0	6880	17	11	7002	23	787	478	6
100.0	6881	23	18	7003	28	549	890	7
101.0	6953	21	24	7004	18	1555	1011	9
101.0	6879	18	13	7005	22	1332	1036	6
101.0	6883	26	22	7006	30	1606	1184	7
101.0	6923	16	20	7007	12	1511	1353	5
101.0	6875	18	22	7008	14	539	1414	6
101.0	6874	2	2	7009	2	1152	1105	10
101.0	6928	22	20	7010	24	888	977	5
101.0	6922	3	4	7011	1	1406	1513	7
101.0	6935	18	22	7012	13	1239	840	4
101.0	6880	11	14	7013	6	724	454	7
101.0	6917	16	13	7014	19	1127	759	6
101.0	6913	11	9	7015	13	1253	1705	8
102.0	6867	33	40	7016	26	209	1065	7
102.0	6870	12	16	7017	8	1104	1827	10
102.0	6968	46	40	7018	51	0	1095	7
102.0	6880	14	14	7019	14	724	454	8
102.0	6935	22	22	7020	21	1239	840	5
102.0	6872	7	5	7021	7	1447	1482	9
102.0	6928	20	17	7022	23	888	977	6
102.0	6893	9	10	7023	8	989	1239	9
102.0	6955	8	5	7024	11	1223	1090	9
