time_hr	parent_id	parent_ecDNA_before	parent_ecDNA_after	daughter_id	daughter_ecDNA	x	y	generation
32.0	63355	20	24	63356	15	3521	2813	1
37.0	63355	24	25	63357	22	3567	2712	2
42.0	63353	20	18	63358	21	3204	3581	1
43.0	63355	25	24	63359	25	3637	2625	3
48.0	63354	20	17	63360	22	3189	2662	1
52.0	63359	25	25	63361	23	3468	2355	4
56.0	63354	17	21	63362	13	3189	2662	2
59.0	63359	25	26	63363	23	3495	2249	5
60.0	63360	22	23	63364	19	3159	2733	2
60.0	63359	26	22	63365	29	3492	2139	6
60.0	63355	24	23	63366	22	3563	2247	4
61.0	63354	21	23	63367	19	3189	2662	3
61.0	63353	18	21	63368	14	2963	4001	2
61.0	63361	23	18	63369	28	3468	2370	5
64.0	63356	15	15	63370	15	3465	2508	2
67.0	63364	19	13	63371	25	3064	2868	3
67.0	63357	22	29	63372	14	3899	2822	3
67.0	63353	21	16	63373	24	2904	4063	3
70.0	63361	18	14	63374	20	3468	2370	6
70.0	63356	15	16	63375	14	3465	2508	3
72.0	63355	23	29	63376	17	3588	2065	5
72.0	63353	16	19	63377	13	2754	4050	4
72.0	63364	13	14	63378	11	3109	2927	4
73.0	63353	19	17	63379	19	2679	4032	5
73.0	63360	23	24	63380	21	2895	2732	3
75.0	63363	23	28	63381	18	3430	2393	6
76.0	63358	21	19	63382	22	2943	3578	2
76.0	63362	13	12	63383	14	3250	2618	3
77.0	63361	14	11	63384	16	3468	2370	7
78.0	63367	19	17	63385	19	3154	2502	4
78.0	63360	24	19	63386	29	2895	2732	4
79.0	63356	16	16	63387	15	3465	2508	4
80.0	63357	29	32	63388	26	3990	2749	4
80.0	63355	29	22	63389	34	3874	1822	6
81.0	63369	28	27	63390	26	3239	1692	6
81.0	63370	15	18	63391	12	3465	2568	3
81.0	63360	19	19	63392	18	2895	2732	5
82.0	63369	27	26	63393	28	3239	1692	7
83.0	63364	14	17	63394	11	3132	2994	5
84.0	63354	23	27	63395	19	3147	2582	4
86.0	63355	22	16	63396	28	4150	1725	7
88.0	63372	14	12	63397	15	3957	2906	4
89.0	63371	25	23	63398	26	2995	3750	4
89.0	63372	12	11	63399	12	3957	2906	5
90.0	63359	22	21	63400	19	3152	1867	7
92.0	63394	11	13	63401	9	3210	2971	6
92.0	63392	18	15	63402	20	2843	2477	6
92.0	63361	11	10	63403	11	3516	2410	8
93.0	63361	10	10	63404	10	3516	2410	9
93.0	63394	13	13	63405	12	3210	2971	7
93.0	63385	19	14	63406	23	3315	2421	5
93.0	63354	27	25	63407	29	3179	2364	5
93.0	63392	15	23	63408	7	2843	2477	7
93.0	63371	23	18	63409	27	2962	3845	5
93.0	63356	16	12	63410	17	3465	2508	5
94.0	63359	21	19	63411	23	3152	1867	8
94.0	63358	19	22	63412	16	2971	3926	3
95.0	63360	19	14	63413	23	2834	2670	6
95.0	63362	12	13	63414	11	3449	2655	4
95.0	63363	28	29	63415	27	3454	3161	7
95.0	63353	17	18	63416	14	2369	4075	6
96.0	63358	22	25	63417	19	3009	4017	4
96.0	63387	15	14	63418	16	3432	2623	5
96.0	63363	29	30	63419	26	3454	3161	8
97.0	63385	14	10	63420	17	3443	2283	6
97.0	63353	18	14	63421	21	2369	4075	7
97.0	63379	19	17	63422	21	2811	3957	6
97.0	63387	14	9	63423	19	3432	2623	6
97.0	63363	30	31	63424	25	3454	3161	9
98.0	63385	10	8	63425	12	3443	2283	7
98.0	63357	32	36	63426	27	4432	2908	5
98.0	63379	17	14	63427	20	2796	3873	7
98.0	63370	18	18	63428	17	3353	2274	4
98.0	63384	16	18	63429	13	3453	2384	8
98.0	63359	19	22	63430	14	3152	1867	9
98.0	63378	11	10	63431	12	3026	2780	5
99.0	63400	19	19	63432	18	2932	1772	8
99.0	63376	17	18	63433	16	3588	2081	6
99.0	63367	17	16	63434	17	3610	2584	5
99.0	63396	28	30	63435	26	4478	1597	8
100.0	63397	15	16	63436	14	3942	2920	5
100.0	63360	14	14	63437	14	2834	2670	7
100.0	63377	13	8	63438	16	2752	3996	5
100.0	63358	25	29	63439	18	3031	4107	5
100.0	63371	18	15	63440	20	2827	4066	6
100.0	63386	29	26	63441	32	2691	2652	5
101.0	63393	28	27	63442	27	3095	1533	8
101.0	63387	9	8	63443	10	3432	2623	7
101.0	63358	29	26	63444	30	3031	4107	6
101.0	63356	12	14	63445	9	3465	2508	6
101.0	63374	20	15	63446	24	3488	2370	7
102.0	63370	18	20	63447	16	3353	2274	5
102.0	63382	22	18	63448	25	2522	3565	3
102.0	63387	8	8	63449	8	3432	2623	8
103.0	63374	15	12	63450	16	3488	2370	8
103.0	63393	27	28	63451	25	3095	1533	9
103.0	63363	31	36	63452	25	3550	3390	10
103.0	63370	20	18	63453	21	3353	2274	6
104.0	63399	12	11	63454	12	4067	2937	6
104.0	63368	14	15	63455	12	2796	3979	3
106.0	63416	14	14	63456	13	2409	3917	7
106.0	63364	17	18	63457	16	3565	3369	6
106.0	63358	26	19	63458	29	3020	4198	7
106.0	63394	13	15	63459	11	3181	2840	8
106.0	63362	13	14	63460	12	3462	2894	5
106.0	63369	26	17	63461	35	2868	1354	8
107.0	63380	21	19	63462	20	2939	2720	4
107.0	63369	17	14	63463	19	2868	1354	9
107.0	63363	36	35	63464	36	3550	3390	11
108.0	63408	7	6	63465	8	2801	2501	8
108.0	63367	16	17	63466	13	3610	2584	6
108.0	63379	14	14	63467	12	3117	3631	8
108.0	63369	14	14	63468	12	2868	1354	10
108.0	63403	11	13	63469	9	3556	2410	9
108.0	63388	26	36	63470	15	4636	3058	5
109.0	63371	15	14	63471	15	2907	4409	7
109.0	63378	10	7	63472	13	3044	2893	6
109.0	63443	10	8	63473	11	3432	2605	8
109.0	63376	18	12	63474	23	3588	2081	7
109.0	63379	14	11	63475	17	3117	3631	9
109.0	63384	18	20	63476	16	3453	2384	9
109.0	63393	28	18	63477	33	2941	1226	10
109.0	63366	22	22	63478	21	3020	2504	5
110.0	63385	8	3	63479	13	3498	2190	8
110.0	63382	18	20	63480	14	2522	3565	4
110.0	63381	18	19	63481	17	4008	2223	7
110.0	63376	12	12	63482	12	3588	2081	8
110.0	63365	29	30	63483	27	4490	2412	7
110.0	63387	8	10	63484	6	3432	2623	9
110.0	63400	19	10	63485	27	2932	1772	9
110.0	63395	19	18	63486	20	2643	2486	5
110.0	63361	10	9	63487	11	3638	2539	10
110.0	63366	22	25	63488	19	2920	2504	6
111.0	63372	11	9	63489	12	3933	3030	6
111.0	63374	12	11	63490	13	3488	2370	9
111.0	63355	16	13	63491	18	4434	1460	8
111.0	63392	23	20	63492	26	2859	2088	8
111.0	63403	13	12	63493	12	3556	2410	10
111.0	63365	30	32	63494	27	4490	2412	8
112.0	63407	29	29	63495	27	2871	2349	6
112.0	63392	20	17	63496	21	2859	2088	9
112.0	63404	10	12	63497	8	3758	2448	10
113.0	63379	11	10	63498	12	3230	3631	10
113.0	63360	14	23	63499	5	2823	2521	8
113.0	63439	18	17	63500	18	3131	4230	6
113.0	63371	14	16	63501	11	2907	4409	8
114.0	63443	8	6	63502	10	3381	2589	9
114.0	63409	27	27	63503	25	2712	4189	6
114.0	63426	27	26	63504	26	4754	2642	6
114.0	63472	13	7	63505	19	3063	2874	7
114.0	63399	11	6	63506	15	4001	3116	7
114.0	63455	12	13	63507	11	2774	3979	4
115.0	63398	26	22	63508	30	2440	3780	5
115.0	63386	26	21	63509	30	2691	2652	6
115.0	63399	6	3	63510	9	4001	3116	8
115.0	63358	19	17	63511	18	3041	4279	8
116.0	63394	15	14	63512	15	3302	2696	9
116.0	63431	12	7	63513	16	3022	2912	6
116.0	63377	8	12	63514	4	2718	3955	6
116.0	63386	21	16	63515	25	2691	2652	7
116.0	63429	13	12	63516	13	3529	2376	9
117.0	63494	27	25	63517	27	4357	2230	9
117.0	63420	17	20	63518	14	3422	2202	7
117.0	63380	19	18	63519	15	2939	2720	5
117.0	63362	14	13	63520	14	3522	3180	6
117.0	63379	10	12	63521	7	3230	3631	11
117.0	63429	12	15	63522	8	3529	2376	10
117.0	63375	14	15	63523	13	3174	2813	4
