step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	63356	3	0	0	19.6987	18.9291	2.1181	0.0000	1.2294
1	63351	3	0	0	19.7258	12.2170	4.0421	0.0827	1.2298
2	63346	3	0	0	19.7279	12.2236	3.3904	0.1552	1.2301
3	63334	3	0	0	19.7241	12.2187	3.6501	0.1519	1.2304
4	63328	3	0	0	19.7224	12.2163	3.5320	0.1540	1.2306
5	63318	3	0	0	19.7209	12.2135	3.5725	0.1497	1.2307
6	63306	3	0	0	19.7200	12.2125	3.5493	0.1500	1.2308
7	63301	3	0	0	19.7195	12.2118	3.5538	0.1494	1.2308
8	63294	3	0	0	19.7190	12.2111	3.5476	0.1497	1.2308
9	63288	3	0	0	19.7186	12.2103	3.5467	0.1493	1.2308
10	63284	3	0	0	19.7184	12.2100	3.5442	0.1491	1.2308
11	63280	3	0	0	19.7180	12.2091	3.5423	0.1507	1.2307
12	63275	3	0	0	19.7177	12.2090	3.5407	0.1511	1.2307
13	63269	3	0	0	19.7175	12.2084	3.5393	0.1484	1.2306
14	63261	3	0	0	19.7175	12.2082	3.5381	0.1455	1.2306
15	63254	3	0	0	19.7175	12.2084	3.5369	0.1552	1.2305
16	63249	3	0	0	19.7175	12.2083	3.5359	0.1514	1.2305
17	63243	3	0	0	19.7174	12.2080	3.5351	0.1513	1.2304
18	63234	3	0	0	19.7174	12.2078	3.5341	0.1511	1.2304
19	63226	3	0	0	19.7175	12.2067	3.5335	0.1486	1.2303
20	63214	3	0	0	19.7176	12.2071	3.5330	0.1493	1.2303
21	63206	3	0	0	19.7179	12.2086	3.5326	0.1461	1.2302
22	63204	3	0	0	19.7180	12.2084	3.5320	0.1522	1.2301
23	63199	3	0	0	19.7179	12.2261	3.5312	0.1476	1.2301
24	63195	3	0	0	19.7179	12.2259	3.5308	0.1501	1.2300
25	63191	3	0	0	19.7179	12.2154	3.5304	0.1519	1.2300
26	63187	3	0	0	19.7178	12.2149	3.5299	0.1494	1.2300
27	63179	3	0	0	19.7178	12.2086	3.5296	0.1495	1.2299
28	63173	3	0	0	19.7180	12.2085	3.5294	0.1500	1.2299
29	63160	3	0	0	19.7181	12.2085	3.5290	0.1445	1.2298
30	63153	3	0	0	19.7183	12.2098	3.5290	0.1503	1.2298
31	63150	3	0	0	19.7185	12.2099	3.5288	0.1519	1.2297
32	63149	4	0	0	19.7185	12.2096	3.5284	0.1524	1.2297
33	63144	4	0	0	19.7171	12.2044	3.5276	0.1582	1.2298
34	63137	4	0	0	19.7172	12.2052	3.5276	0.1619	1.2299
35	63132	4	0	0	19.7175	12.2056	3.5277	0.1633	1.2299
36	63120	4	0	0	19.7175	12.2054	3.5275	0.1638	1.2300
37	63116	5	0	0	19.7178	12.2066	3.5275	0.1622	1.2300
38	63111	5	0	0	19.7167	12.1985	3.5269	0.1667	1.2301
39	63106	5	0	0	19.7167	12.1998	3.5269	0.1709	1.2302
40	63098	5	0	0	19.7169	12.2013	3.5266	0.1646	1.2303
41	63093	5	0	0	19.7172	12.2018	3.5269	0.1636	1.2303
42	63089	6	0	0	19.7174	12.2020	3.5268	0.1631	1.2303
43	63086	7	0	0	19.7163	12.1981	3.5264	0.1613	1.2304
44	63083	7	0	0	19.7150	12.1910	3.5257	0.1714	1.2307
45	63075	7	0	0	19.7150	12.1911	3.5258	0.1864	1.2309
46	63067	7	0	0	19.7153	12.1921	3.5258	0.1894	1.2310
47	63057	7	0	0	19.7155	12.1930	3.5259	0.1818	1.2311
48	63054	8	0	0	19.7159	12.1961	3.5261	0.1805	1.2311
49	63049	8	0	0	19.7146	12.1818	3.5254	0.1857	1.2313
50	63046	8	0	0	19.7146	12.1816	3.5255	0.1820	1.2314
51	63043	8	0	0	19.7147	12.1821	3.5254	0.1726	1.2315
52	63040	9	0	0	19.7148	12.1821	3.5253	0.1751	1.2315
53	63030	9	0	0	19.7137	12.1764	3.5249	0.1731	1.2317
54	63025	9	0	0	19.7139	12.1774	3.5251	0.1890	1.2318
55	63019	9	0	0	19.7140	12.1779	3.5249	0.1865	1.2319
56	63014	10	0	0	19.7142	12.1793	3.5251	0.1747	1.2320
57	63012	10	0	0	19.7130	12.1666	3.5245	0.1729	1.2321
58	63005	10	0	0	19.7129	12.1664	3.5245	0.1761	1.2323
59	63000	11	0	0	19.7131	12.1672	3.5246	0.1861	1.2324
60	62999	14	0	0	19.7120	12.1626	3.5241	0.1809	1.2326
61	62998	17	0	0	19.7081	12.1393	3.5225	0.1804	1.2331
62	62986	17	0	0	19.7039	12.1151	3.5210	0.1956	1.2340
63	62979	17	0	0	19.7039	12.1178	3.5217	0.2118	1.2347
64	62971	18	0	0	19.7040	12.1178	3.5214	0.2067	1.2352
65	62966	18	0	0	19.7029	12.1138	3.5211	0.2079	1.2357
66	62962	18	0	0	19.7030	12.1138	3.5213	0.2092	1.2361
67	62957	21	0	0	19.7031	12.1140	3.5211	0.2079	1.2363
68	62953	21	0	0	19.6994	12.0984	3.5196	0.2103	1.2369
69	62950	21	0	0	19.6990	12.1000	3.5197	0.2040	1.2374
70	62945	23	0	0	19.6992	12.1045	3.5199	0.1952	1.2378
71	62940	23	0	0	19.6967	12.0898	3.5188	0.1935	1.2383
72	62935	26	0	0	19.6966	12.0919	3.5191	0.2000	1.2387
73	62933	28	0	0	19.6930	12.0797	3.5175	0.2039	1.2395
74	62926	28	0	0	19.6902	12.0673	3.5167	0.2092	1.2403
75	62918	29	0	0	19.6902	12.0688	3.5168	0.2072	1.2409
76	62914	31	0	0	19.6892	12.0620	3.5165	0.2180	1.2415
77	62908	32	0	0	19.6866	12.0460	3.5156	0.2228	1.2423
78	62908	34	0	0	19.6852	12.0372	3.5153	0.2367	1.2430
79	62906	35	0	0	19.6825	12.0206	3.5142	0.2352	1.2438
80	62904	37	0	0	19.6810	12.0104	3.5140	0.2088	1.2446
81	62907	40	0	0	19.6785	12.0033	3.5127	0.2384	1.2454
82	62902	41	0	0	19.6744	11.9805	3.5110	0.2428	1.2465
83	62899	42	0	0	19.6731	11.9784	3.5112	0.2520	1.2474
84	62892	43	0	0	19.6717	11.9740	3.5103	0.2518	1.2483
85	62888	43	0	0	19.6705	11.9672	3.5104	0.2489	1.2491
86	62882	44	0	0	19.6705	11.9702	3.5104	0.2564	1.2497
87	62876	44	0	0	19.6696	11.9715	3.5098	0.2479	1.2502
88	62873	45	0	0	19.6698	11.9727	3.5098	0.2532	1.2506
89	62870	47	0	0	19.6687	11.9708	3.5094	0.2467	1.2510
90	62861	48	0	0	19.6661	11.9635	3.5082	0.2459	1.2516
91	62848	48	0	0	19.6648	11.9579	3.5082	0.2311	1.2522
92	62843	51	0	0	19.6651	11.9593	3.5085	0.2253	1.2526
93	62847	58	0	0	19.6613	11.6689	3.5068	0.2289	1.2533
94	62845	60	0	0	19.6518	11.6172	3.5038	0.2240	1.2548
95	62845	64	0	0	19.6484	11.6136	3.5032	0.2353	1.2563
96	62840	67	0	0	19.6430	11.8628	3.5008	0.2347	1.2580
