time_hr	parent_id	parent_ecDNA_before	parent_ecDNA_after	daughter_id	daughter_ecDNA	x	y	generation
16.0	63387	20	19	63390	21	2908	2985	1
24.0	63389	20	21	63391	19	3179	3197	1
25.0	63387	19	14	63392	23	2908	2985	2
25.0	63389	21	18	63393	22	3179	3197	2
33.0	63387	14	17	63394	11	2908	2985	3
42.0	63393	22	27	63395	17	3591	3037	3
42.0	63389	18	14	63396	20	3266	3220	3
42.0	63392	23	22	63397	22	2757	2967	3
43.0	63387	17	17	63398	16	2908	2985	4
44.0	63389	14	19	63399	9	3293	3287	4
48.0	63393	27	25	63400	27	3811	3285	4
51.0	63394	11	15	63401	7	2787	3152	4
52.0	63389	19	14	63402	23	3350	3347	5
55.0	63391	19	16	63403	22	3043	2644	2
57.0	63392	22	25	63404	19	2514	3101	4
61.0	63391	16	18	63405	13	3106	2601	3
62.0	63393	25	25	63406	25	3916	3290	5
63.0	63396	20	14	63407	22	3381	2978	4
63.0	63389	14	13	63408	14	3471	3593	6
64.0	63394	15	14	63409	16	2787	3152	5
64.0	63396	14	9	63410	18	3381	2978	5
65.0	63387	17	18	63411	16	3194	3012	5
66.0	63389	13	14	63412	11	3502	3651	7
67.0	63400	27	28	63413	25	4166	3582	5
68.0	63397	22	26	63414	17	3270	3195	4
72.0	63391	18	14	63415	20	3106	2601	4
72.0	63392	25	22	63416	26	2383	3266	5
74.0	63388	20	24	63417	16	3108	3112	1
74.0	63393	25	27	63418	22	3916	3290	6
76.0	63396	9	10	63419	8	3381	2978	6
77.0	63402	23	22	63420	24	3589	2871	6
77.0	63390	21	17	63421	23	3281	2641	2
77.0	63404	19	19	63422	19	2423	3334	5
77.0	63398	16	15	63423	16	3134	2809	5
78.0	63394	14	17	63424	11	2787	3152	6
78.0	63398	15	14	63425	15	3199	2782	6
79.0	63387	18	17	63426	17	3194	3012	6
80.0	63414	17	11	63427	23	3149	3376	5
80.0	63402	22	22	63428	22	3589	2871	7
80.0	63387	17	19	63429	14	3205	3089	7
80.0	63406	25	28	63430	21	3810	3271	6
80.0	63392	22	23	63431	21	2383	3266	6
80.0	63389	14	13	63432	14	3638	3608	8
80.0	63388	24	24	63433	24	3108	3112	2
81.0	63406	28	33	63434	21	3687	3276	7
81.0	63387	19	19	63435	18	3205	3089	8
81.0	63395	17	12	63436	22	3539	2831	4
82.0	63394	17	13	63437	21	2787	3152	7
82.0	63397	26	27	63438	25	3600	3426	5
82.0	63409	16	20	63439	11	2552	3667	6
83.0	63390	17	17	63440	17	3281	2641	3
83.0	63407	22	21	63441	22	3013	3196	5
83.0	63391	14	13	63442	15	3161	2476	5
84.0	63390	17	18	63443	13	3359	2631	4
84.0	63403	22	19	63444	25	2956	2838	3
84.0	63401	7	8	63445	5	2704	3117	5
85.0	63431	21	19	63446	21	2454	3242	7
85.0	63397	27	27	63447	26	3600	3426	6
86.0	63405	13	19	63448	7	3208	2581	4
87.0	63402	22	19	63449	24	3589	2871	8
87.0	63399	9	6	63450	10	3626	2864	5
87.0	63400	28	27	63451	27	3966	3833	6
87.0	63393	27	24	63452	29	4235	3232	7
88.0	63420	24	21	63453	26	3407	2866	7
88.0	63400	27	24	63454	28	3966	3833	7
88.0	63414	11	10	63455	11	3090	3373	6
89.0	63389	13	18	63456	8	3638	3608	9
89.0	63420	21	17	63457	24	3407	2866	8
90.0	63413	25	27	63458	23	4078	3306	6
90.0	63406	33	29	63459	32	3320	3260	8
90.0	63394	13	13	63460	11	2787	3152	8
90.0	63391	13	16	63461	9	3161	2476	6
90.0	63403	19	25	63462	11	2956	2838	4
90.0	63396	10	11	63463	9	3381	2978	7
91.0	63396	11	13	63464	9	3381	2978	8
91.0	63401	8	8	63465	8	2704	3117	6
92.0	63414	10	11	63466	9	2923	3349	7
92.0	63412	11	11	63467	8	3319	3540	8
92.0	63401	8	2	63468	14	2704	3117	7
92.0	63408	14	15	63469	13	3395	3718	7
93.0	63404	19	17	63470	20	2348	3371	6
93.0	63392	23	22	63471	23	2474	3298	7
93.0	63415	20	13	63472	27	3197	2768	5
93.0	63427	23	22	63473	22	3458	3462	6
93.0	63401	2	3	63474	1	2704	3117	8
94.0	63392	22	26	63475	17	2474	3298	8
94.0	63448	7	6	63476	8	3225	2548	5
94.0	63403	25	20	63477	29	2956	2838	5
94.0	63408	15	19	63478	11	3395	3718	8
95.0	63411	16	16	63479	16	3120	2717	6
95.0	63405	19	20	63480	18	3208	2581	5
95.0	63393	24	22	63481	23	4310	3413	8
95.0	63448	6	6	63482	6	3225	2548	6
95.0	63399	6	9	63483	3	3711	2838	6
96.0	63396	13	16	63484	10	3381	2978	9
97.0	63410	18	14	63485	21	3411	2965	6
97.0	63448	6	3	63486	9	3225	2548	7
98.0	63387	19	24	63487	14	3161	3158	9
98.0	63445	5	4	63488	6	2661	3109	6
98.0	63397	27	27	63489	24	3578	3639	7
98.0	63390	18	13	63490	23	3633	2529	5
98.0	63395	12	17	63491	7	3539	2831	5
98.0	63432	14	18	63492	8	3659	3723	9
99.0	63418	22	21	63493	21	3768	3389	7
99.0	63410	14	12	63494	16	3411	2965	7
99.0	63395	17	14	63495	18	3539	2831	6
99.0	63424	11	10	63496	12	2756	3022	7
99.0	63387	24	20	63497	28	3161	3158	10
100.0	63389	18	15	63498	19	3638	3608	10
100.0	63411	16	16	63499	15	3120	2717	7
100.0	63420	17	20	63500	14	3534	2778	9
100.0	63423	16	14	63501	18	2829	3187	6
101.0	63413	27	17	63502	33	4213	3120	7
101.0	63408	19	19	63503	17	3351	3786	9
101.0	63394	13	15	63504	11	2787	3152	9
102.0	63466	9	12	63505	6	3051	3283	8
102.0	63447	26	29	63506	23	3600	3439	7
102.0	63443	13	18	63507	8	3340	2500	5
102.0	63419	8	8	63508	8	3606	2950	7
102.0	63484	10	9	63509	10	3547	3040	10
102.0	63451	27	27	63510	26	3872	3815	7
102.0	63408	19	15	63511	22	3351	3786	10
103.0	63395	14	11	63512	16	3539	2831	7
103.0	63422	19	17	63513	21	2376	3162	6
103.0	63448	3	2	63514	4	3225	2548	8
103.0	63434	21	20	63515	21	4354	3418	8
104.0	63395	11	7	63516	14	3539	2831	8
104.0	63458	23	26	63517	19	3832	3411	7
104.0	63391	16	13	63518	18	3143	2393	7
104.0	63463	9	9	63519	8	3565	2979	8
104.0	63420	20	21	63520	17	3574	2700	10
104.0	63433	24	26	63521	22	3021	2648	3
104.0	63435	18	16	63522	19	3322	3200	9
104.0	63429	14	12	63523	16	3000	3172	8
105.0	63389	15	16	63524	13	3706	3611	11
105.0	63453	26	24	63525	27	3421	3700	8
105.0	63451	27	22	63526	29	3872	3815	8
105.0	63414	11	8	63527	14	2923	3349	8
106.0	63396	16	13	63528	19	3381	2978	10
106.0	63427	22	19	63529	24	3641	3384	7
106.0	63388	24	23	63530	25	3299	3084	3
106.0	63434	20	19	63531	21	4608	3331	9
107.0	63387	20	29	63532	10	3161	3158	11
107.0	63403	20	22	63533	17	3032	2804	6
107.0	63393	22	20	63534	24	4364	3778	9
107.0	63424	10	11	63535	9	2709	2990	8
108.0	63447	29	27	63536	29	3600	3439	8
108.0	63399	9	10	63537	8	3721	2989	7
108.0	63495	18	20	63538	16	3509	2801	7
108.0	63439	11	10	63539	12	2547	3791	7
108.0	63467	8	9	63540	7	3382	3625	9
108.0	63431	19	19	63541	19	2503	3164	8
108.0	63432	18	17	63542	18	3659	3723	10
109.0	63419	8	12	63543	4	3606	2950	8
109.0	63394	15	14	63544	15	2787	3152	10
109.0	63417	16	17	63545	15	2981	2940	2
109.0	63431	19	20	63546	18	2503	3164	9
109.0	63460	11	9	63547	12	2801	3166	9
109.0	63400	24	28	63548	19	3966	3833	8
109.0	63392	26	25	63549	27	2474	3298	9
110.0	63442	15	16	63550	14	3388	2289	6
110.0	63466	12	11	63551	12	3051	3283	9
110.0	63441	22	17	63552	25	2981	2447	6
110.0	63412	11	9	63553	12	2982	3480	9
110.0	63436	22	24	63554	19	3585	3010	5
110.0	63446	21	26	63555	16	2366	3289	8
110.0	63419	12	13	63556	11	3606	2950	9
110.0	63400	28	21	63557	32	3966	3833	9
110.0	63429	12	13	63558	9	3000	3172	9
110.0	63401	3	5	63559	1	2704	3117	9
111.0	63429	13	16	63560	9	3000	3172	10
111.0	63428	22	17	63561	26	3421	3438	8
111.0	63404	17	15	63562	18	2348	3439	7
111.0	63457	24	24	63563	21	3060	2823	9
111.0	63400	21	21	63564	19	3966	3833	10
111.0	63491	7	9	63565	5	3518	2852	6
111.0	63437	21	20	63566	22	2757	3181	8
112.0	63389	16	19	63567	13	3706	3611	12
112.0	63416	26	28	63568	24	2666	3222	6
112.0	63437	20	25	63569	13	2849	3227	9
113.0	63432	17	16	63570	18	3659	3723	11
113.0	63409	20	18	63571	21	2284	4173	7
113.0	63461	9	7	63572	11	3161	2461	7
113.0	63396	13	19	63573	7	3332	3017	11
113.0	63391	13	9	63574	17	3121	2330	8
113.0	63410	12	15	63575	9	3411	2965	8
113.0	63426	17	14	63576	19	3508	3316	7
113.0	63464	9	8	63577	9	3466	3041	9
113.0	63482	6	7	63578	5	3190	2562	7
114.0	63468	14	12	63579	16	2701	3171	8
114.0	63476	8	11	63580	5	3156	2637	6
114.0	63450	10	10	63581	9	4017	2779	6
114.0	63497	28	27	63582	28	3449	2793	11
114.0	63393	20	21	63583	17	4364	3778	10
114.0	63486	9	8	63584	10	3253	2706	8
114.0	63426	14	11	63585	17	3508	3316	8
114.0	63409	18	18	63586	18	2284	4173	8
114.0	63449	24	20	63587	27	3201	3416	9
115.0	63468	12	12	63588	12	2701	3171	9
115.0	63444	25	21	63589	26	2720	2499	4
115.0	63455	11	9	63590	12	3083	3224	7
115.0	63484	9	8	63591	10	3547	3040	11
115.0	63495	20	19	63592	18	3336	2851	8
115.0	63422	17	12	63593	21	2317	3218	7
115.0	63494	16	14	63594	17	3435	2989	8
115.0	63453	24	18	63595	27	3489	4166	9
115.0	63473	22	23	63596	21	3458	3440	7
116.0	63496	12	12	63597	12	2741	3007	8
116.0	63447	27	30	63598	20	3600	3439	9
116.0	63484	8	9	63599	7	3547	3040	12
116.0	63455	9	7	63600	10	3043	3189	8
116.0	63521	22	25	63601	18	2979	2580	4
116.0	63429	16	13	63602	16	3000	3172	11
116.0	63419	13	14	63603	12	3606	2950	10
116.0	63515	21	28	63604	14	4317	3348	9
116.0	63424	11	8	63605	14	2709	2990	9
117.0	63421	23	28	63606	16	3678	2072	3
117.0	63406	29	28	63607	29	3121	3383	9
117.0	63509	10	6	63608	13	3551	3077	11
117.0	63500	14	11	63609	17	3517	2703	10
117.0	63443	18	15	63610	21	3340	2500	6
117.0	63446	26	23	63611	29	2454	3241	9
117.0	63392	25	25	63612	25	2631	3178	10
117.0	63454	28	25	63613	30	4242	3452	8
117.0	63472	27	27	63614	22	2714	2909	6
117.0	63426	11	14	63615	8	3558	3353	9
117.0	63433	26	25	63616	26	3096	2583	4
118.0	63413	17	20	63617	14	4129	3105	8
118.0	63452	29	29	63618	27	4464	3332	8
118.0	63456	8	6	63619	10	3475	3609	10
118.0	63388	23	26	63620	18	3488	3277	4
118.0	63472	27	19	63621	34	2714	2909	7
118.0	63443	15	12	63622	16	3340	2500	7
118.0	63425	15	13	63623	15	3403	2713	7
118.0	63459	32	31	63624	33	3598	3032	9
118.0	63392	25	25	63625	25	2631	3178	11
118.0	63446	23	30	63626	16	2454	3241	10
119.0	63437	25	27	63627	22	3124	3338	10
119.0	63445	4	4	63628	4	2661	3068	7
119.0	63449	20	20	63629	17	3201	3416	10
119.0	63469	13	15	63630	11	3350	3719	8
119.0	63463	9	11	63631	7	3565	2979	9
119.0	63451	22	24	63632	19	3819	3721	9
119.0	63552	25	30	63633	19	2926	2350	7
119.0	63426	14	11	63634	16	3610	3401	10
120.0	63548	19	18	63635	20	3728	3916	9
120.0	63493	21	21	63636	19	3690	3783	8
120.0	63407	21	19	63637	21	2760	3337	6
120.0	63516	14	13	63638	15	3586	2870	9
120.0	63471	23	15	63639	31	2632	3134	8
120.0	63397	27	30	63640	23	2966	4251	8
120.0	63480	18	18	63641	18	3142	2529	6
120.0	63405	20	16	63642	24	3262	2332	6
120.0	63552	30	28	63643	32	2868	2259	8
120.0	63431	20	20	63644	19	2503	3164	10
120.0	63477	29	33	63645	25	2667	2721	6
121.0	63494	14	10	63646	15	3357	2968	9
121.0	63516	13	10	63647	15	3586	2870	10
121.0	63526	29	28	63648	29	3614	3922	9
121.0	63488	6	3	63649	8	2588	3184	7
121.0	63530	25	24	63650	26	3439	3227	4
121.0	63397	30	36	63651	24	2966	4251	9
121.0	63404	15	19	63652	11	2348	3439	8
121.0	63424	8	5	63653	10	2709	2990	10
121.0	63527	14	14	63654	13	2912	3294	9
121.0	63517	19	20	63655	17	4343	3303	8
121.0	63461	7	7	63656	7	3161	2461	8
122.0	63530	24	25	63657	23	3439	3227	5
122.0	63588	12	10	63658	13	2681	3171	10
122.0	63527	14	17	63659	10	2912	3294	10
122.0	63431	20	23	63660	16	2511	2994	11
122.0	63465	8	7	63661	9	2588	3155	7
122.0	63408	15	11	63662	16	3298	3844	11
122.0	63494	10	9	63663	11	3357	2968	10
122.0	63422	12	15	63664	8	2317	3218	8
122.0	63656	7	5	63665	9	3181	2461	9
122.0	63388	26	27	63666	24	3457	3379	5
122.0	63507	8	10	63667	6	3310	2551	6
