step	total_cells	tumor_cells	necrotic_cells	immune_cells	mean_O2_mmHg	min_O2_mmHg	mean_glucose_mM	max_VEGF_nM	mean_lactate_mM
0	63574	3	0	0	19.6920	18.9066	2.1133	0.0000	1.2316
1	63567	3	0	0	19.7200	12.2036	4.0405	0.0827	1.2320
2	63565	3	0	0	19.7220	12.2090	3.3817	0.1378	1.2324
3	63559	3	0	0	19.7181	12.2013	3.6451	0.1373	1.2327
4	63554	3	0	0	19.7161	12.1975	3.5246	0.1374	1.2329
5	63548	3	0	0	19.7147	12.1945	3.5667	0.1397	1.2330
6	63544	3	0	0	19.7135	12.1921	3.5421	0.1379	1.2331
7	63541	3	0	0	19.7126	12.1902	3.5467	0.1407	1.2332
8	63534	3	0	0	19.7119	12.1885	3.5403	0.1425	1.2332
9	63526	3	0	0	19.7114	12.1899	3.5392	0.1376	1.2332
10	63516	3	0	0	19.7111	12.1890	3.5364	0.1357	1.2332
11	63510	3	0	0	19.7108	12.1879	3.5346	0.1396	1.2332
12	63504	3	0	0	19.7105	12.1869	3.5328	0.1362	1.2332
13	63500	3	0	0	19.7102	12.1862	3.5315	0.1390	1.2331
14	63496	3	0	0	19.7100	12.1856	3.5300	0.1351	1.2331
15	63491	3	0	0	19.7098	12.1846	3.5289	0.1373	1.2331
16	63485	3	0	0	19.7097	12.1845	3.5277	0.1341	1.2330
17	63482	3	0	0	19.7097	12.1844	3.5271	0.1374	1.2330
18	63476	3	0	0	19.7095	12.1846	3.5259	0.1347	1.2330
19	63469	3	0	0	19.7095	12.1849	3.5252	0.1363	1.2329
20	63462	3	0	0	19.7095	12.1846	3.5246	0.1352	1.2329
21	63456	3	0	0	19.7096	12.1846	3.5241	0.1368	1.2328
22	63449	3	0	0	19.7095	12.1842	3.5235	0.1358	1.2328
23	63443	3	0	0	19.7095	12.1838	3.5230	0.1343	1.2328
24	63440	4	0	0	19.7096	12.1837	3.5226	0.1365	1.2327
25	63436	5	0	0	19.7082	12.1696	3.5214	0.1356	1.2328
26	63434	5	0	0	19.7067	12.1626	3.5206	0.1555	1.2331
27	63433	6	0	0	19.7066	12.1626	3.5203	0.1512	1.2332
28	63431	8	0	0	19.7052	12.1479	3.5195	0.1531	1.2335
29	63423	8	0	0	19.7024	12.1258	3.5183	0.1742	1.2340
30	63412	8	0	0	19.7022	12.1251	3.5184	0.1876	1.2344
31	63401	8	0	0	19.7024	12.1252	3.5180	0.1855	1.2347
32	63393	9	0	0	19.7027	12.1280	3.5181	0.1809	1.2349
33	63385	10	0	0	19.7016	12.1232	3.5175	0.1669	1.2352
34	63381	11	0	0	19.7002	12.1145	3.5167	0.1707	1.2355
35	63374	11	0	0	19.6988	12.1012	3.5161	0.1892	1.2359
36	63369	11	0	0	19.6988	12.1014	3.5160	0.1903	1.2363
37	63361	11	0	0	19.6989	12.1015	3.5158	0.1752	1.2365
38	63357	11	0	0	19.6990	12.1019	3.5157	0.1747	1.2367
39	63351	12	0	0	19.6991	12.1012	3.5156	0.1763	1.2368
40	63341	12	0	0	19.6979	12.0892	3.5150	0.1742	1.2370
41	63335	12	0	0	19.6980	12.0895	3.5150	0.1866	1.2372
42	63328	12	0	0	19.6981	12.0930	3.5149	0.1861	1.2373
43	63319	13	0	0	19.6984	12.0935	3.5151	0.1881	1.2373
44	63316	13	0	0	19.6972	12.0809	3.5142	0.1827	1.2375
45	63308	14	0	0	19.6972	12.0798	3.5147	0.1935	1.2377
46	63297	14	0	0	19.6961	12.0710	3.5141	0.1907	1.2379
