time_hr	parent_id	parent_ecDNA_before	parent_ecDNA_after	daughter_id	daughter_ecDNA	x	y	generation
24.0	63572	20	22	63574	17	2835	2972	1
25.0	63571	20	16	63575	23	3034	3169	1
28.0	63572	22	19	63576	25	2835	2972	2
32.0	63575	23	25	63577	21	3223	3122	2
33.0	63575	25	27	63578	23	3279	3052	3
34.0	63575	27	30	63579	24	3316	2959	4
36.0	63576	25	24	63580	26	2569	2833	3
37.0	63576	24	22	63581	25	2569	2833	4
38.0	63575	30	32	63582	26	3428	2890	5
38.0	63572	19	20	63583	17	3061	2895	3
40.0	63571	16	20	63584	11	3210	3299	2
44.0	63574	17	13	63585	20	3066	3041	2
45.0	63574	13	13	63586	13	3126	3032	3
47.0	63574	13	13	63587	13	3197	3046	4
48.0	63574	13	14	63588	12	3197	3046	5
51.0	63572	20	23	63589	15	3214	2937	4
52.0	63572	23	19	63590	26	3214	2937	5
52.0	63574	14	15	63591	13	3197	3046	6
53.0	63576	22	19	63592	25	2574	2480	5
57.0	63578	23	24	63593	21	3287	2510	4
58.0	63580	26	30	63594	22	2500	2310	4
59.0	63579	24	22	63595	26	3287	2774	5
59.0	63572	19	16	63596	19	3338	2828	6
60.0	63575	32	26	63597	34	3399	2523	6
60.0	63576	19	15	63598	22	2643	2249	6
62.0	63581	25	17	63599	31	2707	2671	5
62.0	63572	16	13	63600	19	3342	2756	7
63.0	63586	13	17	63601	9	3110	3075	4
64.0	63575	26	29	63602	22	3463	2432	7
65.0	63590	26	27	63603	25	3005	2851	6
65.0	63582	26	23	63604	28	3058	2901	6
65.0	63581	17	16	63605	18	2769	2521	6
69.0	63571	20	29	63606	11	3052	3061	3
70.0	63580	30	34	63607	24	2492	1987	5
70.0	63587	13	13	63608	13	3157	3089	5
71.0	63573	20	18	63609	22	3394	2742	1
72.0	63573	18	16	63610	20	3394	2742	2
72.0	63590	27	27	63611	27	2820	2589	7
73.0	63586	17	20	63612	14	3095	3060	5
73.0	63574	15	15	63613	13	3197	3046	7
74.0	63571	29	35	63614	23	3052	3061	4
74.0	63597	34	42	63615	26	3209	2425	7
74.0	63583	17	17	63616	17	3021	3194	4
75.0	63592	25	21	63617	28	3171	2685	6
75.0	63571	35	31	63618	37	3052	3061	5
75.0	63573	16	18	63619	13	3394	2742	3
76.0	63582	23	19	63620	25	2861	2919	7
76.0	63580	34	27	63621	38	2492	1987	6
76.0	63585	20	19	63622	20	3193	2982	3
77.0	63573	18	16	63623	18	3394	2742	4
78.0	63589	15	16	63624	13	3284	2943	5
78.0	63618	37	38	63625	35	3038	3047	6
79.0	63583	17	13	63626	21	2868	3370	5
79.0	63618	38	41	63627	34	3038	3047	7
80.0	63593	21	21	63628	20	3210	2568	5
80.0	63578	24	18	63629	30	3385	2489	5
81.0	63592	21	14	63630	28	3171	2685	7
81.0	63572	13	14	63631	12	2977	2722	8
81.0	63593	21	25	63632	16	3210	2568	6
81.0	63590	27	28	63633	23	2820	2589	8
82.0	63595	26	24	63634	27	3321	2988	6
82.0	63576	15	14	63635	16	2617	2109	7
82.0	63596	19	23	63636	14	3338	2847	7
83.0	63597	42	42	63637	39	2941	2520	8
83.0	63627	34	31	63638	36	3038	3067	8
83.0	63595	24	18	63639	30	3321	2988	7
84.0	63624	13	11	63640	14	3447	3031	6
84.0	63598	22	20	63641	24	2993	2106	7
85.0	63585	19	27	63642	11	3193	2982	4
85.0	63618	41	45	63643	34	3038	3029	8
86.0	63583	13	12	63644	13	2913	3567	6
86.0	63587	13	11	63645	14	3157	3089	6
86.0	63573	16	24	63646	8	3394	2742	5
87.0	63595	18	18	63647	15	3321	2988	8
87.0	63606	11	13	63648	9	3038	3094	4
88.0	63572	14	17	63649	11	2977	2722	9
88.0	63574	15	14	63650	16	3197	3046	8
88.0	63603	25	27	63651	22	2972	3050	7
88.0	63605	18	14	63652	21	2758	2510	7
89.0	63619	13	14	63653	12	3447	2679	4
89.0	63599	31	29	63654	30	2798	3436	6
